activitePrincipaleUniteLegale,count
47.99A,1618
58.19Z,8
33.20A,87
45.20B,19
31.03Z,2
25.73B,9
48.04,2
10.62Z,2
64.11,378
70.3A,66
87.30A,6
61.10Z,26
63.99Z,5
15.8P,3
10.31Z,14
45.3H,1
95.13,1
35.4A,3
93.0A,6
34.2A,2
55.3A,428
65.12Z,179
01.56,10
46.45Z,24
47.04,49
43.22A,304
15.5A,1
95.12Z,7
90.0E,2
22.1E,7
51.9B,7
25.62A,8
71.1A,1
31.01Z,2
32.2B,2
67.05,103
41.10A,21
64.40,17
26.2A,2
16.01,2
93.0D,198
58.01,5
89.05,7
92.13,2
02.10Z,488
11.01Z,17
01.1F,7
60.2N,13
14.39Z,5
43.11Z,9
73.08,2
01.11Z,2076
47.79Z,128
23.19Z,13
01.60,3
52.3A,47
38.22Z,2
84.11,28
28.30Z,18
67.12,10
00.97,2
46.23Z,39
49.41A,219
65.02,43
77.01,54
23.99Z,4
24.06,1
28.15,3
21.09,4
23.01,1
24.3Z,1
99.00Z,1
64.23,55
46.36Z,6
95.29Z,196
43.99A,98
52.4Z,179
90.13,4
92.3A,105
85.02,3
60.01,11
47.65Z,22
44.23,1
44.18,4
25.2A,4
64.49,187
68.20A,589
55.40,115
60.11,3
85.1E,40
51.3A,11
51.3J,28
01.50,33
05.0A,5
14.2A,8
60.20B,1
49.32Z,326
46.46Z,21
45.3E,107
60.2E,87
80.04,6
53.05,1
24.11,2
84.24Z,6
44.25,2
80.07,1
55.60,357
45.2J,114
55.31,6
36.6E,17
73.09,1
45.2R,2
56.30Z,683
80.30Z,6
15.8D,13
86.22A,32
22.19Z,9
64.1C,6
18.20Z,2
85.10Z,1
32.99Z,54
74.5A,8
36.2C,2
21.08,45
01.2E,7
72.2Z,13
46.11Z,16
92.15,1
15.8B,10
82.04,1
36.00Z,92
52.21Z,38
49.01,32
29.1D,2
56.21Z,162
95.11Z,182
17.29Z,5
52.29A,17
54.05,3
85.3A,18
28.12,1
62.11,249
85.1C,173
30.99Z,1
23.49Z,3
20.4Z,7
50.2Z,114
47.77Z,43
46.49Z,79
64.44,8
64.11Z,1
54.04,4
58.05,1
45.4J,165
78.20Z,108
47.52A,49
01.47Z,56
13.30Z,5
18.2G,1
80.2C,1
86.90C,5
77.32Z,40
70.02,30
73.20Z,17
51.1G,5
15.13,1
52.4V,19
81.22Z,54
52.4Y,45
27.5G,10
43.34Z,570
80.4D,39
88.99A,5
95.21Z,15
22.1G,2
80.20Z,28
93.19Z,100
21.02,5
81.29B,14
36.4Z,3
15.9J,1
17.4A,1
54.08,33
52.4X,86
47.02,4
46.74A,22
25.61Z,35
93.0N,72
28.11Z,3
42.91Z,4
92.5C,2
79.02,2
49.20Z,1
72.20Z,6
64.20Z,587
46.13Z,24
52.7H,11
25.12Z,19
87.10A,25
24.20Z,7
24.44Z,3
85.31Z,76
58.08,4
86.90E,1276
90.01Z,399
01.43Z,174
46.71Z,43
48.07,4
01.74,1
51.5C,9
03.22Z,19
71.3G,14
52.29B,31
17.5G,2
77.10,16
71.20A,64
51.5A,12
29.3C,20
38.11Z,32
82.20Z,17
46.73B,49
59.13,8
00.11,1
44.41,2
66.0A,1
47.82Z,362
01.07,50
43.32B,153
80.4C,28
40.1Z,6
17.12Z,3
94.91Z,127
52.2G,27
77.12Z,12
47.75Z,71
94.92Z,7
15.07,2
51.8P,9
38.31Z,9
42.22Z,11
40.34,1
56.10C,1041
74.10Z,142
52.4R,114
74.90A,88
88.04,17
33.20C,29
54.02,4
01.16,1
82.11Z,57
43.91A,55
06.01,11
22.3C,2
10.32Z,3
87.20A,33
60.20A,3
51.8L,3
55.4C,8
93.13Z,13
46.44Z,19
27.5C,3
81.30Z,259
86.10Z,152
25.72Z,33
49.05,10
64.41,32
45.4L,3
28.5A,14
20.16Z,2
84.11Z,1947
64.42,76
01.4B,21
42.21Z,9
59.11,3
50.4Z,37
43.99B,24
29.3D,8
28.21Z,2
92.2F,1
80.2A,21
22.23Z,15
20.42Z,2
90.0A,92
50.1Z,185
63.3Z,13
79.12Z,14
52.7C,15
29.13,3
35.13Z,16
46.12B,7
25.2G,9
20.15Z,3
36.5Z,2
36.6C,1
60.2P,16
85.01,1
26.12Z,1
77.08,33
33.3Z,13
71.2E,1
28.6C,7
15.5C,2
63.4B,1
01.21Z,60
66.30Z,58
10.13B,57
55.2C,19
64.45,20
"",29
45.4D,49
60.04,7
95.22Z,36
35.23Z,5
54.07,1
14.20Z,1
27.1Z,1
70.2B,49
55.5A,20
18.2D,2
95.11,17
23.20Z,2
20.14Z,8
71.2C,1
51.30,3
85.1G,195
77.14,58
92.1J,3
29.32Z,17
59.05,7
33.11Z,19
17.21B,5
89.07,2
01.3Z,682
01.4A,64
43.39Z,149
22.29B,10
25.1E,5
