activitePrincipaleUniteLegale,count
47.99A,2098
33.20A,171
45.20B,91
48.04,10
71.3E,9
58.19Z,73
25.73B,22
31.03Z,10
64.11,835
70.3A,779
63.99Z,22
61.10Z,78
15.8P,7
87.30A,42
45.3H,11
93.0A,3
95.13,1
34.2A,14
35.4A,2
10.31Z,2
55.3A,1658
65.12Z,363
46.45Z,67
45.1B,8
01.56,4
92.14,2
33.03,1
93.21,1
43.22A,1469
47.04,223
74.09,13
95.12Z,23
15.5A,1
26.3Z,2
01.63Z,3
90.0E,4
51.9B,27
22.1E,48
31.01Z,15
32.2B,11
24.01,3
71.1A,15
51.3Q,5
25.62A,3
67.05,70
41.10A,535
64.40,46
26.2A,19
28.11,1
93.0D,571
89.05,16
58.01,9
92.13,3
23.65Z,1
02.10Z,230
43.11Z,25
01.1F,41
11.01Z,17
14.39Z,16
60.2N,19
73.08,1
00.97,645
01.11Z,7026
47.79Z,491
52.3A,120
23.19Z,25
84.11,112
67.12,13
38.22Z,8
28.30Z,21
01.60,10
77.01,141
09.90Z,2
49.41A,394
46.23Z,162
65.02,185
28.15,6
23.99Z,25
99.00Z,4
23.01,2
29.4C,8
44.22,1
24.06,1
21.09,1
52.4Z,637
92.3A,248
95.29Z,1016
47.65Z,79
43.99A,111
64.23,61
85.02,6
60.01,9
90.13,10
46.36Z,21
25.2A,5
44.23,1
44.18,3
68.20A,11175
64.49,337
85.1E,217
05.0A,130
51.3J,77
55.40,259
60.20B,4
14.2A,10
01.50,10
51.3A,28
60.11,4
45.3E,373
60.2E,233
49.32Z,933
80.04,14
46.46Z,99
44.25,8
53.05,13
18.1Z,5
84.24Z,27
90.0G,2
55.60,882
45.2J,63
52.22Z,16
55.31,5
36.6E,41
45.2R,8
15.8D,105
56.30Z,1322
86.22A,235
75.04,8
64.1C,28
22.19Z,6
18.20Z,6
80.30Z,47
85.10Z,8
31.2B,2
32.99Z,174
36.2C,32
74.5A,39
72.2Z,85
15.8B,70
21.08,96
01.2E,34
46.11Z,39
92.15,2
99.0Z,2
52.21Z,107
36.00Z,155
49.01,145
91.02,3
29.1D,5
95.11Z,477
56.21Z,502
52.29A,80
17.29Z,18
45.2C,3
54.05,5
96.21,2
85.1C,624
62.11,459
20.4Z,15
22.01,5
23.49Z,10
54.04,31
50.2Z,394
46.49Z,406
47.77Z,238
58.05,22
92.3J,7
64.44,17
64.11Z,4
45.4J,634
47.52A,245
01.47Z,620
78.20Z,307
80.2C,9
13.30Z,30
55.13,5
18.2G,3
86.90C,4
11.07B,2
73.20Z,69
51.1G,17
77.32Z,66
15.13,2
81.22Z,285
52.4V,79
52.4Y,28
80.4D,176
43.34Z,2697
88.99A,37
95.21Z,96
22.1G,6
81.29B,186
93.19Z,787
17.4A,10
28.10,6
36.4Z,36
80.20Z,111
21.02,4
92.5A,2
72.20Z,72
93.0N,274
52.4X,204
79.02,42
42.91Z,20
92.5C,7
25.61Z,68
46.74A,47
28.11Z,6
54.08,10
17.5C,2
47.02,10
11.04Z,1
49.20Z,6
64.20Z,2702
25.12Z,40
87.10A,151
52.7H,119
20.1B,24
46.13Z,63
24.20Z,5
24.44Z,2
85.31Z,200
86.90E,6835
90.01Z,1885
52.29B,132
01.43Z,842
48.07,17
71.3G,42
46.71Z,90
74.3B,29
03.22Z,22
58.08,6
17.5G,13
51.5C,9
01.74,2
77.10,102
71.20A,161
59.13,42
46.73B,145
38.11Z,77
82.20Z,90
29.3C,62
31.13,15
25.01,9
44.41,1
51.5A,28
62.1Z,3
66.0A,3
47.82Z,770
43.32B,433
80.4C,123
01.07,5
40.1Z,16
17.12Z,4
17.7A,1
52.2G,108
47.75Z,216
77.12Z,76
94.92Z,24
94.91Z,240
38.31Z,29
42.22Z,56
51.8P,7
50.03,2
15.07,2
15.8T,3
56.10C,3222
74.10Z,1211
01.16,2
33.20C,28
74.90A,386
52.4R,300
54.02,18
88.04,8
32.03,5
15.9G,1
40.34,2
06.01,15
82.11Z,528
43.91A,889
87.20A,27
10.32Z,24
22.3C,6
51.8L,10
29.1A,2
60.20A,7
93.13Z,93
55.4C,26
46.44Z,44
15.11,1
61.1A,5
14.03,1
40.2C,1
45.4L,19
49.05,108
81.30Z,1546
86.10Z,246
64.41,93
28.5A,16
32.05,2
10.73Z,10
20.16Z,4
25.72Z,8
58.07,2
13.2Z,2
84.11Z,2473
42.21Z,55
01.4B,212
29.3D,25
50.4Z,58
59.11,37
43.99B,42
64.42,44
23.31Z,1
20.42Z,38
52.02,4
22.23Z,24
52.1F,2
80.2A,9
74.06,4
50.1Z,426
79.12Z,56
52.7C,60
63.3Z,93
90.0A,24
35.13Z,28
25.2G,10
36.5Z,6
36.6C,1
46.12B,16
31.6C,2
20.15Z,13
29.13,5
60.2P,41
85.01,8
17.7C,17
26.12Z,15
77.08,134
33.3Z,20
83.01,6
28.6C,4
63.4B,13
15.5C,8
71.2E,2
01.21Z,639
66.30Z,288
10.13B,157
55.2C,75
55.20,5
18.07,2
13.91Z,1
64.45,61
45.4D,130
95.22Z,145
"",129
60.04,22
54.07,10
35.23Z,12
14.20Z,5
70.2B,130
18.2D,18
20.14Z,32
55.5A,40
95.11,6
51.30,10
71.2C,2
17.11Z,3
23.20Z,1
84.01,1
85.1G,934
77.14,257
92.1J,4
17.3Z,6
59.05,4
33.11Z,56
29.32Z,18
60.3Z,1
29.5L,1
17.21B,12
89.07,2
41.08,1
01.4A,178
01.3Z,1234
43.12B,59
10.52Z,36
43.39Z,426
96.16,9
37.02,3
22.29B,21
25.1E,6
34.3Z,10
29.2L,1
64.2D,3
55.20Z,1043
87.01,147
93.12Z,2356
43.22B,720
94.11Z,142
69.22,43
43.29B,149
72.11Z,31
25.2H,10
26.51B,27
03.30,5
29.4A,3
29.1F,2
11.01,1
87.02,1
01.2G,90
43.32A,2013
46.42Z,294
46.24Z,10
11.02B,17
15.11Z,9
46.35Z,1
30.0A,1
65.1E,1
10.42Z,1
28.1C,39
56.29B,216
58.10,5
00.10,210
15.8M,9
00.30,1
44.42,3
60.07,36
93.11Z,141
25.62B,287
58.12,82
59.12,11
29.1C,3
33.4A,1
85.3H,3
29.31Z,2
21.14,2
74.1G,539
72.19Z,140
67.09,52
69.25,28
47.01,29
28.93Z,21
46.22Z,23
58.06,40
72.5Z,67
91.3C,21
28.3B,3
95.12,1
85.3E,1
74.30Z,680
51.1A,15
57.11,38
21.11,13
47.11B,624
70.1F,256
79.11Z,230
96.03Z,187
38.32Z,247
47.11C,160
36.1G,146
63.4A,45
01.64Z,2
84.30B,28
20.13B,5
52.2A,87
52.2P,149
92.3B,63
47.61Z,108
57.02,61
20.5C,2
46.66Z,69
27.33Z,10
24.4A,1
65.06,364
45.2L,110
64.19Z,733
46.41Z,76
59.20Z,123
30.30Z,40
71.1Z,25
86.10,53
53.04,3
84.30A,46
51.8N,21
74.07,1
77.13,8
80.02,8
32.1D,5
00.12,4
26.6E,1
87.06,73
43.32C,80
51.5H,13
29.1J,2
32.1B,4
28.7C,1
55.70,126
13.92Z,154
01.24Z,153
21.07,17
65.2E,23
23.63Z,42
59.13B,17
13.01,1
86.23Z,1914
46.38B,119
02.20Z,117
49.39A,107
51.8H,6
46.62Z,25
57.07,22
39.00Z,7
75.2J,1
22.3E,1
74.04,3
17.1A,1
55.4B,683
37.00Z,77
03.21Z,33
36.6A,10
84.06,2
21.2C,1
20.53Z,2
22.2J,50
67.13,45
46.17B,102
62.42,72
71.12A,160
52.6E,581
86.08,36
29.5E,11
96.25,14
35.3B,6
26.20Z,9
32.91Z,3
25.03,3
28.7E,2
26.7Z,25
47.74Z,213
97.22,14
10.85Z,110
55.11,2
11.02A,2
25.1C,4
21.2L,1
74.1J,2370
43.33Z,1159
51.4Q,9
15.9S,2
68.32B,81
20.41Z,29
45.5Z,4
47.22Z,447
67.1E,52
74.20Z,1019
16.10B,69
01.80,133
24.32Z,1
37.2Z,33
64.12,103
17.2A,12
14.1A,5
51.1C,5
44.21,13
74.08,5
85.3B,1
24.2Z,1
56.10A,3650
47.11D,226
64.30Z,180
51.3T,60
46.72Z,46
24.52Z,5
86.01,13
86.90D,6692
96.02A,2487
82.19Z,950
51.1R,302
85.32Z,138
55.90Z,20
24.5A,10
51.4R,8
36.1E,16
65.2F,2
17.6Z,1
00.31,1
46.19B,1436
71.2A,49
29.5P,2
78.02,236
55.3B,485
77.31Z,114
01.25Z,75
31.09B,600
47.23Z,135
28.4A,25
87.10C,12
66.0C,1
46.69B,285
45.3A,425
73.12Z,186
69.12,143
85.20Z,160
63.05,11
85.42Z,130
57.04,20
30.91Z,4
48.05,3
31.16,4
33.19Z,19
47.11E,6
29.11,11
51.5N,4
55.1E,6
23.32Z,1
70.1C,194
46.76Z,39
01.00,30
52.4E,117
58.11,7
64.24,126
77.04,26
60.05,14
51.3C,12
38.12Z,10
94.12Z,157
52.7D,44
10.89Z,64
59.07,16
24.42Z,4
55.30Z,230
50.30Z,3
29.5N,17
29.2C,8
61.01,8
61.20Z,23
51.3N,3
89.04,1
86.11,1
87.04,121
43.91B,412
36.10,10
47.53Z,51
50.10Z,19
26.51A,5
72.2A,18
47.05,5
15.5F,4
46.64Z,2
18.3Z,1
94.99Z,5585
67.2Z,424
21.20Z,17
60.08,4
81.11,67
92.18,2
77.05,112
14.13Z,460
31.5C,15
70.10Z,742
47.76Z,508
85.60Z,71
77.29Z,163
62.45,40
49.31Z,56
10.71A,53
01.4D,21
28.2D,3
24.4C,3
08.11Z,23
15.09,7
24.10Z,3
82.06,102
91.02Z,15
10.51A,9
88.91B,17
45.2F,7
11.2Z,2
82.99Z,1158
79.90Z,204
47.59A,497
47.21Z,198
41.10C,37
66.12Z,41
32.20Z,73
02.20,64
01.57,5
46.37Z,6
28.99B,9
17.16,1
80.4A,144
23.41Z,93
85.1A,23
15.02,1
22.2A,1
01.63,7
36.1K,114
78.10Z,31
79.05,7
48.02,13
17.27,2
47.19A,7
79.06,312
52.7A,58
11.07A,7
63.12Z,124
86.06,139
45.3F,156
15.12Z,122
18.11,3
75.1G,3
75.3C,6
56.29A,224
33.15Z,58
93.21Z,134
92.21,43
51.4N,27
46.16Z,68
39.02,3
20.1A,41
51.6N,32
92.1F,1
15.8A,15
28.12Z,17
14.12Z,8
49.06,2
47.03,1
95.22,3
26.1J,2
38.50,67
94.20Z,164
49.10Z,114
24.03,25
91.1C,9
00.99,10
61.2Z,5
53.03,6
20.59Z,11
90.04Z,22
75.03,1
32.1A,3
51.1T,76
25.50B,24
28.15Z,1
22.1A,41
59.11B,185
50.3B,47
28.7P,22
51.3S,61
23.70Z,97
01.30Z,62
74.1A,164
01.90,3
58.29B,7
02.0D,21
58.12Z,1
96.18,6
71.01,1
34.02,1
26.52Z,7
51.9A,13
86.22C,2087
58.21Z,8
47.52B,162
47.43Z,32
33.4B,7
25.94Z,1
59.02,3
66.0E,2
01.28Z,203
67.01,1004
52.2J,74
24.1C,1
15.8F,8
24.54Z,1
13.10Z,5
87.30B,11
02.0B,114
47.78C,1582
66.19B,377
92.3H,105
46.63Z,75
35.1B,6
52.10A,11
74.8D,15
71.4B,109
64.14,98
27.90Z,17
67.03,20
78.01,21
63.1B,4
17.22Z,2
31.3Z,1
47.72A,348
74.8A,102
63.11Z,148
15.08,4
84.03,5
75.1E,32
37.03,4
74.05,7
84.05,9
86.12,79
01.1G,305
00.00Z,447
25.71Z,19
64.47,72
45.4M,114
87.03,358
17.21C,6
51.6J,38
28.16,8
64.2B,9
91.05,1
69.23,178
82.30Z,336
74.7Z,206
47.78A,307
45.4A,335
70.3E,28
46.34Z,234
60.10Z,92
54.03,5
28.29B,15
26.1E,5
92.12,5
51.4D,2
29.2J,4
14.1C,3
51.12,12
25.40Z,5
60.2C,3
62.43,326
70.1A,184
47.64Z,462
46.21Z,209
45.2P,31
90.12,6
84.04,11
22.3A,3
28.7N,2
77.03,86
72.3Z,52
55.73,847
85.3J,43
77.21Z,126
84.08,14
85.04,8
26.40Z,7
23.03,1
85.1H,69
52.2L,66
62.01Z,1308
49.03,14
66.03,23
01.70,14
