categorieJuridiqueUniteLegale,count
7362,136
2110,657
7378,3
7364,132
7353,298
2200,253
5498,5297
5306,109
6300,23
5546,2
5458,45
7160,3
6538,2
9221,9
6571,15
6533,563
4130,267
8110,21
7351,1
2100,20
2385,29
8490,8
5599,1644
5553,4
9110,170
5632,1
5515,18
5615,1
6100,2
7490,3
7323,72
7313,2
5192,15
5510,94
8160,2
9300,16
5308,33
4150,4
6577,6
5499,15058
7171,35
5432,3
7379,6
5660,77
2210,521
6573,17
6536,62
8200,5
6210,1
4160,2
7321,144
6200,34
9220,7533
8420,49
2300,3
5699,124
4140,21
7312,10
7373,3
6500,35
6521,1
2900,158
5191,1
8170,8
6317,303
5710,4657
5770,8
5453,11
5651,48
6575,8
5400,41
7385,12
5194,47
7361,472
1000,84323
7348,39
5551,1
9240,18
7220,67
5658,2
7345,53
5532,11
7450,5
9230,75
6572,3
7356,1
7354,88
9200,1
8410,35
7179,3
5558,31
9260,2
6220,225
6565,22
3220,53
7383,14
4110,1
5720,2238
6574,1
7120,5
5200,17
6599,1393
6578,8
5552,1
8450,18
6589,399
7331,72
7366,19
8250,9
4100,3
6318,8
6596,143
9900,52
8470,2
5410,16
8140,3
6595,37
7342,5
4120,99
6411,30
7365,1
9150,35
6560,1
7346,174
5585,3
6542,4
8210,134
5785,35
8120,7
7210,1499
5560,34
5530,2
5451,1
5610,3
6511,11
6566,3
6598,1551
5460,14
7355,22
7389,49
5470,38
5385,1
6561,52
7410,9
5202,702
2120,7
2220,13
6532,12
6585,20
7520,3
6539,6
6316,352
6540,10460
9222,5
5800,6
9100,1
2320,1
7381,34
5559,2
7510,4
5485,357
5500,18
8311,16
6564,9
7384,5
6597,986
9210,8
3290,6
6541,137
7172,267
2310,9
8130,9
6535,5
7371,1
9970,7
7372,3
7322,2
8400,2
8310,29
7367,25
7357,3
9223,183
7100,1
6534,669
7470,4
6576,15
3120,75
