activitePrincipaleUniteLegale,count
47.99A,5115
58.19Z,94
45.20B,159
33.20A,195
25.73B,47
71.3E,5
31.03Z,32
48.04,9
14.31Z,2
10.62Z,2
70.3A,1379
64.11,1577
87.30A,136
63.99Z,66
95.13,1
61.10Z,176
35.4A,4
93.0A,13
34.2A,11
10.31Z,1
15.8P,9
45.3H,44
55.3A,2047
46.45Z,181
93.21,21
65.12Z,326
45.1B,21
33.03,1
92.14,4
01.56,2
43.22A,3310
47.04,157
95.12Z,74
74.09,16
90.0E,4
15.5A,1
22.1E,98
51.9B,72
31.01Z,76
32.2B,27
71.1A,33
25.62A,12
24.01,8
51.3Q,5
64.40,89
67.05,351
41.10A,360
16.01,17
26.2A,19
28.11,4
93.0D,683
89.05,11
58.01,20
60.2N,63
14.39Z,20
02.10Z,106
11.01Z,16
43.11Z,88
01.1F,56
01.44Z,1
73.08,2
52.3A,190
84.11,142
01.11Z,3673
00.97,1270
47.79Z,528
67.12,23
28.30Z,9
01.60,10
23.19Z,71
27.4D,5
38.22Z,15
77.01,362
49.41A,1200
65.02,253
24.06,4
46.23Z,66
21.09,11
24.3Z,21
23.01,14
28.15,12
23.99Z,22
26.4B,1
09.90Z,4
99.00Z,3
17.12,1
95.29Z,964
52.4Z,878
92.3A,426
64.23,126
43.99A,255
60.01,8
47.65Z,148
46.36Z,29
44.20,2
44.18,7
25.2A,7
29.4B,4
85.02,2
44.23,2
90.13,1
68.20A,8754
64.49,773
55.40,451
85.1E,186
14.2A,30
51.3A,55
51.3J,60
01.50,6
60.11,6
60.20B,6
11.1Z,1
49.32Z,7864
60.2E,928
45.3E,902
53.05,24
46.46Z,237
80.04,45
84.24Z,34
90.0G,1
24.11,2
18.1Z,4
44.25,2
55.60,1705
36.6E,64
45.2J,164
73.09,2
52.22Z,6
55.31,14
45.2R,3
15.8D,65
86.22A,288
56.30Z,1182
18.20Z,24
64.1C,30
22.19Z,39
85.10Z,5
80.30Z,47
31.2B,3
75.04,5
74.5A,64
32.99Z,275
36.2C,40
21.08,224
72.2Z,274
15.8B,95
46.11Z,25
01.2E,5
99.0Z,1
52.21Z,302
49.01,88
29.1D,24
36.00Z,177
91.02,1
56.21Z,1009
17.29Z,52
95.11Z,775
52.29A,94
28.12,5
45.2C,9
96.21,2
54.05,6
85.3A,4
62.11,536
85.1C,666
20.4Z,25
30.99Z,1
23.49Z,13
22.01,2
50.2Z,736
46.49Z,937
47.77Z,308
58.05,22
64.44,32
54.04,58
92.3J,8
64.11Z,9
45.4J,1048
78.20Z,531
13.30Z,45
47.52A,257
01.47Z,68
11.07B,9
55.13,2
80.2C,4
18.2G,6
86.90C,5
51.1G,60
70.02,176
77.32Z,367
73.20Z,179
15.13,3
81.22Z,683
52.4Y,58
52.4V,102
27.5G,4
80.4D,244
43.34Z,3751
22.1G,40
95.21Z,115
88.99A,51
44.32,1
29.5M,5
81.29B,122
80.20Z,270
93.19Z,626
15.9J,11
21.02,34
92.5A,3
17.4A,13
28.10,6
36.4Z,15
88.05,2
52.4X,346
93.0N,416
47.02,126
46.74A,158
25.61Z,159
54.08,44
79.02,13
42.91Z,12
72.20Z,68
92.5C,6
33.1A,11
28.11Z,6
17.5C,1
49.20Z,11
11.04Z,1
52.7H,120
64.20Z,3583
46.13Z,84
87.10A,157
25.12Z,79
24.20Z,17
20.1B,30
29.16,3
24.44Z,4
85.31Z,255
86.90E,6044
01.43Z,241
90.01Z,2686
71.3G,60
74.3B,36
46.71Z,145
52.29B,502
51.5C,40
03.22Z,2
58.08,12
48.07,18
17.5G,14
01.74,2
38.11Z,178
59.13,62
71.20A,245
29.3C,18
82.20Z,130
00.11,37
44.41,9
77.10,191
25.01,12
46.73B,200
62.1Z,3
31.13,8
66.0A,2
51.5A,21
43.32B,1362
80.4C,215
47.82Z,1611
01.07,12
17.12Z,6
40.1Z,1
17.7A,1
77.12Z,87
47.75Z,394
52.2G,115
94.91Z,417
38.31Z,45
42.22Z,68
94.92Z,14
15.07,8
15.8T,7
51.8P,19
50.03,6
52.4R,507
56.10C,4352
74.10Z,2082
74.90A,596
54.02,20
01.16,4
15.9G,3
33.20C,136
88.04,40
32.03,4
40.34,2
28.2A,1
82.11Z,633
43.91A,304
10.32Z,7
29.1A,1
87.20A,39
51.8L,49
24.05,4
06.01,2
22.3C,2
60.20A,3
93.13Z,182
46.44Z,104
55.4C,12
15.11,3
14.03,3
35.3A,2
61.1A,2
86.10Z,326
49.05,150
81.30Z,1702
28.5A,98
20.16Z,17
64.41,116
25.72Z,35
45.4L,92
32.05,3
10.73Z,10
58.07,2
84.11Z,3042
59.11,55
42.21Z,73
50.4Z,88
01.4B,298
43.99B,184
64.42,68
28.21Z,11
29.3D,11
23.31Z,7
17.24Z,3
20.42Z,62
80.2A,13
52.1F,12
22.23Z,34
45.2N,2
74.06,1
52.02,5
27.4F,2
50.1Z,635
63.3Z,86
36.5Z,26
52.7C,86
35.13Z,31
79.12Z,109
90.0A,9
25.2G,42
31.6C,6
46.12B,39
29.13,16
36.6C,3
20.15Z,10
60.2P,96
17.7C,22
26.12Z,47
85.01,8
83.01,12
77.08,150
33.3Z,65
63.4B,26
29.21,3
71.2E,9
15.5C,10
28.6C,9
99.01,1
66.30Z,452
55.2C,35
01.21Z,98
10.13B,124
13.91Z,13
18.07,6
55.20,6
26.2C,1
45.4D,478
64.45,102
95.22Z,123
60.04,48
"",1295
54.07,30
14.20Z,7
35.23Z,31
17.19,1
18.2D,63
51.30,22
95.11,14
55.5A,60
20.14Z,21
70.2B,64
23.20Z,7
71.2C,3
84.01,1
77.14,323
85.1G,1003
33.11Z,71
29.32Z,55
29.5L,18
59.05,17
17.3Z,7
89.07,7
17.21B,33
92.1J,8
97.11,3
01.3Z,171
96.16,24
43.39Z,932
01.4A,45
22.29B,53
34.3Z,23
25.1E,19
43.12B,75
64.2D,7
10.52Z,15
37.02,4
27.3C,1
55.20Z,473
87.01,158
24.6G,2
02.10,1
94.11Z,124
43.29B,435
93.12Z,3486
29.4A,22
43.22B,1758
26.51B,79
25.2H,49
72.11Z,29
69.22,23
11.01,2
29.1F,12
87.02,4
03.30,2
43.32A,2696
46.42Z,359
01.2G,32
15.11Z,8
46.35Z,4
11.02B,3
46.24Z,4
30.0A,5
65.1E,1
00.10,610
56.29B,342
00.30,33
44.42,10
28.1C,54
15.8M,7
58.10,1
93.11Z,193
58.12,152
29.31Z,4
59.12,28
25.62B,380
60.07,27
29.1C,12
85.3H,13
33.4A,5
28.2B,1
47.01,117
74.1G,1441
72.19Z,243
69.25,80
72.5Z,109
67.09,53
58.06,57
28.93Z,50
46.22Z,33
91.3C,1
95.12,1
85.3E,1
21.14,1
21.11,22
74.30Z,818
57.11,50
35.1A,1
51.1A,15
36.1G,114
47.11B,1330
38.32Z,331
79.11Z,272
70.1F,264
63.4A,55
47.11C,157
84.30B,18
96.03Z,309
20.13B,5
47.61Z,140
46.66Z,103
52.2P,161
27.33Z,22
92.3B,133
57.02,38
52.2A,109
20.5C,3
30.02,3
24.4A,3
47.06,1
65.06,396
30.30Z,22
46.41Z,124
59.20Z,395
71.1Z,51
64.19Z,875
45.2L,59
86.10,72
84.30A,42
51.8N,64
53.04,3
26.6E,29
80.02,31
32.1D,6
77.13,8
00.12,6
31.5A,1
43.32C,263
87.06,88
32.1B,19
51.5H,27
29.1J,6
50.06,1
71.4A,1
55.70,303
59.13B,28
21.07,25
01.24Z,66
65.2E,48
13.92Z,153
23.63Z,49
13.01,1
86.23Z,1838
46.38B,161
46.62Z,111
02.20Z,244
39.00Z,46
49.39A,136
51.8H,34
57.07,9
22.3E,2
55.4B,426
36.6A,40
37.00Z,119
21.2C,3
84.06,2
20.53Z,6
03.21Z,1
62.42,88
46.17B,134
22.2J,123
71.12A,221
67.13,31
37.01,1
52.6E,1735
96.25,32
41.07,25
86.08,50
29.5E,44
35.3B,20
26.20Z,18
25.03,15
28.7E,3
32.91Z,6
97.22,42
47.74Z,231
10.85Z,43
26.7Z,31
21.2L,12
27.3E,1
55.11,3
25.1C,1
11.02A,3
74.1J,2501
20.41Z,29
51.4Q,42
43.33Z,1294
68.32B,76
65.2A,2
73.07,7
45.5Z,10
15.9S,1
64.12,150
47.22Z,616
74.20Z,1478
01.80,47
67.1E,107
24.2Z,11
37.2Z,47
16.10B,44
44.21,20
