activitePrincipaleUniteLegale,count
33.20A,188
45.20B,55
25.73B,23
47.99A,5183
48.04,5
58.19Z,46
71.3E,3
10.62Z,2
31.03Z,9
14.31Z,9
70.3A,547
64.11,746
87.30A,49
45.3H,15
63.99Z,33
61.10Z,71
93.0A,7
34.2A,5
15.8P,3
06.20Z,2
55.3A,1334
01.56,3
65.12Z,251
46.45Z,86
45.1B,13
93.21,2
92.14,5
33.03,1
43.22A,694
47.04,206
95.12Z,44
74.09,8
15.5A,1
90.0E,2
51.9B,52
51.3Q,8
31.01Z,11
22.1E,18
25.62A,11
71.1A,8
24.01,3
32.2B,1
41.10A,483
64.40,44
26.2A,7
67.05,7
16.01,6
93.0D,432
58.01,11
89.05,12
92.13,1
02.10Z,77
11.01Z,25
43.11Z,53
01.44Z,1
01.1F,11
60.2N,19
14.39Z,17
38.22Z,11
01.11Z,2769
47.79Z,369
00.97,1402
23.19Z,34
52.3A,71
84.11,106
28.30Z,10
67.12,10
01.60,2
28.15,2
77.01,114
49.41A,462
09.90Z,4
65.02,158
23.99Z,14
46.23Z,43
23.01,4
24.3Z,2
21.09,1
44.22,1
99.00Z,3
29.4C,2
64.23,114
52.4Z,442
92.3A,168
95.29Z,485
46.36Z,13
47.65Z,86
43.99A,101
29.4B,2
60.01,7
25.2A,14
90.13,1
44.23,5
44.18,8
44.20,1
85.02,2
64.49,344
68.20A,4833
51.3J,105
85.1E,124
55.40,181
51.3A,35
60.11,3
01.50,16
14.2A,10
60.20B,4
05.0A,1
49.32Z,489
45.3E,255
46.46Z,167
60.2E,96
80.04,10
84.24Z,12
53.05,12
24.11,1
55.60,643
36.6E,35
45.2J,105
52.22Z,4
55.31,3
45.2R,4
56.30Z,839
86.22A,102
15.8D,66
80.30Z,24
64.1C,53
15.5B,1
18.20Z,5
22.19Z,25
75.04,4
31.2B,4
32.99Z,182
74.5A,18
36.2C,8
21.08,79
72.2Z,74
01.2E,7
15.8B,7
46.11Z,9
36.00Z,86
49.01,96
52.21Z,106
91.02,6
26.6J,2
56.21Z,548
95.11Z,358
52.29A,72
17.29Z,26
54.05,4
85.3A,1
28.12,5
96.21,1
85.1C,490
62.11,429
20.4Z,14
30.99Z,1
23.49Z,8
46.49Z,463
47.77Z,176
50.2Z,290
58.05,18
64.44,11
54.04,12
64.11Z,2
