activitePrincipaleUniteLegale,count
47.99A,2573
71.3E,9
58.19Z,163
48.04,9
33.20A,144
45.20B,82
25.73B,39
31.03Z,13
14.31Z,2
64.11,2688
45.3H,46
70.3A,940
61.10Z,393
93.0A,48
15.8P,10
63.99Z,107
87.30A,37
34.2A,15
35.4A,6
55.3A,3460
46.45Z,557
93.21,15
65.12Z,349
92.14,4
45.1B,20
33.03,2
43.22A,4661
47.04,131
74.09,23
95.12Z,67
90.0E,6
26.3Z,1
51.9B,634
22.1E,191
31.01Z,70
32.2B,51
71.1A,46
51.3Q,24
24.01,9
25.62A,12
41.10A,362
16.01,20
67.05,211
64.40,138
26.2A,12
28.11,3
93.0D,930
58.01,32
89.05,3
92.13,1
60.2N,178
43.11Z,255
02.10Z,34
14.39Z,30
01.44Z,1
65.1A,1
01.1F,1
11.01Z,9
25.91Z,3
73.08,2
52.3A,237
47.79Z,2776
00.97,2059
84.11,149
38.22Z,17
28.30Z,1
67.12,8
01.11Z,35
23.19Z,29
01.60,4
27.4D,2
65.02,401
49.41A,2126
77.01,407
21.09,30
23.01,23
24.3Z,30
46.23Z,14
24.06,9
29.4C,2
28.15,16
23.99Z,14
99.00Z,8
44.22,2
17.12,1
09.90Z,1
64.23,235
52.4Z,982
95.29Z,909
43.99A,1528
92.3A,707
47.65Z,60
46.36Z,43
60.01,11
29.4B,2
25.2A,11
44.18,9
85.02,3
90.13,1
44.20,3
44.23,1
68.20A,7237
64.49,1967
51.3J,107
85.1E,243
55.40,574
51.3A,34
60.20B,37
60.11,9
01.50,4
05.0A,1
45.3E,1152
60.2E,2240
49.32Z,24352
80.04,370
46.46Z,399
24.11,13
44.25,3
18.1Z,46
53.05,27
84.24Z,18
90.0G,5
55.60,1620
45.2J,294
36.6E,89
55.31,24
52.22Z,11
73.09,10
45.2R,3
56.30Z,1618
64.1C,238
80.30Z,56
15.8D,67
86.22A,263
17.1M,1
85.10Z,4
22.19Z,38
75.04,4
18.20Z,61
31.2B,3
32.99Z,260
36.2C,25
74.5A,60
21.08,375
72.2Z,305
15.8B,97
95.24,4
46.11Z,27
92.15,3
52.21Z,489
49.01,124
36.00Z,64
29.1D,10
91.02,3
56.21Z,1090
95.11Z,646
52.29A,213
17.29Z,38
85.3A,4
54.05,14
45.2C,9
28.12,8
21.16,3
62.11,1372
85.1C,895
23.49Z,9
20.4Z,17
50.2Z,931
46.49Z,2422
47.77Z,357
64.44,76
54.04,79
58.05,44
64.11Z,7
92.3J,8
45.4J,2498
13.30Z,62
47.52A,189
55.13,4
78.20Z,483
11.07B,14
01.47Z,8
86.90C,4
80.2C,15
18.2G,8
73.20Z,357
77.32Z,359
51.1G,55
70.02,31
81.22Z,1339
52.4V,134
52.4Y,41
27.5G,7
43.34Z,10509
22.1G,163
88.99A,76
80.4D,164
95.21Z,118
29.5M,5
44.32,1
93.19Z,396
81.29B,127
80.20Z,471
15.9J,1
21.02,75
17.4A,23
28.10,13
92.5A,3
36.4Z,8
47.02,211
93.0N,308
52.4X,328
25.61Z,139
46.74A,184
72.20Z,240
54.08,21
28.11Z,13
49.20Z,6
79.02,4
33.1A,6
42.91Z,10
11.04Z,2
92.5C,1
25.12Z,86
64.20Z,3381
87.10A,66
46.13Z,94
52.7H,209
24.20Z,15
24.44Z,7
20.1B,5
13.10,1
29.16,2
85.31Z,276
86.90E,5038
90.01Z,5728
74.3B,43
51.5C,146
52.29B,1519
71.3G,114
17.5G,41
46.71Z,126
01.43Z,42
48.07,11
58.08,18
03.22Z,1
59.13,88
31.13,41
82.20Z,454
44.41,5
38.11Z,209
77.10,231
71.20A,214
46.73B,360
66.0A,9
51.5A,17
62.1Z,15
25.01,16
00.11,1
43.32B,1862
80.4C,361
47.82Z,4717
17.12Z,11
94.91Z,536
47.75Z,577
77.12Z,132
15.07,24
52.2G,148
38.31Z,31
42.22Z,88
15.8T,5
94.92Z,35
50.03,15
51.8P,5
40.33,1
52.4R,673
56.10C,7610
74.10Z,3306
74.90A,525
33.20C,51
88.04,7
32.03,1
54.02,20
28.2A,2
87.20A,70
82.11Z,487
43.91A,214
51.8L,62
22.3C,14
10.32Z,9
29.1A,4
24.05,4
60.20A,5
46.44Z,113
93.13Z,120
61.1A,3
15.11,1
55.4C,1
27.5C,1
35.3A,1
40.2C,2
64.41,142
81.30Z,562
28.5A,112
45.4L,145
10.73Z,14
25.72Z,54
49.05,216
86.10Z,354
58.07,5
20.16Z,5
17.15,3
32.05,1
84.11Z,2189
59.11,76
50.4Z,100
43.99B,691
64.42,70
29.3D,8
28.21Z,8
01.4B,87
42.21Z,64
17.24Z,1
23.31Z,2
52.02,5
20.42Z,69
80.2A,9
22.23Z,26
52.1F,3
74.06,1
45.2N,2
27.4F,1
63.3Z,136
50.1Z,1504
52.7C,126
29.13,45
79.12Z,188
46.12B,43
36.5Z,17
36.6C,2
31.6C,5
35.13Z,22
90.0A,8
25.2G,25
26.12Z,37
60.2P,155
17.7C,51
85.01,2
77.08,62
63.4B,81
33.3Z,47
83.01,6
71.2E,7
29.21,8
28.6C,8
15.5C,1
10.13B,82
66.30Z,417
01.21Z,32
18.07,16
55.2C,2
13.91Z,8
55.20,1
92.11,2
45.4D,639
95.22Z,117
"",300
54.07,38
64.45,160
60.04,23
14.20Z,3
24.41Z,6
35.23Z,41
27.1Z,2
17.19,1
94.21,1
18.2D,631
51.30,45
55.5A,118
70.2B,10
20.14Z,19
95.11,5
71.2C,4
84.01,3
85.1G,809
77.14,422
29.32Z,62
17.3Z,35
59.05,33
33.11Z,53
89.07,19
29.5L,17
17.21B,62
92.1J,8
97.11,1
43.39Z,1949
22.29B,35
96.16,11
34.3Z,44
64.2D,7
43.12B,47
25.1E,13
10.52Z,14
37.02,3
01.3Z,5
87.01,389
55.20Z,201
24.6G,3
26.02,1
43.29B,600
93.12Z,2000
43.22B,1923
72.11Z,44
94.11Z,86
11.01,7
26.51B,50
25.2H,40
69.22,27
29.1F,13
87.02,10
17.5A,2
29.4A,20
13.11,1
03.30,1
43.32A,3580
46.42Z,5854
01.2G,1
30.0A,11
15.11Z,7
46.35Z,7
11.02B,3
46.24Z,15
65.1E,6
28.1C,49
44.42,15
56.29B,412
00.10,47
58.10,6
15.8M,10
00.30,1
58.12,365
93.11Z,122
25.62B,213
59.12,42
29.1C,9
60.07,35
85.3H,6
29.31Z,7
33.4A,10
28.2B,1
47.01,1085
69.25,342
74.1G,1668
58.06,186
28.93Z,49
72.5Z,125
72.19Z,203
46.22Z,19
67.09,153
21.14,6
85.3E,4
28.3B,1
74.30Z,1386
57.11,91
21.11,49
51.1A,11
47.11B,2936
36.1G,120
79.11Z,441
70.1F,315
38.32Z,628
63.4A,144
84.30B,27
96.03Z,438
47.11C,234
01.64Z,1
20.13B,1
9220,1
92.3B,206
52.2A,247
46.66Z,201
47.61Z,136
52.2P,207
27.33Z,15
30.02,6
57.02,5
24.4A,6
20.5C,1
47.06,2
65.06,796
59.20Z,1038
45.2L,32
46.41Z,1112
64.19Z,807
84.30A,71
30.30Z,23
71.1Z,107
74.07,4
51.8N,76
86.10,30
53.04,3
77.13,28
26.6E,28
32.1D,6
80.02,23
31.5A,1
87.06,110
43.32C,452
51.5H,69
32.1B,23
29.1J,8
50.06,4
71.4A,1
28.7C,3
55.70,417
13.92Z,170
59.13B,50
65.2E,159
21.07,21
23.63Z,21
01.24Z,8
13.01,2
75.02,2
64.1A,1
86.23Z,1705
49.39A,180
46.38B,408
46.62Z,121
39.00Z,89
51.8H,51
02.20Z,57
57.07,6
74.04,3
22.3E,3
75.2J,1
55.4B,511
36.6A,37
37.00Z,70
84.06,9
20.53Z,2
21.2C,1
46.17B,140
22.2J,212
62.42,125
71.12A,99
37.01,1
67.13,1
52.6E,4038
86.08,50
26.20Z,19
96.25,16
25.03,30
29.5E,44
35.3B,18
28.7E,4
32.91Z,6
21.2L,29
47.74Z,187
97.22,53
26.7Z,72
10.85Z,45
25.1C,2
55.11,2
51.4Q,98
43.33Z,3164
74.1J,1492
73.07,25
20.41Z,31
68.32B,45
45.5Z,2
65.2A,4
64.12,245
47.22Z,1162
74.20Z,1713
44.21,59
37.2Z,102
85.3B,6
67.1E,89
14.1A,27
74.08,6
16.10B,36
51.1C,19
24.2Z,2
01.80,3
17.2A,3
24.32Z,3
56.10A,5785
64.30Z,535
46.72Z,273
47.11D,460
51.3T,221
86.01,6
24.52Z,2
82.19Z,2039
96.02A,3254
86.90D,3475
51.1R,750
85.32Z,215
55.90Z,99
65.2F,7
36.1E,33
51.4R,31
17.6Z,14
51.8E,12
24.5A,8
46.19B,3479
71.2A,57
29.5P,14
29.6A,1
78.02,214
31.09B,500
55.3B,1650
47.23Z,91
28.4A,3
87.10C,8
