categorieJuridiqueUniteLegale,count
3210,5
7362,266
2110,885
2700,34
7364,73
2200,479
5498,9109
7353,249
5306,32
6300,10
5458,106
5546,6
7160,14
9221,32
6538,7
6571,32
6533,1503
4130,526
8110,32
7351,7
8490,31
2385,17
2100,20
5599,3672
5553,6
9110,1681
8300,1
5515,48
7490,9
6100,6
5615,1
7313,599
7323,50
8290,1
5192,50
5510,181
6568,7
5308,69
9300,32
8160,7
3110,1
4150,7
6577,1
5499,29119
7171,103
7379,6
5432,2
5660,82
2210,1024
6573,127
6536,190
6210,5
4160,4
7382,1
7321,314
6200,40
9220,14755
8420,94
5699,233
4140,54
2300,8
7312,3
7373,2
6500,60
6521,1
2900,220
5191,11
8170,13
7349,1
6317,192
5710,10332
5770,13
5453,21
5651,1
6575,4
5400,48
7385,27
5194,20
7361,558
1000,141511
7363,5
5551,13
7348,6
9240,19
7220,40
7345,158
7450,10
5532,10
9230,101
6572,22
7356,2
7354,118
8410,79
9200,4
7179,19
5558,12
9260,6
6565,52
6220,385
3220,141
7383,105
4110,20
6537,2
5720,4478
6574,23
5200,22
7120,17
6578,22
6599,1863
5552,4
8450,53
6589,989
7366,79
7331,130
8250,50
4100,1
6596,306
6318,15
9900,152
5410,236
8470,4
8140,4
6595,24
4120,155
6411,79
7365,1
9150,40
6562,2
7112,2
7230,7
6560,11
7346,264
5585,7
6542,6
8210,278
5785,93
6543,5
8120,21
7210,2357
5560,72
5530,2
5610,7
8100,1
6511,7
6566,1
5455,4
6598,765
7355,72
5460,97
7389,131
5652,1
5470,38
5385,5
6561,67
5685,3
7410,22
5202,1006
2120,11
2220,11
6532,9
7130,2
6585,63
7520,24
6539,1
6316,548
6540,15967
9222,23
5800,9
9224,4
7381,58
7190,1
7510,384
5485,586
5500,32
7344,25
8510,1
8311,35
6564,24
7384,11
6597,144
9210,25
6563,4
3290,13
6541,372
7172,463
2310,50
8130,11
7372,2
7371,4
9970,7
6535,1
7322,39
8400,1
8310,90
7367,48
7357,1
9223,74
6534,149
6576,20
7470,5
3120,91
