categorieJuridiqueUniteLegale,count
2110,1885
7362,45
6558,2
2700,22
3200,1
7378,2
7364,74
5543,3
2200,263
5498,8118
7353,318
5306,54
6300,9
5458,58
5546,2
7160,3
9221,13
6538,56
6571,26
6533,147
4130,258
8110,21
7351,10
2385,25
8490,8
2100,14
5599,1595
5553,2
9110,592
5515,78
6100,4
7490,5
7323,48
8290,8
5192,50
5510,98
9300,13
8160,1
5308,27
6567,5
6577,14
4150,3
5499,21635
7379,7
7171,36
5432,5
5660,36
2210,941
6573,56
6536,308
8200,2
6210,2
4160,2
7321,343
6200,17
9220,8440
5196,48
8420,27
2300,8
4140,49
5699,91
6500,43
2900,251
8170,4
6317,131
5710,6294
5453,68
5770,8
6575,3
5400,30
7385,10
7361,553
5554,1
1000,115122
7348,13
5551,7
9240,12
7220,49
7345,42
7450,7
5532,2
9230,65
6572,3
7354,63
8410,24
7179,8
5558,21
9260,2
6220,190
3220,114
6565,31
7383,11
4110,3
5720,3306
6574,48
5200,31
7120,5
6599,1315
6578,10
5552,5
8450,18
6589,509
7366,22
7331,76
5100,23
8250,43
4100,1
6318,27
6596,17
9900,134
5410,80
8470,2
8140,3
6595,27
4120,83
7365,3
6411,28
9150,37
6562,7
6560,74
7346,130
5585,7
6542,26
8210,183
5785,40
6543,12
8120,2
7210,1539
5560,74
5530,2
5610,12
6511,12
6598,1609
7355,61
5460,14
7389,53
5470,15
5385,8
6561,31
5685,3
7410,11
5202,838
2120,11
2220,17
6532,8
6585,27
7520,3
6539,5
6316,425
6540,13303
9222,9
5800,6
9100,5
2320,6
5459,1
7381,20
7510,7
5485,412
5500,29
8311,8
6564,19
7384,1
6597,819
9210,24
3290,30
6541,620
7172,225
8130,1
2310,30
7372,3
6535,1
8400,5
8310,59
7367,101
7357,4
9223,153
6534,284
6576,32
7470,4
3120,131
