categorieJuridiqueUniteLegale,count
3210,1
7362,154
2110,1645
2700,33
7364,299
2200,352
5498,14916
7353,399
5306,62
6300,92
5458,79
5546,2
7160,9
9221,48
6538,4
6571,31
6533,520
5642,2
5193,24
4130,402
8110,23
7351,21
2100,21
8490,21
5654,4
2385,4
5599,2699
5553,8
9110,773
5632,2
5515,45
6100,8
7490,7
7323,171
7313,1
8290,3
5192,82
5510,161
6568,11
8160,4
9300,23
5308,44
"",1
6577,13
4150,10
5499,37000
7171,65
7379,3
5432,2
5660,114
2210,1259
6573,50
5669,3
6536,58
6210,7
8200,3
4160,3
7321,431
6200,45
9220,13141
8420,64
5699,183
2300,10
4140,49
7312,12
6500,88
6521,4
2900,206
5191,2
8170,13
6317,512
5710,9687
5453,14
5770,9
5651,145
6575,10
5454,2
5400,117
5194,78
7385,18
7361,666
5554,22
1000,175552
7363,2
7348,59
5551,2
7220,114
9240,15
7345,65
7450,7
5532,8
5203,1
9230,113
6572,9
8410,32
7354,48
9200,2
7179,24
5558,44
9260,3
6220,365
6565,63
3220,106
7383,43
4110,7
5720,4992
6574,9
5300,4
5200,66
7120,10
6599,3231
6578,14
5552,8
8450,23
7331,116
6589,894
7366,40
5100,2
4100,17
8250,11
6318,16
6596,151
9900,243
5410,27
8470,2
8140,5
6595,78
4120,106
6411,63
9150,38
6562,9
6560,11
7346,184
6542,21
8210,263
5785,49
8120,6
6543,3
7210,1968
5560,53
5530,4
5610,5
6551,2
6511,11
6566,2
5455,2
6598,2401
5460,27
7355,63
7389,89
5470,67
6561,62
5685,2
7410,7
5202,1412
6569,1
2120,42
6554,2
2220,70
6532,10
6585,32
7520,6
6539,5
6316,332
5547,3
6540,23214
9222,11
5800,8
9224,3
9100,2
5459,2
2320,1
7381,47
7510,5
5500,47
5485,741
8311,24
6564,36
7384,4
6597,1242
9210,10
3290,18
6541,1057
7172,378
8130,5
2310,19
9970,6
6535,11
7371,1
7372,9
7322,18
8400,5
7367,15
8310,81
7357,2
9223,133
6534,577
6576,31
7470,13
3120,202
