categorieJuridiqueUniteLegale,count
3210,2
2110,563
7362,128
2700,41
7378,2
7364,106
5543,2
7353,292
2200,136
5498,8399
5306,38
6300,9
5458,29
5546,10
7160,11
6538,34
9221,27
6571,16
6533,580
4130,397
8110,45
7351,14
2100,12
8490,25
2385,7
5599,4367
5553,4
9110,653
5632,10
5653,1
5515,52
5615,2
7490,3
6100,5
7323,224
8290,2
5192,36
5510,142
9300,27
5308,47
8160,4
6567,2
4150,3
6577,2
5499,34881
7171,184
5432,7
7379,6
5660,99
2210,592
6573,12
6536,134
6210,6
8200,4
4160,2
6588,1
7382,1
7321,58
6200,27
9220,12286
8420,90
5699,241
4140,16
2300,10
7312,13
6500,39
6521,1
2900,229
5191,4
8170,15
7349,3
6317,205
5710,10265
5453,9
5770,18
6575,11
5400,117
7385,27
5194,2
7361,449
1000,116313
7363,2
5551,9
7348,6
9240,21
7220,111
7345,88
5532,8
7450,10
5203,1
9230,142
6901,10
6572,11
9200,72
7354,83
8410,69
7179,19
5558,24
9260,5
6220,324
3220,164
6565,54
7383,49
4110,12
5720,5392
6574,3
5300,2
5200,34
7120,10
6599,2822
6578,16
5552,2
8450,53
7366,31
6589,656
5100,1
7331,128
4100,1
8250,1
6318,21
6596,146
9900,214
5410,4
8470,1
8140,6
6595,122
7342,1
4120,148
6411,93
9150,35
7230,3
6560,7
7346,129
5585,8
6542,3
8210,179
5785,65
6543,2
8120,11
7210,1759
5560,41
5646,1
5530,2
5451,1
5610,5
8100,1
6511,18
6566,3
6598,1800
7355,21
5460,18
7389,114
5385,5
5470,16
6561,71
5685,1
7410,19
5202,1099
6569,3
2120,14
2220,4
6532,18
7130,3
6585,24
6539,4
6316,244
6540,19288
9222,14
5800,9
9224,4
9100,4
2320,6
7381,40
7510,71
5485,492
5500,81
7344,13
8510,1
5522,1
8311,56
6564,23
7384,4
6597,460
9210,43
6563,5
8520,2
3290,6
6541,953
7172,236
8130,15
2310,21
7371,5
6535,7
9970,10
7372,1
7322,1
8400,10
8310,80
7367,4
7357,6
9223,170
6534,469
6576,31
7470,4
3120,148
