categorieJuridiqueUniteLegale,count
3210,1
2110,733
7362,13
2700,3
7378,2
7364,134
5543,2
7353,501
2200,303
5498,5670
5306,39
6300,9
5458,49
5546,3
7160,4
6538,53
9221,16
6571,21
6533,642
4130,376
8110,34
7351,92
2385,28
2100,29
8490,1
5599,1840
5553,6
9110,318
5632,2
5515,18
6100,6
7323,49
8290,4
5192,33
5510,143
6568,1
9300,31
5308,18
8160,3
6567,2
3110,1
4150,2
6577,5
5499,20195
7171,50
7379,6
5432,6
5660,40
2210,969
6573,19
6210,2
6536,137
8200,1
4160,3
7321,82
6200,27
9220,10033
8420,42
5699,113
4140,25
2300,5
7312,14
7373,5
6500,36
2900,207
7349,1
8170,9
6317,219
5710,5629
5453,12
5770,11
5651,18
6575,5
5400,58
7385,13
5194,18
7361,656
1000,124548
7348,74
5551,3
9240,11
7220,73
5658,2
7345,69
7450,4
5532,6
9230,80
6901,1
6572,7
7354,114
8410,27
9200,1
7179,13
5558,7
9260,3
3220,113
6220,203
6565,43
7383,12
4110,4
5720,2728
6574,3
5200,33
7120,6
6599,1598
6578,9
5552,2
8450,21
6589,370
7331,80
7366,62
8250,13
4100,1
6596,150
6318,24
9900,167
5410,3
8470,3
8140,4
6595,13
7342,1
4120,98
6411,40
9150,51
6562,2
6560,11
7346,237
5585,1
6542,3
8210,106
5785,61
8120,4
7210,2180
5560,35
5530,4
5451,4
5610,3
6511,5
5455,1
6566,3
6598,955
7355,30
5460,26
7389,64
5470,28
5385,2
6561,28
7314,1
5685,1
7410,6
5202,939
2120,4
2220,12
6532,12
6585,32
7520,20
6539,2
6316,429
5547,3
6540,14356
9222,17
5800,3
9224,3
2320,2
7381,60
7510,3
5485,462
5500,31
8311,13
6564,12
7384,2
6597,587
9210,35
3290,12
6541,487
7172,295
2310,18
8130,4
6535,8
9970,4
7372,1
7322,1
8400,5
7367,96
8310,31
9223,343
5570,3
6534,416
7470,3
6576,39
3120,101
