activitePrincipaleUniteLegale,count
47.99A,1137
33.20A,58
45.20B,60
31.03Z,6
58.19Z,25
25.73B,7
48.04,4
14.31Z,1
64.11,687
87.30A,34
70.3A,331
61.10Z,41
15.8P,3
63.99Z,16
34.2A,3
45.3H,6
93.0A,1
01.12Z,2
95.13,1
55.3A,1115
65.12Z,203
46.45Z,38
01.56,2
45.1B,9
92.14,1
43.22A,1021
47.04,98
95.12Z,21
74.09,1
31.01Z,8
22.1E,23
71.1A,5
51.9B,20
24.01,1
26.2A,17
41.10A,269
64.40,42
67.05,11
16.01,3
92.13,4
93.0D,275
89.05,5
58.01,8
11.01Z,19
01.44Z,7
02.10Z,93
01.1F,42
43.11Z,26
14.39Z,10
60.2N,15
73.08,3
01.11Z,2794
47.79Z,310
84.11,57
52.3A,66
23.19Z,20
28.30Z,25
67.12,11
00.97,3
01.60,1
77.01,51
24.3Z,2
49.41A,239
65.02,289
46.23Z,27
21.09,5
28.15,2
26.4B,1
23.01,1
23.99Z,1
17.12,3
52.4Z,405
95.29Z,494
92.3A,231
47.65Z,66
25.2A,5
60.01,21
43.99A,55
64.23,66
46.36Z,13
44.18,5
29.4B,1
68.20A,5012
55.40,172
64.49,214
51.3J,123
05.0A,28
51.3A,18
85.1E,81
14.2A,10
01.50,1
60.2E,90
49.32Z,491
45.3E,191
46.46Z,33
84.24Z,6
80.04,5
53.05,3
18.1Z,1
80.07,1
55.60,1361
36.6E,21
45.2J,23
55.31,4
52.22Z,20
56.30Z,703
22.19Z,6
64.1C,23
15.8D,34
86.22A,170
80.30Z,28
75.04,3
18.20Z,3
74.5A,22
36.2C,6
32.99Z,96
21.08,113
46.11Z,13
15.8B,120
72.2Z,26
01.2E,14
95.24,1
92.15,1
49.01,73
52.21Z,83
36.00Z,54
91.02,2
29.1D,2
56.21Z,318
95.11Z,278
54.05,2
52.29A,42
17.29Z,15
28.12,1
85.3A,1
45.2C,1
85.1C,275
62.11,690
22.01,2
20.4Z,5
23.49Z,6
50.2Z,307
58.05,4
46.49Z,194
47.77Z,93
54.04,12
64.44,19
64.11Z,2
92.3J,8
01.47Z,176
45.4J,213
78.20Z,126
13.30Z,13
47.52A,118
18.2G,5
80.2C,13
11.07B,3
86.90C,3
73.20Z,31
77.32Z,70
15.13,2
51.1G,2
70.02,1
81.22Z,161
52.4Y,52
52.4V,39
43.34Z,1198
80.4D,79
88.99A,20
95.21Z,48
22.1G,6
44.32,1
93.19Z,325
81.29B,60
36.4Z,8
80.20Z,56
17.4A,7
92.5A,2
93.0N,203
52.4X,126
79.02,36
47.02,6
92.5C,10
42.91Z,13
54.08,20
46.74A,26
49.20Z,5
25.61Z,13
28.11Z,3
72.20Z,17
11.04Z,2
33.1A,2
87.10A,52
64.20Z,658
52.7H,43
25.12Z,37
24.20Z,3
46.13Z,37
20.1B,5
01.43Z,259
86.90E,2504
90.01Z,990
74.3B,12
03.22Z,23
51.5C,3
46.71Z,99
85.31Z,67
52.29B,47
71.3G,21
17.5G,1
48.07,10
58.08,3
59.13,17
29.3C,22
77.10,41
71.20A,89
82.20Z,39
46.73B,63
38.11Z,41
51.5A,11
25.01,2
31.13,4
44.41,2
66.0A,1
43.32B,339
47.82Z,499
80.4C,42
40.1Z,20
01.07,10
77.12Z,102
94.92Z,11
52.2G,120
47.75Z,115
94.91Z,79
38.31Z,6
15.4C,2
42.22Z,37
15.07,3
51.8P,12
40.33,1
50.03,1
56.10C,2456
88.04,22
52.4R,167
74.10Z,393
74.90A,136
15.9G,88
01.16,4
33.20C,13
32.03,1
28.2A,5
82.11Z,218
43.91A,125
06.01,16
51.8L,9
87.20A,49
10.32Z,6
60.20A,3
22.3C,1
24.05,2
93.13Z,40
46.44Z,21
55.4C,15
27.5C,1
61.1A,2
81.30Z,573
64.41,92
28.5A,6
86.10Z,146
49.05,34
25.72Z,10
45.4L,6
10.73Z,7
32.05,3
20.16Z,1
84.11Z,2108
01.4B,57
64.42,74
42.21Z,39
50.4Z,46
43.99B,29
59.11,6
29.3D,11
23.31Z,3
22.23Z,16
20.42Z,21
74.06,3
52.02,1
80.2A,1
50.1Z,249
79.12Z,22
52.7C,37
20.15Z,7
63.3Z,34
90.0A,11
36.5Z,7
35.13Z,24
25.2G,9
29.13,5
36.6C,1
46.12B,4
60.2P,24
85.01,6
17.7C,4
26.12Z,1
77.08,103
15.5C,3
83.01,2
33.3Z,2
75.2G,1
63.4B,3
28.6C,1
01.21Z,15425
66.30Z,153
10.13B,76
55.20,8
55.2C,43
13.91Z,1
41.10,1
45.4D,93
95.22Z,73
60.04,6
64.45,50
"",125
54.07,4
17.19,3
35.23Z,9
70.2B,94
95.11,1
20.14Z,11
18.2D,16
51.30,3
55.5A,17
23.20Z,2
77.14,135
85.1G,558
33.11Z,28
92.1J,17
17.21B,5
17.3Z,5
59.05,2
29.32Z,4
89.07,1
01.4A,259
43.39Z,551
01.3Z,1539
43.12B,49
