categorieJuridiqueUniteLegale,count
3210,4
2110,174
7362,60
6558,1
7364,90
7353,198
5498,1663
2200,105
5306,12
6300,2
5458,11
5546,5
6538,10
9221,4
6571,11
6533,792
4130,212
8110,15
7351,5
2385,5
2100,6
8490,10
5599,898
9110,80
5515,15
6100,5
7490,1
5615,1
7323,241
5192,12
5510,64
5308,16
9300,4
6567,2
6577,4
5499,5568
7379,1
7171,27
5660,11
2210,342
6573,16
6536,121
6210,2
4160,2
7321,256
6200,3
9220,3559
5196,19
8420,25
5699,41
4140,12
2300,2
7312,77
6500,3
6521,1
2900,88
8170,10
6317,82
5710,1944
6575,2
5400,2
7385,6
7361,521
1000,33542
7348,3
9240,4
7220,36
5532,4
7345,96
7450,9
9230,72
6901,1
7356,4
6572,1
7354,44
8410,23
7179,19
5558,2
9260,22
6220,66
3220,38
6565,24
7383,11
4110,8
5720,860
6574,5
7120,3
5200,10
6599,379
6578,3
5552,1
8450,11
7331,53
6589,132
7366,165
5100,9
8250,10
6318,12
6596,57
9900,72
5410,51
8470,1
8140,2
6595,7
4120,84
6411,17
7230,2
7346,138
5585,2
6542,1
8210,56
5785,31
8120,5
7210,1461
5560,13
5646,2
5530,2
5610,4
6511,13
6598,969
7355,15
5460,16
7389,40
5470,11
6414,1
6561,5
5685,1
7410,10
5202,396
2120,4
2220,1
6532,2
6585,9
7520,1
6316,113
6540,5342
9222,8
9100,2
2320,2
7381,30
7510,271
5485,108
5500,2
8311,17
6564,9
7384,1
6597,400
9210,4
3290,3
6541,51
7172,208
8130,5
2310,7
7372,2
9970,3
6535,2
7371,1
8400,4
8310,10
7367,9
7357,5
9223,63
6534,301
6576,9
7470,4
3120,39
