categorieJuridiqueUniteLegale,count
3210,1
2110,284
7362,48
2700,6
7364,145
2200,173
5498,2983
7353,242
5306,10
6300,5
5458,12
5546,4
7160,1
6538,7
9221,5
6571,8
6533,526
4130,205
8110,28
7351,9
2100,20
8490,5
2385,8
5599,1648
9110,201
8300,1
5515,23
6100,5
5615,1
7323,223
5192,5
5510,72
5308,26
9300,4
8160,1
6567,1
4150,8
5499,9889
7379,4
7171,39
5660,2
2210,315
6573,17
6536,224
8200,3
6210,7
4160,1
7321,100
6200,12
9220,5465
5196,55
8420,21
5699,83
4140,6
2300,3
6500,37
2900,76
8170,8
6317,158
5710,3045
5453,6
6575,4
5400,15
7385,9
7361,522
1000,51534
7348,14
5551,1
7220,53
9240,1
7345,59
7450,4
5532,1
9230,43
6572,3
7356,1
9200,34
7354,37
8410,32
7179,11
5558,7
9260,8
6220,129
6565,29
3220,47
7383,9
4110,8
5720,1373
6574,10
5200,8
7120,4
6599,411
6578,4
8450,20
7331,106
6589,278
7366,53
4100,15
8250,11
6596,105
6318,8
9900,42
5410,20
8470,3
8140,9
6595,10
6411,26
4120,115
7365,2
9150,4
6562,8
7230,1
6560,72
7346,90
5442,1
5585,1
6542,2
8210,129
6543,9
5785,8
8120,2
5560,15
7210,1587
5646,23
5505,1
8100,2
6511,9
6598,1210
7355,16
5460,3
7389,51
5470,9
6561,25
7410,3
5202,384
2120,2
6585,8
7520,1
6539,2
6316,175
6540,7492
9222,10
5800,2
9100,1
7381,27
5559,7
7510,283
5485,236
5500,11
8311,20
6564,10
7384,6
6597,416
9210,2
3290,2
6541,198
7172,251
2310,16
8130,8
7371,1
7372,2
9970,4
8400,2
8310,29
9223,16
6534,227
6576,20
7470,3
3120,68
