activitePrincipaleUniteLegale,count
47.99A,1195
33.20A,84
31.03Z,3
45.20B,38
58.19Z,20
48.04,3
25.73B,3
64.11,452
70.3A,111
93.0A,3
61.10Z,28
63.99Z,8
45.3H,2
34.2A,11
15.8P,6
87.30A,14
10.31Z,5
55.3A,977
65.12Z,226
01.56,7
46.45Z,18
45.1B,9
93.21,1
92.14,2
43.22A,742
47.04,76
95.12Z,24
74.09,1
26.3Z,1
31.01Z,9
22.1E,12
25.62A,7
51.9B,10
32.2B,5
71.1A,1
67.05,58
41.10A,71
26.2A,14
64.40,17
28.11,1
93.0D,223
58.01,3
89.05,6
01.1F,187
02.10Z,308
60.2N,8
14.39Z,17
11.01Z,17
43.11Z,4
01.44Z,3
00.97,594
52.3A,42
01.11Z,892
47.79Z,216
01.60,2
28.30Z,11
23.19Z,29
67.12,6
84.11,34
27.4D,1
38.22Z,4
49.41A,142
65.02,85
24.06,2
77.01,47
24.3Z,3
46.23Z,12
28.15,3
23.99Z,4
21.09,3
23.01,3
29.4C,1
92.3A,176
44.18,5
95.29Z,427
52.4Z,281
64.23,56
43.99A,58
47.65Z,65
90.13,5
60.01,7
44.20,1
85.02,1
25.2A,2
44.23,1
64.49,162
55.40,123
68.20A,2562
85.1E,56
51.3J,32
51.3A,41
14.2A,11
60.11,2
01.50,12
45.3E,208
60.2E,80
49.32Z,347
84.24Z,8
80.04,8
46.46Z,26
24.11,2
44.25,1
53.05,6
55.60,723
36.6E,22
45.2J,13
52.22Z,2
55.31,9
45.2R,1
64.1C,7
56.30Z,878
86.22A,35
15.8D,65
80.30Z,9
18.20Z,3
85.10Z,3
22.19Z,2
31.2B,2
75.04,1
32.99Z,134
36.2C,8
74.5A,8
21.08,49
01.2E,14
15.8B,64
92.15,1
72.2Z,24
46.11Z,6
95.24,1
49.01,54
52.21Z,31
36.00Z,56
29.1D,2
91.02,1
56.21Z,190
95.11Z,228
52.29A,22
45.2C,2
17.29Z,12
85.3A,2
54.05,4
28.12,4
96.21,1
85.1C,167
62.11,377
20.4Z,16
23.49Z,3
30.99Z,4
50.2Z,264
46.49Z,152
54.04,19
47.77Z,69
64.44,11
92.3J,4
64.11Z,2
58.05,5
01.47Z,208
45.4J,244
47.52A,118
78.20Z,64
80.2C,5
13.30Z,28
11.07B,9
86.90C,1
18.2G,5
77.32Z,21
73.20Z,19
51.1G,3
15.13,3
70.02,1
81.22Z,81
52.4Y,18
27.5G,5
52.4V,36
95.21Z,33
43.34Z,910
80.4D,78
44.32,19
88.99A,19
22.1G,5
93.19Z,279
81.29B,50
80.20Z,24
36.4Z,6
92.5A,1
21.02,3
17.4A,2
92.5C,17
52.4X,84
72.20Z,22
54.08,9
93.0N,87
42.91Z,4
46.74A,15
25.61Z,23
47.02,12
79.02,2
11.04Z,1
28.11Z,2
49.20Z,1
64.20Z,648
20.1B,3
25.12Z,21
87.10A,36
52.7H,28
46.13Z,15
24.20Z,4
90.01Z,1016
01.43Z,364
86.90E,1636
52.29B,32
48.07,16
71.3G,14
46.71Z,53
03.22Z,12
85.31Z,85
58.08,2
74.3B,6
17.5G,10
51.5C,2
46.73B,32
71.20A,71
29.3C,23
82.20Z,25
77.10,18
59.13,13
38.11Z,46
31.13,3
51.5A,2
44.41,2
47.82Z,359
43.32B,269
40.1Z,16
80.4C,44
01.07,9
17.7A,1
17.12Z,5
94.91Z,219
52.2G,29
47.75Z,88
38.31Z,7
77.12Z,9
42.22Z,23
51.8P,4
15.07,2
94.92Z,9
15.8T,2
56.10C,1702
52.4R,181
74.10Z,321
74.90A,71
54.02,6
33.20C,27
01.16,19
15.9G,12
88.04,3
82.11Z,192
43.91A,236
87.20A,29
06.01,7
22.3C,3
10.32Z,6
51.8L,6
60.20A,2
29.1A,2
46.44Z,7
93.13Z,28
14.03,4
55.4C,7
40.2C,1
25.72Z,14
81.30Z,656
86.10Z,204
45.4L,5
64.41,58
10.73Z,9
49.05,32
28.5A,3
20.16Z,4
84.11Z,1794
01.4B,61
43.99B,28
50.4Z,30
64.42,27
23.31Z,3
42.21Z,21
59.11,3
29.3D,5
20.42Z,37
80.2A,4
22.23Z,10
52.1F,1
52.02,1
90.0A,49
52.7C,18
50.1Z,108
63.3Z,34
36.5Z,8
25.2G,7
79.12Z,20
35.13Z,6
29.13,4
31.6C,2
20.15Z,1
46.12B,5
26.12Z,7
60.2P,6
17.7C,3
85.01,2
77.08,43
15.5C,5
33.3Z,6
28.6C,1
71.2E,4
63.4B,1
01.21Z,2698
41.10,8
55.2C,147
13.91Z,8
66.30Z,128
18.07,2
10.13B,61
45.4D,77
64.45,30
"",142
95.22Z,49
35.23Z,4
54.07,7
17.19,4
60.04,2
20.14Z,9
55.5A,34
23.20Z,1
95.11,6
70.2B,25
51.30,5
18.2D,4
71.2C,2
85.1G,317
77.14,75
17.3Z,15
33.11Z,21
29.32Z,13
29.5L,3
59.05,1
17.21B,13
92.1J,1
60.3Z,1
43.39Z,409
01.3Z,289
22.29B,13
43.12B,27
01.4A,102
10.52Z,17
34.3Z,1
25.1E,3
96.16,1
55.20Z,898
02.10,4
87.01,49
94.11Z,81
43.22B,311
29.1F,9
69.22,12
93.12Z,1155
11.01,7
25.2H,13
43.29B,46
26.51B,14
29.4A,2
87.02,1
72.11Z,3
03.30,2
43.32A,879
01.2G,48
46.42Z,53
15.11Z,3
11.02B,48
65.1E,2
46.24Z,6
00.10,110
56.29B,83
28.1C,4
00.30,2
15.8M,3
25.62B,83
93.11Z,48
60.07,13
85.3H,6
58.12,12
59.12,3
29.1C,2
33.4A,1
74.1G,115
46.22Z,10
67.09,31
47.01,9
72.5Z,26
72.19Z,35
58.06,6
69.25,7
85.3E,2
28.93Z,8
91.3C,1
74.30Z,177
57.11,13
21.11,12
51.1A,4
38.32Z,90
47.11B,426
36.1G,73
79.11Z,63
47.11C,96
70.1F,40
96.03Z,145
63.4A,8
20.13B,4
84.30B,2
01.64Z,1
52.2P,56
47.61Z,48
57.02,19
52.2A,71
92.3B,43
46.66Z,9
20.5C,3
65.06,190
86.10,33
64.19Z,257
46.41Z,29
59.20Z,47
84.30A,23
45.2L,26
51.8N,7
71.1Z,2
30.30Z,7
53.04,3
80.02,2
26.6E,9
77.13,2
32.1D,1
43.32C,18
87.06,27
51.5H,2
50.06,1
32.1B,5
01.24Z,1446
21.07,6
55.70,74
13.92Z,97
65.2E,26
23.63Z,29
59.13B,4
49.39A,59
02.20Z,195
86.23Z,467
46.38B,44
46.62Z,3
51.8H,1
39.00Z,3
36.6A,14
55.4B,442
21.2C,1
37.00Z,30
20.53Z,1
03.21Z,2
22.2J,22
71.12A,61
67.13,64
46.17B,25
62.42,20
