categorieJuridiqueUniteLegale,count
3210,1
2110,818
7362,25
7378,3
7364,65
7353,201
2200,285
5498,6645
5306,25
6300,22
5458,42
5546,2
7160,4
9221,9
6538,16
6571,51
6533,641
5193,1
4130,345
8110,21
7351,5
2100,21
8490,32
2385,6
5599,1460
5553,13
9110,420
5632,1
5515,23
6100,5
7323,51
7313,1
8150,3
8290,7
5192,42
5510,135
6568,2
8160,3
9300,11
5308,19
5443,1
3110,1
4150,4
6577,4
5499,21269
7171,37
5432,10
7379,3
5660,2
6573,67
2210,1365
6536,70
8200,45
6210,1
4160,2
7321,208
6200,17
9220,10492
5196,51
8420,78
4140,33
5699,114
2300,7
6500,74
5307,1
2900,143
5191,3
8170,7
6317,359
5710,5708
5453,16
5770,8
5651,8
6575,13
5454,1
5400,57
7385,4
7361,503
1000,119791
7363,2
5551,7
7348,26
7220,23
9240,11
7345,57
5532,7
7450,9
9230,55
6572,23
7356,2
7354,29
8410,31
7179,25
5558,6
9260,7
6220,236
3220,85
6565,38
7383,16
4110,5
6537,2
5720,3760
6574,10
5200,33
7120,6
6599,1793
5552,4
6578,8
8450,20
6589,566
7331,77
8250,44
7366,16
4100,1
6318,46
6596,96
9900,141
5410,8
8470,4
8140,5
6595,6
4120,62
6411,26
9150,22
6562,2
6560,4
7346,130
6542,10
8210,154
6543,38
5785,36
8120,6
7210,1709
5560,20
5505,1
5530,3
8100,2
6551,1
6511,7
6598,815
5460,41
7355,29
7389,67
5470,20
5385,3
5431,2
6561,38
5685,4
7410,6
5202,793
2120,57
2220,16
6532,23
7520,26
6585,27
6539,3
6316,378
5547,4
6540,15664
9222,1
5800,4
9224,2
9100,4
2320,1
7381,49
7510,60
5485,320
5500,16
8311,12
6564,15
7384,4
6597,769
9210,20
3290,18
6541,532
7172,234
8130,3
2310,19
6535,7
7371,6
7372,1
9970,6
7322,1
8310,31
7367,34
7357,1
9223,187
5570,2
6534,880
6576,18
7470,3
3120,110
