categorieJuridiqueUniteLegale,count
7362,284
2110,770
2700,7
7378,2
7364,168
7353,250
5498,17163
2200,280
5306,52
6300,20
5546,10
5458,43
5520,2
7160,6
6538,17
9221,24
6571,16
6533,1922
4130,377
7343,7
8110,52
7351,18
2385,27
2100,23
8490,35
5599,3457
5553,12
9110,663
5632,2
5515,131
7490,10
6100,7
7323,113
5195,2
8290,3
5192,37
5510,149
6568,3
9300,31
5308,92
8160,3
6567,3
3110,1
4150,16
6577,8
5499,31420
5432,11
7171,64
7379,2
5660,1
2210,1027
6573,22
6536,150
8200,11
6210,4
4160,3
7321,83
6200,36
9220,19006
8420,104
5699,167
2300,8
4140,27
7312,11
7373,3
6500,50
6521,1
2900,255
5191,3
8170,10
6317,332
5710,10647
5453,17
5770,6
5651,4
6575,9
5400,184
7385,31
5194,108
7361,555
5554,1
1000,139972
7363,1
7348,38
5551,10
9240,59
7220,109
5658,1
7345,81
5532,11
7450,12
9230,80
6901,91
6572,3
9200,149
8410,41
7354,86
7179,9
5558,49
9260,4
6220,399
3220,160
6565,53
7383,42
4110,8
5720,5077
6574,6
5300,1
5200,38
7120,5
6599,2686
6578,15
5552,4
8450,47
7331,104
6589,1008
7366,96
5100,12
8250,2
6596,191
6318,19
9900,350
8470,8
5410,9
8140,3
6595,229
7342,6
4120,72
6411,63
7365,3
9150,25
7230,2
6560,7
7346,204
5442,1
5585,1
6542,7
8210,337
6543,15
5785,85
8120,21
7210,2546
5560,86
5530,2
5610,3
8100,2
6511,15
6566,4
6598,3591
7355,27
5460,53
7389,91
7200,1
5470,59
6561,52
5685,7
7410,15
5202,1100
2120,8
2220,13
6532,21
6585,65
7520,2
6539,2
6316,557
5547,2
6540,23156
9222,16
5800,11
9224,1
9100,4
2320,1
7381,51
5559,1
7510,54
5485,688
5500,54
8510,4
8311,26
6564,19
7384,9
6597,1126
9210,33
6563,7
5548,1
3290,8
6541,513
7172,319
8130,9
2310,28
6535,12
9970,9
7371,2
7372,2
8400,10
8310,75
7367,26
7357,1
9223,202
6534,1387
7470,18
6576,23
3120,146
