categorieJuridiqueUniteLegale,count
2110,411
7362,119
2700,24
7364,161
5543,1
7353,221
5498,6584
2200,131
5306,26
6300,15
5458,41
5546,5
7160,1
6538,18
9221,11
6571,21
6533,931
4130,325
7343,7
8110,35
7351,10
2100,14
8490,11
2385,13
5599,2627
5553,11
9110,713
5632,1
5515,57
6100,6
7490,1
5615,4
7323,149
5192,29
5510,113
6568,1
9300,21
5308,79
8160,2
6567,2
4150,12
6577,4
5499,21478
5432,6
7171,32
7379,1
5660,1
2210,415
6573,23
5669,1
6536,137
8200,4
6210,2
4160,1
7321,93
6200,24
9220,12845
8420,96
5699,168
4140,23
2300,6
7373,1
6500,40
5307,1
6521,19
2900,170
5191,1
7349,2
8170,13
6317,217
5710,7312
5453,11
5770,4
6575,11
5400,84
7385,18
5194,40
7361,482
1000,94225
7363,1
5551,9
9240,48
7220,45
5658,1
7345,46
5532,6
7450,9
9230,91
6901,107
6572,3
9200,76
8410,32
7354,55
7179,7
5558,29
6332,1
9260,1
6220,217
6565,50
3220,70
7383,21
6537,3
4110,1
5720,2935
6574,3
5200,28
7120,5
6599,2117
5552,2
6578,2
7229,2
8450,22
7331,100
7366,56
6589,622
5100,4
8250,47
6596,126
6318,14
9900,117
5410,4
8470,1
8140,15
6595,146
7342,3
4120,120
6411,71
7365,1
6562,4
9150,47
7230,3
7112,2
6560,2
7346,234
6542,11
8210,152
5785,52
6543,9
7210,1897
5560,38
5530,1
5610,6
8100,3
6551,1
6511,6
5455,5
6598,1582
7355,55
5460,21
7389,70
5652,1
5470,21
5385,18
6561,41
5685,1
7410,11
5202,785
2120,6
2220,7
6532,9
6585,30
7520,4
6539,2
6316,496
5547,1
6540,13504
9222,26
5800,11
9224,1
9100,1
2320,4
5559,1
7381,29
7510,160
5485,385
5500,49
8510,2
8311,35
6564,21
7384,4
6597,363
9210,16
5548,2
3290,5
6541,421
7172,282
2310,17
8130,3
6535,2
9970,3
7372,1
7371,1
8400,10
8310,70
7367,5
7357,1
9223,176
7100,1
6534,283
6576,14
7470,3
3120,75
7340,1
