activitePrincipaleUniteLegale,count
47.99A,2589
33.20A,97
25.73B,11
45.20B,91
10.62Z,4
58.19Z,21
48.04,7
31.03Z,5
71.3E,1
64.11,722
70.3A,379
34.2A,7
61.10Z,66
15.8P,3
87.30A,19
93.0A,6
10.31Z,7
63.99Z,9
45.3H,7
55.3A,822
46.45Z,64
65.12Z,249
43.22A,879
95.12Z,46
47.04,87
74.09,9
90.0E,2
01.63Z,8
51.9B,18
71.1A,56
22.1E,22
31.01Z,3
32.2B,8
67.05,171
64.40,51
41.10A,213
16.01,9
26.2A,4
93.0D,350
58.01,11
89.05,10
92.13,2
02.10Z,227
01.1F,52
14.39Z,12
43.11Z,21
11.01Z,20
60.2N,14
73.08,8
01.11Z,6202
84.11,81
52.3A,107
28.30Z,41
47.79Z,330
23.19Z,21
67.12,13
01.60,9
38.22Z,2
00.97,5
49.41A,674
65.02,162
77.01,121
46.23Z,26
26.4B,3
23.99Z,12
28.15,2
44.22,2
21.09,3
23.01,2
29.4C,4
24.3Z,1
99.00Z,3
24.06,1
92.3A,240
52.4Z,320
43.99A,114
95.29Z,308
64.23,93
46.36Z,27
60.01,14
29.4B,3
47.65Z,64
85.02,5
44.23,5
90.13,2
25.2A,2
44.18,2
44.20,1
29.5B,2
68.20A,3153
64.49,336
55.40,156
51.3J,166
85.1E,124
51.3A,41
11.1Z,2
60.11,4
01.50,5
14.2A,16
60.20B,1
05.0A,1
45.3E,272
49.32Z,636
60.2E,139
80.04,62
44.25,2
84.24Z,9
46.46Z,60
53.05,7
18.1Z,3
55.60,705
45.2J,93
36.6E,24
55.31,16
56.30Z,793
86.22A,212
18.20Z,12
80.30Z,21
15.8D,29
64.1C,9
22.19Z,13
75.04,2
31.2B,1
74.5A,19
32.99Z,115
36.2C,8
72.2Z,54
46.11Z,29
92.15,4
15.8B,42
21.08,48
82.04,5
01.2E,7
49.01,82
36.00Z,61
52.21Z,119
29.1D,5
91.02,2
56.21Z,337
52.29A,76
17.29Z,30
95.11Z,339
28.12,1
54.05,2
96.21,1
45.2C,1
85.3A,5
85.1C,472
62.11,307
20.4Z,13
23.49Z,1
22.01,1
46.49Z,232
50.2Z,237
47.77Z,137
58.05,4
64.44,20
64.11Z,3
92.3J,3
54.04,6
47.52A,120
45.4J,373
78.20Z,257
01.47Z,60
55.13,3
18.2G,7
11.07B,4
80.2C,2
13.30Z,19
86.90C,6
77.32Z,78
70.02,57
73.20Z,56
51.1G,17
52.4Y,27
81.22Z,184
52.4V,59
27.5G,1
43.34Z,1507
80.4D,133
95.21Z,42
22.1G,4
88.99A,11
81.29B,73
93.19Z,226
80.20Z,69
17.4A,5
36.4Z,4
21.02,5
28.10,1
15.9J,1
52.4X,186
93.0N,210
47.02,23
54.08,24
72.20Z,28
46.74A,36
79.02,9
25.61Z,33
42.91Z,4
49.20Z,5
92.5C,4
28.11Z,2
64.20Z,2335
87.10A,106
52.7H,46
24.20Z,7
25.12Z,29
24.44Z,5
46.13Z,46
20.1B,9
86.90E,2506
71.3G,50
90.01Z,1221
46.71Z,101
52.29B,133
85.31Z,120
51.5C,19
01.43Z,69
03.22Z,40
48.07,9
74.3B,29
58.08,7
17.5G,1
77.10,102
59.13,36
82.20Z,89
71.20A,130
46.73B,111
38.11Z,61
00.11,3
29.3C,41
51.5A,14
25.01,8
66.0A,4
31.13,1
62.1Z,3
44.41,1
47.82Z,475
43.32B,314
80.4C,98
01.07,17
17.12Z,4
17.7A,1
94.91Z,262
77.12Z,91
52.2G,51
51.8P,24
47.75Z,144
42.22Z,16
94.92Z,20
15.8T,1
38.31Z,21
15.07,3
40.33,1
52.4R,235
56.10C,1646
74.10Z,553
74.90A,155
15.9G,35
33.20C,27
88.04,21
54.02,3
28.2A,2
43.91A,94
10.32Z,2
82.11Z,187
29.1A,1
87.20A,39
51.8L,15
60.20A,4
06.01,2
93.13Z,55
46.44Z,41
55.4C,16
49.05,51
81.30Z,511
64.41,58
10.73Z,7
86.10Z,217
20.16Z,4
45.4L,7
28.5A,10
25.72Z,6
58.07,2
84.11Z,2908
50.4Z,42
64.42,53
29.3D,28
01.4B,63
42.21Z,29
43.99B,33
17.24Z,2
59.11,26
23.31Z,1
28.21Z,1
92.2F,1
20.42Z,21
52.1F,7
22.23Z,24
52.02,1
80.2A,7
50.1Z,433
52.7C,32
25.2G,9
63.3Z,35
90.0A,20
29.13,3
36.5Z,7
79.12Z,51
46.12B,31
35.13Z,18
20.15Z,17
17.7C,14
60.2P,136
85.01,2
26.12Z,1
77.08,81
33.3Z,23
63.4B,8
83.01,4
15.5C,3
28.6C,8
71.2E,1
01.21Z,25616
66.30Z,340
10.13B,94
55.2C,10
18.07,5
26.2C,2
13.91Z,5
55.20,2
45.4D,103
64.45,46
95.22Z,63
"",79
60.04,20
17.19,4
35.23Z,17
54.07,1
24.41Z,1
70.2B,676
55.5A,69
18.2D,10
95.11,66
51.30,4
20.14Z,17
71.2C,5
23.20Z,1
77.14,237
29.32Z,23
85.1G,349
17.21B,11
89.07,5
33.11Z,42
92.1J,6
59.05,6
29.5L,2
17.3Z,3
60.3Z,1
97.11,1
01.4A,293
01.3Z,653
43.39Z,573
25.1E,11
43.12B,41
22.29B,11
96.16,2
34.3Z,7
64.2D,2
10.52Z,1
55.20Z,462
87.01,89
02.10,6
24.6G,1
93.12Z,1762
72.11Z,24
43.22B,417
43.29B,114
26.51B,12
94.11Z,179
25.2H,15
69.22,11
17.5A,3
29.1F,2
87.02,2
03.30,4
29.4A,1
11.01,1
43.32A,1117
11.02B,145
46.42Z,72
01.2G,10
65.1E,80
00.10,198
56.29B,120
00.30,12
28.1C,26
58.10,2
15.8M,3
93.11Z,66
60.07,62
25.62B,117
59.12,20
58.12,46
85.3H,4
29.31Z,2
29.1C,1
33.4A,1
74.1G,308
46.22Z,30
67.09,48
69.25,82
91.3C,4
58.06,11
72.5Z,44
72.19Z,110
47.01,8
21.14,12
85.3E,3
28.93Z,15
21.11,13
57.11,21
74.30Z,231
51.1A,16
79.11Z,98
63.4A,38
36.1G,72
38.32Z,215
47.11B,425
96.03Z,168
70.1F,88
47.11C,89
84.30B,33
52.2P,71
52.2A,32
47.61Z,55
57.02,31
92.3B,79
20.5C,8
46.66Z,36
27.33Z,10
24.4A,1
51.8N,21
65.06,168
64.19Z,459
71.1Z,67
59.20Z,52
46.41Z,30
84.30A,52
30.30Z,9
53.04,1
45.2L,21
86.10,13
80.02,12
26.6E,10
77.13,7
00.12,1
87.06,39
51.5H,14
28.7C,12
32.1B,3
43.32C,40
01.24Z,43
55.70,112
65.2E,33
13.92Z,68
21.07,6
23.63Z,36
59.13B,9
75.02,2
64.1A,1
02.20Z,318
86.23Z,1284
46.38B,66
46.62Z,14
39.00Z,16
49.39A,57
57.07,3
75.2J,3
51.8H,12
55.4B,419
37.00Z,36
36.6A,3
84.06,1
03.21Z,2
21.2C,1
20.53Z,1
46.17B,178
62.42,53
22.2J,28
67.13,11
71.12A,69
39.06,1
29.5E,10
52.6E,499
86.08,39
96.25,22
41.07,1
35.3B,4
25.03,5
26.20Z,1
28.7E,5
11.02A,558
97.22,20
25.1C,3
47.74Z,87
10.85Z,15
26.7Z,17
21.2L,4
74.1J,1434
43.33Z,472
68.32B,47
20.41Z,10
73.07,3
65.2A,1
45.5Z,1
51.4Q,9
15.9S,1
47.22Z,311
17.2A,1
74.20Z,537
24.2Z,2
64.12,60
01.80,105
67.1E,28
37.2Z,29
44.21,8
51.1C,7
16.10B,21
85.3B,2
24.32Z,2
74.08,1
14.1A,2
56.10A,1469
64.30Z,418
47.11D,252
46.72Z,80
86.01,10
51.3T,33
82.19Z,790
96.02A,1745
86.90D,1986
85.32Z,93
51.1R,260
55.90Z,31
00.31,2
51.4R,7
24.5A,2
65.2F,4
36.1E,6
46.19B,1324
29.5P,1
71.2A,37
77.31Z,135
31.09B,204
78.02,204
55.3B,232
47.23Z,27
87.10C,6
01.25Z,6
28.4A,1
69.12,156
45.3A,282
85.42Z,135
46.69B,302
73.12Z,84
48.05,12
63.05,13
57.04,18
85.20Z,22
30.91Z,5
31.16,1
29.11,9
51.5N,13
33.19Z,22
23.32Z,3
47.11E,3
24.1A,1
64.24,127
52.4E,77
01.00,206
70.1C,45
77.04,21
46.76Z,44
60.05,11
38.12Z,6
51.3C,8
58.11,10
29.2C,5
52.7D,32
51.3N,5
94.12Z,93
59.07,23
10.89Z,18
55.30Z,22
61.20Z,26
61.01,8
89.04,3
29.5N,4
50.30Z,4
90.25,1
43.91B,491
36.10,4
47.53Z,61
87.04,46
21.10,2
47.05,5
72.2A,12
26.51A,3
29.4D,4
46.64Z,1
18.3Z,3
15.5F,3
50.10Z,2
94.99Z,4410
67.2Z,286
81.11,178
21.20Z,21
28.96Z,2
60.08,2
92.18,4
