activitePrincipaleUniteLegale,count
45.20B,165
47.99A,3653
33.20A,275
58.19Z,138
48.04,12
31.03Z,17
25.73B,13
14.31Z,6
71.3E,3
70.3A,1418
64.11,2066
61.10Z,150
63.99Z,53
34.2A,23
45.3H,30
87.30A,86
15.8P,19
35.4A,1
93.0A,16
10.31Z,5
55.3A,3959
46.45Z,212
65.12Z,712
93.21,24
45.1B,50
01.56,3
33.03,1
43.22A,3732
74.09,17
47.04,219
95.12Z,48
90.0E,6
15.5A,3
26.3Z,2
01.63Z,1
51.9B,72
31.01Z,47
22.1E,114
71.1A,29
32.2B,37
25.62A,3
24.01,1
51.3Q,3
41.10A,1630
64.40,153
67.05,38
16.01,21
26.2A,35
93.0D,780
58.01,20
89.05,14
23.65Z,1
02.10Z,173
73.08,8
60.2N,46
01.1F,74
43.11Z,46
11.01Z,30
14.39Z,15
01.44Z,1
84.11,173
52.3A,209
01.11Z,655
47.79Z,831
27.4D,6
23.19Z,34
00.97,6
67.12,32
28.30Z,28
38.22Z,7
01.60,1
65.02,433
77.01,368
49.41A,627
46.23Z,35
21.09,5
09.90Z,2
24.3Z,7
24.06,4
99.00Z,9
44.22,2
23.99Z,14
28.15,11
29.4C,1
17.12,1
92.3A,783
52.4Z,1211
95.29Z,1175
64.23,249
60.01,14
43.99A,512
46.36Z,40
44.23,2
47.65Z,146
25.2A,22
44.18,8
90.13,2
44.20,2
29.4B,2
55.40,510
68.20A,14140
64.49,603
51.3J,274
85.1E,306
51.3A,66
05.0A,91
60.20B,11
14.2A,14
01.50,5
44.25,15
45.3E,577
60.2E,279
49.32Z,1605
90.0G,2
46.46Z,311
53.05,10
80.04,64
18.1Z,7
84.24Z,19
55.60,3155
52.22Z,48
36.6E,99
45.2J,78
45.2R,10
55.31,10
73.09,2
56.30Z,2458
15.8D,168
86.22A,532
80.30Z,84
22.19Z,10
64.1C,55
18.20Z,41
31.2B,5
85.10Z,6
75.04,2
32.99Z,355
74.5A,112
36.2C,55
15.8B,454
72.2Z,297
21.08,97
46.11Z,37
92.15,5
82.04,1
01.2E,6
95.24,3
36.00Z,109
52.21Z,232
49.01,196
29.1D,8
26.6J,1
95.11Z,864
17.29Z,36
56.21Z,1247
52.29A,151
96.21,3
45.2C,3
54.05,5
28.12,4
85.3A,8
62.11,1408
85.1C,1098
20.4Z,16
23.49Z,19
22.01,4
30.99Z,7
50.2Z,776
47.77Z,481
46.49Z,863
64.44,71
54.04,55
92.3J,3
