activitePrincipaleUniteLegale,count
33.20A,391
47.99A,5587
45.20B,150
58.19Z,45
31.03Z,15
10.62Z,7
25.73B,13
48.04,6
71.3E,4
64.11,1921
70.3A,640
87.30A,46
93.0A,11
10.31Z,153
61.10Z,89
34.2A,25
45.3H,18
15.8P,19
35.4A,2
63.99Z,12
95.13,2
01.12Z,1
55.3A,2411
01.56,15
46.45Z,108
65.12Z,475
45.1B,24
92.14,1
33.03,1
43.22A,1345
47.04,151
95.12Z,49
74.09,7
01.63Z,1
15.5A,2
90.0E,3
31.01Z,35
51.9B,31
22.1E,32
71.1A,17
51.3Q,3
25.62A,2
32.2B,13
24.01,4
67.05,530
64.40,121
41.10A,233
26.2A,24
16.01,4
93.0D,1035
89.05,17
58.01,15
92.13,2
02.10Z,272
60.2N,16
43.11Z,85
11.01Z,18
14.39Z,24
01.44Z,1
01.1F,5
73.08,2
25.91Z,1
52.3A,211
01.11Z,5889
47.79Z,610
84.11,106
01.60,11
28.30Z,41
00.97,39
67.12,12
23.19Z,12
38.22Z,9
27.4D,1
65.02,254
49.41A,1013
46.23Z,95
77.01,160
23.99Z,15
24.3Z,3
09.90Z,5
21.09,2
26.4B,2
29.4C,2
23.01,1
99.00Z,1
95.29Z,841
64.23,209
52.4Z,817
25.2A,11
92.3A,282
47.65Z,137
46.36Z,19
43.99A,170
60.01,53
44.20,1
44.18,7
90.13,2
44.23,1
85.02,2
05.0A,199
68.20A,12507
55.40,340
64.49,1040
51.3J,200
85.1E,131
01.50,22
51.3A,67
14.2A,18
60.11,8
11.1Z,1
60.20B,5
60.2E,217
80.04,15
45.3E,332
49.32Z,925
46.46Z,87
44.25,2
84.24Z,70
53.05,11
80.07,1
90.0G,1
18.1Z,2
55.60,1287
45.2J,383
36.6E,41
52.22Z,28
45.2R,6
55.31,8
73.09,1
15.8D,149
56.30Z,3538
75.04,3
18.20Z,15
86.22A,378
31.2B,2
80.30Z,29
64.1C,27
85.10Z,4
22.19Z,13
36.2C,5
32.99Z,255
74.5A,33
15.8B,119
72.2Z,54
01.2E,47
95.24,3
46.11Z,43
21.08,102
82.04,1
92.15,1
36.00Z,361
49.01,65
52.21Z,188
29.1D,5
91.02,10
95.11Z,664
56.21Z,732
17.29Z,25
52.29A,64
45.2C,10
54.05,3
85.3A,2
28.12,1
96.21,2
62.11,1259
85.1C,754
20.4Z,54
22.01,3
23.49Z,4
50.2Z,527
46.49Z,402
47.77Z,267
64.44,44
58.05,9
54.04,10
64.11Z,7
92.3J,10
45.4J,471
47.52A,369
01.47Z,190
78.20Z,453
18.2G,38
13.30Z,47
11.07B,7
80.2C,4
55.13,6
86.90C,5
70.02,166
73.20Z,74
51.1G,29
77.32Z,177
89.06,1
52.4Y,137
81.22Z,305
52.4V,138
27.5G,3
43.34Z,2112
95.21Z,108
80.4D,117
88.99A,27
29.5M,1
22.1G,6
17.4A,19
36.4Z,9
81.29B,78
93.19Z,513
80.20Z,93
21.02,13
28.10,3
52.4X,576
54.08,22
47.02,17
93.0N,371
46.74A,98
25.61Z,56
79.02,13
72.20Z,21
92.5C,15
49.20Z,13
17.5C,3
42.91Z,7
28.11Z,3
33.1A,2
87.10A,123
64.20Z,2731
24.20Z,10
25.12Z,77
46.13Z,86
52.7H,77
20.1B,4
29.16,1
13.10,1
24.44Z,3
86.90E,7830
52.29B,261
90.01Z,1753
17.5G,57
71.3G,36
85.31Z,278
01.43Z,394
03.22Z,20
46.71Z,177
51.5C,16
74.3B,35
58.08,4
48.07,3
01.74,1
38.11Z,149
29.3C,60
77.10,122
71.20A,222
82.20Z,163
46.73B,150
44.41,20
59.13,18
25.01,5
51.5A,21
66.0A,4
31.13,12
62.1Z,3
00.11,2
01.07,172
80.4C,215
47.82Z,1951
43.32B,394
17.12Z,11
40.1Z,6
17.7A,3
47.75Z,316
52.2G,95
77.12Z,99
94.91Z,301
51.8P,17
50.03,1
38.31Z,70
94.92Z,26
42.22Z,28
15.4C,1
15.07,6
15.8T,1
56.10C,4499
74.10Z,846
88.04,6
52.4R,392
74.90A,189
32.03,5
33.20C,57
26.5C,6
54.02,12
40.34,2
28.2A,2
15.9G,1
82.11Z,459
87.20A,66
43.91A,216
10.32Z,5
24.05,4
51.8L,23
22.3C,1
29.1A,6
06.01,3
60.20A,6
46.44Z,57
93.13Z,121
55.4C,29
61.1A,4
27.5C,1
81.30Z,1268
58.07,2
64.41,175
86.10Z,413
28.5A,26
45.4L,34
20.16Z,13
49.05,45
25.72Z,13
32.05,7
10.73Z,1
28.7J,1
84.11Z,4650
01.4B,121
59.11,37
50.4Z,106
64.42,181
42.21Z,79
29.3D,35
43.99B,70
23.31Z,4
22.23Z,54
52.1F,8
52.02,4
20.42Z,16
80.2A,6
74.06,3
45.2N,1
27.4F,2
50.1Z,896
25.2G,14
79.12Z,41
90.0A,82
46.12B,28
63.3Z,51
52.7C,74
36.5Z,14
29.13,7
35.13Z,24
36.6C,2
20.15Z,13
31.6C,3
91.06,1
60.2P,44
17.7C,11
85.01,9
26.12Z,8
77.08,144
33.3Z,21
63.4B,17
28.6C,5
83.01,4
15.5C,3
29.21,1
10.13B,154
66.30Z,581
55.2C,109
55.20,7
18.07,3
01.21Z,14
13.91Z,2
64.45,142
95.22Z,125
45.4D,142
"",251
54.07,14
60.04,38
35.23Z,40
17.19,1
18.2D,52
70.2B,244
55.5A,55
51.30,6
23.20Z,6
84.01,4
71.2C,3
95.11,2
20.14Z,15
77.14,251
85.1G,858
29.32Z,50
89.07,3
59.05,6
97.11,1
33.11Z,70
17.3Z,14
92.1J,15
17.21B,4
60.3Z,1
01.3Z,2321
43.39Z,657
22.29B,30
43.12B,61
01.4A,228
25.1E,3
34.3Z,16
10.52Z,37
96.16,8
37.02,3
64.2D,1
55.20Z,999
87.01,124
02.10,4
43.22B,1347
93.12Z,3610
94.11Z,257
03.20,3
25.2H,32
43.29B,134
69.22,26
72.11Z,18
03.30,18
26.51B,18
17.5A,2
29.4A,6
11.01,2
29.1F,3
87.02,1
43.32A,2569
46.42Z,221
01.2G,77
11.02B,1
65.1E,4
46.35Z,2
00.10,406
56.29B,181
28.1C,69
00.30,3
44.42,4
58.10,3
15.8M,1
58.12,90
25.62B,279
93.11Z,155
60.07,68
85.3H,12
59.12,11
28.2B,3
33.4A,3
29.1C,2
29.31Z,1
28.93Z,24
74.1G,442
46.22Z,54
47.01,42
72.19Z,87
58.06,42
72.5Z,55
69.25,19
91.3C,4
67.09,44
85.3E,4
21.14,1
28.3B,1
74.30Z,375
57.11,45
51.1A,38
21.11,19
70.1F,153
38.32Z,522
96.03Z,606
79.11Z,199
47.11B,1026
47.11C,257
36.1G,70
84.30B,30
63.4A,41
20.13B,5
01.64Z,5
92.3B,121
52.2A,175
52.2P,109
57.02,140
20.5C,6
46.66Z,62
47.61Z,103
27.33Z,3
24.4A,3
30.02,3
64.19Z,945
65.06,439
84.30A,682
74.07,1
46.41Z,90
71.1Z,31
86.10,37
45.2L,63
59.20Z,100
51.8N,33
