activitePrincipaleUniteLegale,count
47.99A,471
33.20A,15
31.03Z,7
58.19Z,18
45.20B,46
48.04,3
25.73B,3
63.99Z,6
64.11,347
01.12Z,1
03.40,1
70.3A,51
87.30A,19
61.10Z,25
10.31Z,1
15.8P,3
34.2A,1
93.0A,1
45.3H,1
55.3A,811
65.12Z,117
92.14,5
46.45Z,14
45.1B,8
43.22A,726
95.12Z,28
47.04,25
90.0E,1
74.09,8
26.3Z,1
51.9B,7
22.1E,14
71.1A,5
32.2B,3
31.01Z,3
51.3Q,2
41.10A,264
67.05,40
64.40,10
26.2A,9
16.01,1
93.0D,110
92.13,13
58.01,1
89.05,3
01.1F,131
02.10Z,25
11.01Z,18
60.2N,9
14.39Z,4
73.08,1
47.79Z,100
01.11Z,76
00.97,741
52.3A,35
84.11,38
67.12,8
23.19Z,7
38.22Z,4
65.02,67
49.41A,116
77.01,27
21.09,1
46.23Z,5
99.00Z,4
28.15,3
24.3Z,2
23.99Z,1
95.29Z,419
52.4Z,208
92.3A,29
43.99A,120
64.23,11
47.65Z,19
46.36Z,8
90.13,4
25.2A,3
64.49,125
68.20A,2058
55.40,144
51.3J,18
51.3A,30
85.1E,26
05.0A,17
14.2A,4
60.20B,2
49.32Z,343
46.46Z,20
60.2E,78
80.04,19
45.3E,113
84.24Z,3
55.60,738
36.6E,9
52.22Z,23
45.2R,12
45.2J,19
55.31,7
73.09,3
56.30Z,905
15.8D,59
86.22A,35
18.20Z,4
80.30Z,6
64.1C,3
75.04,1
22.19Z,1
32.99Z,68
36.2C,8
74.5A,6
01.2E,25
15.8B,33
46.11Z,8
21.08,14
72.2Z,6
92.15,1
49.01,36
36.00Z,10
52.21Z,24
95.11Z,132
56.21Z,142
52.29A,17
45.2C,1
17.29Z,1
54.05,2
62.11,422
85.1C,122
20.4Z,1
23.49Z,2
50.2Z,139
47.77Z,79
64.44,11
46.49Z,65
54.04,11
64.11Z,1
58.05,1
92.3J,1
45.4J,139
01.47Z,33
11.07B,1
47.52A,101
78.20Z,12
13.30Z,1
55.13,1
86.90C,1
73.20Z,23
77.32Z,31
51.1G,4
81.22Z,87
52.4V,24
52.4Y,2
43.34Z,898
95.21Z,35
88.99A,10
80.4D,9
22.1G,2
81.29B,116
93.19Z,223
80.20Z,22
17.4A,3
72.20Z,15
92.5C,2
42.91Z,33
93.0N,30
47.02,2
79.02,8
28.11Z,2
46.74A,6
52.4X,37
25.61Z,15
