activitePrincipaleUniteLegale,count
47.99A,6012
45.20B,133
58.19Z,98
33.20A,556
31.03Z,13
25.73B,46
48.04,13
71.3E,8
14.31Z,3
64.11,1873
70.3A,804
45.3H,21
87.30A,42
63.99Z,39
34.2A,31
61.10Z,111
15.8P,22
93.0A,21
95.13,6
35.4A,2
55.3A,3210
46.45Z,105
65.12Z,576
45.1B,10
01.56,5
93.21,9
33.03,1
92.14,2
74.09,18
47.04,233
43.22A,2913
95.12Z,71
15.5A,5
90.0E,3
01.63Z,1
26.3Z,1
51.9B,68
22.1E,95
31.01Z,77
71.1A,21
32.2B,11
25.62A,21
51.3Q,3
24.01,2
26.1K,1
41.10A,854
67.05,99
64.40,93
16.01,8
26.2A,13
28.11,2
93.0D,758
58.01,13
89.05,15
23.65Z,4
02.10Z,206
60.2N,52
01.1F,461
43.11Z,113
11.01Z,37
73.08,21
14.39Z,24
01.44Z,3
01.11Z,3812
38.22Z,20
47.79Z,511
00.97,1922
84.11,141
52.3A,184
67.12,63
23.19Z,47
28.30Z,41
27.4D,2
01.60,4
77.01,493
65.02,248
49.41A,1056
46.23Z,63
28.15,12
21.09,10
23.99Z,35
24.3Z,8
09.90Z,4
44.22,4
24.06,2
23.01,10
99.00Z,7
29.4C,2
26.4B,1
64.23,184
92.3A,536
52.4Z,774
95.29Z,866
43.99A,425
47.65Z,137
44.20,5
46.36Z,17
44.18,21
29.4B,4
25.2A,22
60.01,21
85.02,5
90.13,6
44.23,1
60.11,5
55.40,600
64.49,551
68.20A,15447
51.3J,91
51.3A,64
01.50,13
85.1E,252
14.2A,12
60.20B,7
45.3E,646
49.32Z,1776
46.46Z,201
60.2E,352
53.05,27
44.25,1
80.04,38
90.0G,4
18.1Z,3
84.24Z,9
24.11,7
55.60,1570
45.2J,117
55.31,32
36.6E,85
45.2R,2
52.22Z,1
15.8D,169
80.30Z,45
56.30Z,1925
86.22A,355
18.20Z,30
85.10Z,8
75.04,6
64.1C,44
22.19Z,42
31.2B,4
36.2C,31
74.5A,56
32.99Z,291
72.2Z,230
15.8B,258
21.08,238
01.2E,11
46.11Z,16
92.15,6
82.04,2
99.0Z,1
95.24,2
36.00Z,151
52.21Z,246
49.01,187
91.02,1
29.1D,15
26.6J,1
17.29Z,44
95.11Z,791
56.21Z,758
52.29A,131
54.05,10
28.12,22
96.21,2
45.2C,3
85.3A,2
21.16,1
62.11,1069
85.1C,865
20.4Z,41
23.49Z,10
22.01,2
64.44,41
50.2Z,985
46.49Z,679
54.04,26
58.05,20
47.77Z,302
64.11Z,3
92.3J,9
47.52A,331
18.2G,24
45.4J,1189
78.20Z,756
01.47Z,211
13.30Z,52
11.07B,8
80.2C,8
86.90C,4
51.1G,25
73.20Z,224
77.32Z,200
15.13,11
81.22Z,675
52.4V,121
52.4Y,86
27.5G,1
43.34Z,4560
80.4D,273
88.99A,84
44.32,138
22.1G,32
95.21Z,119
29.5M,2
80.20Z,143
93.19Z,1513
28.10,7
36.4Z,34
21.02,12
81.29B,155
17.4A,6
92.5A,1
93.0N,381
72.20Z,188
25.61Z,161
52.4X,333
46.74A,135
47.02,54
79.02,11
54.08,29
42.91Z,11
33.1A,11
92.5C,11
28.11Z,9
11.04Z,8
49.20Z,4
17.5C,1
87.10A,122
64.20Z,4035
52.7H,121
25.12Z,111
46.13Z,95
20.1B,8
24.20Z,17
24.44Z,4
29.16,1
85.31Z,207
46.71Z,179
86.90E,9654
90.01Z,4056
01.43Z,507
52.29B,341
03.22Z,25
51.5C,21
71.3G,48
58.08,11
74.3B,65
48.07,46
17.5G,27
71.20A,271
77.10,197
59.13,61
46.73B,180
29.3C,56
38.11Z,126
25.01,10
82.20Z,147
31.13,17
44.41,12
51.5A,11
66.0A,5
43.32B,1192
80.4C,320
47.82Z,1446
17.12Z,52
01.07,10
40.1Z,12
94.91Z,536
47.75Z,314
77.12Z,73
42.22Z,83
15.07,20
52.2G,109
94.92Z,33
38.31Z,55
15.8T,6
51.8P,19
50.03,3
15.4C,1
74.10Z,1646
56.10C,5643
52.4R,570
33.20C,174
74.90A,423
28.2A,2
54.02,32
32.03,4
01.16,6
88.04,11
15.9G,4
43.91A,1568
82.11Z,814
29.1A,5
06.01,5
22.3C,7
24.05,7
51.8L,27
10.32Z,9
87.20A,20
60.20A,5
46.44Z,90
93.13Z,129
55.4C,18
61.1A,3
14.03,2
49.05,119
81.30Z,1815
64.41,166
86.10Z,527
28.5A,62
45.4L,68
10.73Z,17
25.72Z,25
20.16Z,17
58.07,3
84.11Z,3889
59.11,72
43.99B,201
01.4B,198
50.4Z,104
64.42,79
28.21Z,44
42.21Z,75
29.3D,29
23.31Z,3
17.24Z,1
92.2F,1
20.42Z,45
22.23Z,55
80.2A,5
52.02,3
52.1F,7
45.2N,1
50.1Z,529
25.2G,33
52.7C,79
90.0A,38
29.13,46
63.3Z,99
36.5Z,26
79.12Z,106
46.12B,38
35.13Z,55
31.6C,5
20.15Z,12
26.12Z,102
60.2P,53
17.7C,9
85.01,17
77.08,128
33.3Z,95
15.5C,37
63.4B,8
28.6C,8
83.01,5
99.01,1
71.2E,4
10.13B,140
55.2C,89
66.30Z,612
13.91Z,27
01.21Z,266
18.07,5
55.20,2
10.01,2
92.11,1
45.4D,370
64.45,131
95.22Z,139
"",489
54.07,18
24.41Z,4
14.20Z,3
17.19,3
60.04,25
35.23Z,21
51.30,16
18.2D,45
70.2B,60
55.5A,51
20.14Z,34
23.20Z,11
71.2C,10
16.0Z,1
95.11,4
84.01,2
17.11Z,1
77.14,350
85.1G,1425
17.21B,23
33.11Z,96
59.05,4
29.32Z,54
17.3Z,42
92.1J,28
89.07,15
97.11,3
29.5L,12
41.08,1
43.39Z,796
01.3Z,920
43.12B,79
01.4A,321
34.3Z,19
22.29B,92
25.1E,10
10.52Z,20
96.16,3
37.02,1
17.2C,1
29.2L,2
64.2D,2
27.3C,1
