activitePrincipaleUniteLegale,count
47.99A,3976
45.20B,110
33.20A,142
58.19Z,104
25.73B,44
14.31Z,1
48.04,3
71.3E,6
10.62Z,6
31.03Z,5
64.11,1407
70.3A,1075
87.30A,188
61.10Z,171
45.3H,41
63.99Z,44
93.0A,23
34.2A,17
95.13,2
35.4A,2
10.31Z,6
15.8P,6
55.3A,1875
46.45Z,168
65.12Z,224
92.14,1
93.21,10
45.1B,7
33.03,1
43.22A,2911
90.0E,2
47.04,88
95.12Z,60
74.09,11
22.1E,81
51.9B,93
71.1A,37
32.2B,28
24.01,5
25.62A,4
31.01Z,41
51.3Q,2
67.05,176
41.10A,391
64.40,76
26.2A,4
16.01,12
28.11,1
93.0D,687
89.05,3
58.01,10
92.13,3
51.22Z,3
14.39Z,30
60.2N,72
02.10Z,43
43.11Z,71
11.01Z,7
01.44Z,2
01.1F,6
73.08,1
84.11,108
52.3A,212
01.11Z,1119
47.79Z,411
23.19Z,38
00.97,482
38.22Z,20
67.12,7
01.60,6
28.30Z,6
27.4D,3
77.01,512
65.02,254
49.41A,1015
24.3Z,21
46.23Z,23
99.00Z,1
23.99Z,10
23.01,7
44.22,1
21.09,9
24.06,3
28.15,12
64.50,1
09.90Z,1
43.99A,386
64.23,126
52.4Z,796
92.3A,400
95.29Z,835
47.65Z,108
25.2A,17
29.4B,3
44.20,1
46.36Z,40
60.01,3
90.13,4
85.02,4
44.18,8
44.23,1
68.20A,8760
64.49,645
55.40,351
85.1E,254
14.2A,8
51.3A,45
51.3J,56
60.20B,3
11.1Z,1
01.50,2
60.11,4
60.2E,1168
49.32Z,8429
46.46Z,413
53.05,17
80.04,99
45.3E,724
84.24Z,27
24.11,8
18.1Z,5
44.25,1
90.0G,1
80.07,1
55.60,1175
52.22Z,2
36.6E,49
45.2J,139
45.2R,2
55.31,8
56.30Z,763
86.22A,241
15.8D,56
80.30Z,40
64.1C,44
18.20Z,24
22.19Z,22
85.10Z,4
75.04,8
31.2B,3
32.99Z,189
74.5A,50
36.2C,35
21.08,178
72.2Z,321
15.8B,94
46.11Z,22
82.04,2
95.24,3
92.15,4
01.2E,3
49.01,60
52.21Z,289
36.00Z,93
29.1D,4
95.11Z,608
56.21Z,807
52.29A,108
45.2C,12
17.29Z,78
54.05,7
96.21,2
28.12,5
62.11,438
85.1C,841
20.4Z,7
23.49Z,8
22.01,2
30.99Z,2
64.44,41
46.49Z,951
50.2Z,488
47.77Z,226
54.04,39
58.05,15
64.11Z,2
92.3J,3
45.4J,1066
47.52A,235
78.20Z,380
01.47Z,21
13.30Z,33
18.2G,2
80.2C,6
11.07B,9
55.13,5
86.90C,4
77.32Z,284
73.20Z,196
51.1G,45
15.13,1
70.02,2
81.22Z,863
52.4V,109
52.4Y,31
27.5G,6
22.1G,44
43.34Z,3782
80.4D,214
95.21Z,82
88.99A,77
29.5M,4
93.19Z,659
81.29B,130
80.20Z,247
28.10,6
21.02,6
17.4A,4
36.4Z,5
92.5A,2
25.61Z,72
52.4X,321
93.0N,308
46.74A,100
33.1A,16
72.20Z,110
47.02,52
42.91Z,13
79.02,9
54.08,9
49.20Z,6
92.5C,4
28.11Z,2
17.5C,1
64.20Z,3225
46.13Z,105
87.10A,119
52.7H,146
25.12Z,51
20.1B,5
24.20Z,5
29.16,4
24.44Z,1
85.31Z,218
71.3G,77
86.90E,5951
51.5C,20
52.29B,341
90.01Z,2814
01.43Z,114
74.3B,55
46.71Z,148
48.07,6
03.22Z,16
17.5G,6
58.08,7
59.13,55
77.10,167
71.20A,187
38.11Z,139
82.20Z,141
25.01,13
46.73B,124
29.3C,11
66.0A,4
31.13,14
62.1Z,4
51.5A,10
44.41,1
43.32B,1075
80.4C,289
47.82Z,1160
17.12Z,15
01.07,2
40.1Z,1
94.91Z,387
77.12Z,108
42.22Z,103
52.2G,78
47.75Z,334
38.31Z,26
94.92Z,26
15.8T,5
15.07,9
50.03,2
51.8P,7
32.03,1
52.4R,413
56.10C,3786
33.20C,121
74.10Z,2084
74.90A,485
40.34,2
54.02,19
88.04,1
01.16,1
43.91A,190
82.11Z,877
51.8L,39
87.20A,65
22.3C,4
24.05,1
60.20A,2
29.1A,1
10.32Z,4
93.13Z,172
46.44Z,95
14.03,1
61.1A,3
35.3A,2
15.11,2
55.4C,1
81.30Z,1271
64.41,76
49.05,119
45.4L,85
20.16Z,9
58.07,2
32.05,1
86.10Z,294
28.5A,61
25.72Z,7
13.2Z,1
10.73Z,3
43.99B,314
01.4B,219
59.11,62
84.11Z,2093
64.42,46
50.4Z,90
42.21Z,85
17.24Z,2
29.3D,8
28.21Z,6
92.2F,2
23.31Z,3
52.02,2
52.1F,17
20.42Z,32
22.23Z,28
74.06,1
80.2A,11
45.2N,1
50.1Z,781
29.13,41
79.12Z,84
52.7C,73
63.3Z,80
46.12B,28
36.5Z,19
25.2G,20
35.13Z,19
90.0A,10
31.6C,4
36.6C,1
60.2P,153
26.12Z,81
17.7C,31
85.01,2
77.08,71
28.6C,10
83.01,23
71.2E,8
33.3Z,73
63.4B,20
29.21,5
15.5C,1
01.21Z,31
10.13B,108
66.30Z,509
55.2C,6
13.91Z,5
26.2C,1
55.20,3
18.07,5
92.11,1
45.4D,429
64.45,92
95.22Z,91
60.04,11
"",76
54.07,16
27.1Z,2
14.20Z,2
35.23Z,16
55.5A,80
95.11,9
51.30,18
20.14Z,19
18.2D,49
70.2B,18
84.01,4
71.2C,8
23.20Z,3
85.1G,982
77.14,386
33.11Z,45
29.32Z,52
17.3Z,4
17.21B,41
97.11,1
89.07,11
29.5L,9
60.3Z,2
92.1J,12
59.05,7
43.39Z,1474
22.29B,31
01.4A,26
64.2D,5
43.12B,45
34.3Z,21
96.16,15
01.3Z,44
10.52Z,4
25.1E,9
29.2L,4
37.02,1
17.2C,3
55.20Z,254
87.01,156
24.6G,1
93.12Z,2756
43.22B,1310
72.11Z,143
43.29B,287
26.51B,198
69.22,28
29.1F,10
94.11Z,41
29.4A,26
25.2H,26
87.02,6
03.30,1
43.32A,2229
46.42Z,260
46.35Z,7
01.2G,11
15.11Z,2
30.0A,3
11.02B,2
28.1C,52
56.29B,363
44.42,5
58.10,6
00.10,11
00.30,1
15.8M,1
25.62B,302
58.12,143
60.07,15
93.11Z,164
59.12,48
33.4A,3
29.31Z,5
85.3H,9
29.1C,7
74.1G,1750
72.5Z,155
72.19Z,539
69.25,126
67.09,46
47.01,86
58.06,54
28.93Z,16
46.22Z,50
85.3E,4
91.3C,2
28.3B,2
95.12,3
74.30Z,864
57.11,47
21.11,22
51.1A,16
47.11B,1128
38.32Z,205
63.4A,51
79.11Z,255
47.11C,156
70.1F,262
96.03Z,291
20.13B,8
36.1G,65
84.30B,12
46.66Z,128
47.61Z,138
52.2A,175
92.3B,98
52.2P,167
27.33Z,14
24.4A,3
57.02,7
20.5C,4
30.02,3
45.2L,62
59.20Z,385
65.06,332
84.30A,22
46.41Z,102
53.04,2
64.19Z,818
86.10,52
51.8N,60
71.1Z,58
30.30Z,23
63.01,1
80.02,23
26.6E,17
77.13,11
32.1D,14
31.5A,1
43.32C,316
51.5H,37
32.1B,39
87.06,76
29.1J,3
28.7C,2
50.06,3
71.4A,2
21.07,26
55.70,271
13.92Z,125
01.24Z,33
65.2E,83
59.13B,46
23.63Z,25
46.38B,214
86.23Z,2097
02.20Z,44
39.00Z,46
51.8H,24
75.2J,1
49.39A,142
46.62Z,133
22.3E,4
57.07,3
74.04,1
17.1A,1
55.4B,210
37.00Z,117
20.53Z,6
03.21Z,2
36.6A,43
84.06,4
71.12A,137
22.2J,126
62.42,81
46.17B,146
67.13,6
37.01,2
52.6E,1435
86.08,20
26.20Z,61
96.25,21
25.03,13
35.3B,19
29.5E,31
28.7E,1
41.07,1
21.2L,17
47.74Z,219
26.7Z,33
10.85Z,33
25.1C,2
97.22,18
55.11,3
27.3E,1
51.4Q,41
43.33Z,1386
74.1J,1294
20.41Z,22
68.32B,77
45.5Z,10
15.9S,1
73.07,5
30.40Z,4
65.2A,3
74.20Z,1338
47.22Z,702
67.1E,236
64.12,114
37.2Z,49
85.3B,4
16.10B,35
44.21,28
14.1A,8
01.80,12
24.2Z,4
74.08,1
51.1C,6
17.2A,2
51.3T,134
56.10A,3441
64.30Z,539
47.11D,479
46.72Z,58
86.01,9
96.02A,2817
82.19Z,1665
51.1R,456
86.90D,3899
55.90Z,71
85.32Z,141
36.1E,20
51.4R,19
24.5A,5
65.2F,8
17.6Z,2
28.14,1
00.31,1
98.01,1
51.8E,3
46.19B,3115
71.2A,44
29.6A,1
29.5P,12
55.3B,542
31.09B,281
78.02,174
01.25Z,3
47.23Z,106
87.10C,9
77.31Z,10
28.4A,6
45.3A,999
46.69B,1249
69.12,483
85.20Z,30
63.05,43
85.42Z,270
73.12Z,188
57.04,13
30.91Z,4
48.05,5
31.16,1
33.19Z,53
29.11,35
51.5N,57
47.11E,5
55.1E,2
23.32Z,2
24.1A,2
36.2A,1
31.5B,2
64.24,187
77.04,81
52.4E,156
46.76Z,159
58.11,18
38.12Z,14
51.3C,18
70.1C,46
01.00,27
60.05,4
45.2D,3
94.12Z,53
61.01,23
29.5N,12
61.20Z,53
55.30Z,42
50.30Z,6
59.07,22
52.7D,45
10.89Z,48
29.2C,30
89.04,2
51.3N,4
24.42Z,3
47.53Z,75
43.91B,1308
26.51A,32
87.04,113
72.2A,81
18.3Z,10
46.64Z,6
50.10Z,4
47.05,5
15.5F,1
36.10,3
29.4D,1
67.2Z,467
92.18,19
94.99Z,7777
81.11,111
21.20Z,31
60.08,4
28.96Z,9
62.45,51
77.05,117
14.13Z,400
70.10Z,1016
77.29Z,205
85.60Z,179
08.11Z,5
15.09,5
49.31Z,171
47.76Z,686
31.5C,23
10.71A,45
01.4D,14
24.4C,6
28.2D,7
21.1C,9
82.06,107
88.91B,40
10.51A,7
91.02Z,7
45.2F,8
31.4Z,2
02.20,16
47.59A,534
82.99Z,2230
79.90Z,213
47.21Z,277
41.10C,52
46.37Z,18
66.12Z,15
32.20Z,35
28.99B,45
01.57,1
17.16,3
85.1A,47
80.4A,218
23.41Z,65
01.63,6
22.2A,4
36.1K,115
78.10Z,69
47.19A,9
48.02,13
26.2E,2
79.05,8
17.27,2
79.06,287
45.3F,330
63.12Z,285
15.12Z,109
86.06,104
52.7A,79
75.1G,3
18.11,6
75.3C,16
32.11Z,4
11.07A,1
56.29A,541
46.16Z,71
93.21Z,94
28.12Z,27
51.4N,120
95.22,11
92.21,21
15.8A,24
51.6N,16
47.03,7
33.15Z,21
20.1A,9
26.1J,11
39.02,4
92.1F,3
94.20Z,196
38.50,51
