categorieJuridiqueUniteLegale,count
2110,224
7362,131
2700,29
7364,41
5498,3280
7353,119
2200,107
5306,12
6300,2
5458,15
5546,9
7160,4
6538,8
9221,16
6571,10
6533,1127
4130,192
8110,15
7351,11
8490,9
2100,6
2385,1
5599,989
5553,3
9110,206
5515,78
6100,6
7313,105
7323,25
8290,2
5192,18
5510,70
9300,11
5308,17
8160,4
4150,1
6577,4
5499,8590
7171,27
7379,1
5660,58
2210,590
6573,19
6536,126
8200,1
4160,1
7321,61
6200,9
9220,6957
8420,44
5699,60
2300,4
4140,16
7312,4
6500,30
2900,76
8170,8
6317,63
5710,2814
5453,9
5770,1
5651,11
6575,9
5400,18
7385,7
5194,1
7361,266
1000,54422
5551,10
7348,17
9240,33
7220,14
7345,31
5532,33
5555,3
9230,43
6572,7
7356,1
8410,20
7354,59
9200,2
7179,3
5558,5
9260,1
6220,110
3220,25
6565,29
7383,6
4110,4
6537,1
5720,1671
6574,5
7120,5
5200,11
6599,1102
7229,1
6578,12
8450,11
6589,154
7331,51
7366,53
4100,2
8250,30
6318,9
6596,241
9900,43
5410,24
8140,2
6595,10
4120,63
6411,17
9150,26
6560,2
7346,155
5442,1
6542,7
8210,60
5785,15
8120,4
6543,1
7210,1213
5560,36
5530,3
6511,6
5455,3
6598,453
7355,16
5460,52
7389,33
5470,9
6561,3
7314,1
5685,1
7410,4
5202,392
2120,7
2220,5
6532,3
6585,11
7520,1
6316,345
6540,4658
9222,6
5800,2
9100,2
7381,21
7510,227
5485,165
5500,7
8311,6
6564,5
7384,2
6597,51
9210,10
3290,1
6541,288
7172,179
2310,13
9970,1
7372,2
6535,2
7371,1
8310,16
7367,5
7357,1
9223,162
7100,1
6534,134
6576,15
7470,7
3120,25
