activitePrincipaleUniteLegale,count
47.99A,7104
33.20A,813
58.19Z,271
45.20B,272
48.04,19
25.73B,18
71.3E,27
31.03Z,9
14.31Z,1
15.8P,24
64.11,4666
70.3A,2088
93.0A,47
63.99Z,93
61.10Z,343
01.12Z,117
87.30A,216
34.2A,75
45.3H,25
10.31Z,7
03.40,6
35.4A,3
95.13,1
55.3A,5198
93.21,18
46.45Z,508
65.12Z,965
45.1B,40
01.56,9
92.14,9
33.03,2
47.04,405
43.22A,5545
95.12Z,150
74.09,70
15.5A,3
26.3Z,6
90.0E,13
01.63Z,5
22.1E,198
51.9B,197
32.2B,54
31.01Z,61
71.1A,56
51.3Q,16
24.01,5
26.1K,2
25.62A,2
67.05,310
64.40,292
41.10A,1587
26.2A,106
16.01,21
28.11,3
93.0D,1665
58.01,44
89.05,9
23.65Z,1
92.13,8
51.22Z,1
01.1F,482
60.2N,127
14.39Z,23
73.08,12
11.01Z,39
02.10Z,55
43.11Z,99
25.91Z,2
01.44Z,1
00.97,5100
52.3A,540
01.11Z,1588
47.79Z,1217
84.11,349
28.30Z,19
23.19Z,52
01.60,42
38.22Z,38
67.12,26
27.4D,2
77.01,938
65.02,762
49.41A,2050
28.15,28
24.06,8
24.3Z,30
23.99Z,39
99.00Z,63
21.09,12
17.12,2
46.23Z,36
44.22,3
09.90Z,4
23.01,2
64.23,646
52.4Z,2449
92.3A,811
95.29Z,1380
43.99A,685
46.36Z,78
25.2A,22
47.65Z,186
60.01,26
85.02,5
44.18,7
90.13,3
44.23,2
44.20,1
29.4B,2
64.49,1540
68.20A,43971
55.40,934
85.1E,561
51.3J,166
51.3A,397
05.0A,111
60.11,15
60.20B,19
14.2A,31
01.50,8
84.24Z,35
60.2E,1350
49.32Z,5651
45.3E,1107
46.46Z,487
80.04,83
90.0G,2
53.05,37
18.1Z,20
44.25,3
80.07,1
24.11,2
55.60,4464
45.2J,173
73.09,3
55.31,57
36.6E,148
52.22Z,258
45.2R,34
56.30Z,3812
86.22A,571
15.8D,244
80.30Z,161
18.20Z,43
31.2B,15
64.1C,143
85.10Z,7
22.19Z,43
75.04,9
17.1M,1
32.99Z,540
36.2C,220
74.5A,79
15.8B,785
46.11Z,94
21.08,249
72.2Z,445
01.2E,29
95.24,3
92.15,10
99.0Z,4
82.04,6
49.01,323
52.21Z,634
91.02,5
36.00Z,157
29.1D,22
26.6J,4
93.11,1
56.21Z,1673
52.29A,200
95.11Z,1107
17.29Z,54
54.05,11
28.12,15
45.2C,12
96.21,2
85.3A,4
62.11,2191
85.1C,2211
23.49Z,47
20.4Z,26
22.01,3
30.99Z,3
47.77Z,748
46.49Z,1495
50.2Z,1812
54.04,247
58.05,66
64.44,112
92.3J,18
64.11Z,4
45.4J,1763
47.52A,856
01.47Z,240
13.30Z,62
11.07B,19
78.20Z,1451
18.2G,24
86.90C,22
80.2C,28
55.13,5
51.1G,105
73.20Z,418
77.32Z,498
70.02,13
15.13,6
81.22Z,1061
52.4V,291
52.4Y,127
