categorieJuridiqueUniteLegale,count
3210,46
7362,106
2110,1801
6558,4
2700,103
7378,17
3200,1
7364,507
7353,278
2200,508
5498,38600
5306,278
6300,27
5426,1
5458,239
5546,46
5520,16
7160,30
9221,161
6538,5
6571,94
6533,1161
5193,3
5415,1
4130,914
7343,13
8110,189
7351,14
2100,57
8490,58
2385,45
5599,17050
5553,10
9110,2445
5632,1
5515,128
6100,107
7490,5
5615,3
7323,312
5525,1
5195,2
8290,5
5192,118
5510,431
6544,3
6568,10
9300,86
5308,170
8160,4
5443,4
6567,3
3110,4
5647,1
4150,58
6577,24
5499,121487
7171,422
5432,3
7379,2
5660,165
2210,2338
6573,64
5669,3
6210,54
6536,155
8200,21
4160,10
7382,2
6200,87
7321,94
9220,49825
5196,198
8420,145
5699,1221
4140,70
2300,39
7312,53
7373,8
6500,148
5307,1
6521,7
2900,703
5191,12
8170,65
6317,225
5710,38519
5770,22
5453,15
6575,23
5400,348
5194,4
7385,83
7361,1122
5554,4
1000,415099
7363,7
5551,31
7348,63
9240,197
7220,290
5658,1
7345,109
5532,14
7450,16
5555,2
9230,433
6901,5
6572,20
7354,123
8410,222
9200,4
7179,101
5558,128
9260,12
6220,1084
3220,1351
6565,107
7383,255
4110,27
6537,2
5720,22028
6574,24
5300,7
5200,101
7120,22
6599,12746
6578,53
5552,5
8450,93
6589,3256
7331,479
7366,202
4100,4
8250,36
5100,3
6596,81
6318,22
9900,933
5410,148
8470,11
8140,2
6595,176
5620,3
6411,200
4120,450
7365,1
9150,53
6562,23
7230,8
7112,3
6560,9
7346,191
5442,6
5585,54
6542,33
5659,1
8210,555
5785,312
6543,97
8120,352
7210,3762
5560,130
5646,11
5530,13
5610,23
6551,2
8100,6
6511,25
6566,7
5455,4
6598,1885
7355,54
5460,127
7389,382
5470,204
5385,11
6561,161
5685,3
7410,62
5202,5130
6569,4
2120,54
2220,23
6532,6
7130,2
6585,133
7520,9
6539,15
6316,173
5547,18
6540,75704
9222,34
5800,42
9224,29
9100,1
2320,5
5459,3
7381,199
3205,1
5559,100
7190,1
7510,1
5485,2348
5500,231
8510,2
7344,28
5522,4
8311,129
6564,94
7384,20
6597,613
9210,62
5548,2
6563,12
3290,73
6541,6314
7172,899
2310,61
8130,45
7372,40
9970,21
7371,8
6535,2
7322,1
8400,12
5309,1
8310,270
7367,2
7357,1
9223,91
6534,299
6576,48
8190,7
7470,20
3120,1646
7340,2
