activitePrincipaleUniteLegale,count
25.73B,28
47.99A,2422
33.20A,85
14.31Z,5
45.20B,46
71.3E,1
58.19Z,14
31.03Z,11
48.04,7
10.62Z,1
64.11,525
70.3A,102
87.30A,19
61.10Z,37
10.31Z,2
63.99Z,5
35.4A,2
34.2A,4
45.3H,3
15.8P,5
93.0A,4
55.3A,688
65.12Z,194
46.45Z,14
45.1B,6
01.56,4
92.14,1
93.21,1
74.09,7
43.22A,471
95.12Z,16
47.04,74
90.0E,3
15.5A,1
22.1E,10
71.1A,7
24.01,2
31.01Z,28
32.2B,2
51.9B,5
67.05,67
41.10A,72
64.40,31
16.01,4
26.2A,9
93.0D,228
92.13,2
89.05,6
58.01,9
01.1F,143
02.10Z,408
11.01Z,45
14.39Z,18
60.2N,7
43.11Z,22
01.44Z,2
73.08,1
01.11Z,260
47.79Z,328
84.11,56
52.3A,84
01.60,5
67.12,33
23.19Z,20
00.97,13
28.30Z,15
38.22Z,1
49.41A,289
77.01,47
46.23Z,51
65.02,83
23.01,1
99.00Z,2
21.09,3
23.99Z,7
44.22,5
24.3Z,5
24.06,1
29.4C,4
28.15,2
95.29Z,214
43.99A,65
52.4Z,212
64.23,52
92.3A,123
47.65Z,47
44.18,3
46.36Z,8
29.4B,4
60.01,5
44.23,1
44.20,2
90.13,1
85.02,2
25.2A,2
68.20A,6437
51.3J,58
64.49,151
55.40,128
85.1E,63
01.50,12
60.11,1
14.2A,3
51.3A,12
60.20B,2
05.0A,2
45.3E,144
53.05,5
49.32Z,210
60.2E,70
80.04,10
46.46Z,27
84.24Z,5
55.60,426
55.31,2
45.2J,117
36.6E,46
45.2R,1
86.22A,56
80.30Z,9
56.30Z,707
15.8D,55
18.20Z,14
75.04,1
22.19Z,2
64.1C,8
32.99Z,118
36.2C,6
74.5A,17
15.8B,25
21.08,52
72.2Z,19
46.11Z,13
95.24,1
82.04,1
01.2E,4
36.00Z,85
49.01,93
52.21Z,52
91.02,1
56.21Z,224
95.11Z,274
17.29Z,15
52.29A,27
54.05,11
62.11,263
85.1C,279
23.49Z,12
20.4Z,21
30.99Z,3
22.01,2
46.49Z,139
50.2Z,140
47.77Z,104
58.05,8
64.44,5
64.11Z,3
92.3J,2
54.04,2
47.52A,142
45.4J,190
13.30Z,20
78.20Z,137
01.47Z,112
18.2G,23
55.13,3
86.90C,6
80.2C,5
11.07B,3
73.20Z,18
77.32Z,55
51.1G,4
70.02,2
81.22Z,123
52.4Y,33
52.4V,43
27.5G,1
43.34Z,827
80.4D,68
88.99A,11
95.21Z,27
17.4A,37
93.19Z,273
81.29B,99
36.4Z,5
80.20Z,30
92.5A,2
28.10,3
52.4X,99
93.0N,146
46.74A,16
25.61Z,45
54.08,6
72.20Z,17
79.02,10
47.02,12
42.91Z,6
17.5C,3
28.11Z,3
92.5C,4
11.04Z,7
49.20Z,1
64.20Z,919
87.10A,64
25.12Z,34
46.13Z,72
24.20Z,9
52.7H,21
20.1B,6
13.10,1
85.31Z,91
01.43Z,252
17.5G,13
90.01Z,501
86.90E,1489
52.29B,55
48.07,11
51.5C,3
58.08,1
46.71Z,65
71.3G,23
03.22Z,36
74.3B,3
77.10,40
71.20A,81
46.73B,76
59.13,10
38.11Z,41
29.3C,23
82.20Z,48
44.41,11
51.5A,13
66.0A,2
31.13,3
00.11,1
47.82Z,298
43.32B,335
17.12Z,26
01.07,25
80.4C,48
40.1Z,6
17.7A,4
94.91Z,219
77.12Z,29
47.75Z,81
42.22Z,46
52.2G,23
38.31Z,37
51.8P,9
94.92Z,8
50.03,2
15.07,2
15.8T,2
52.4R,147
56.10C,1114
74.10Z,311
74.90A,109
33.20C,20
88.04,4
54.02,7
43.91A,274
82.11Z,104
06.01,7
10.32Z,7
87.20A,2
60.20A,2
51.8L,4
29.1A,1
22.3C,1
46.44Z,23
93.13Z,21
55.4C,21
81.30Z,481
64.41,63
86.10Z,235
49.05,76
25.72Z,8
45.4L,11
28.5A,10
20.16Z,1
10.73Z,3
84.11Z,2985
64.42,34
50.4Z,41
01.4B,40
29.3D,11
43.99B,35
59.11,10
42.21Z,23
23.31Z,1
22.23Z,17
52.1F,3
20.42Z,9
80.2A,2
52.02,1
50.1Z,347
90.0A,64
52.7C,25
46.12B,5
25.2G,5
79.12Z,33
35.13Z,14
36.5Z,10
63.3Z,22
29.13,2
20.15Z,2
85.01,10
26.12Z,11
60.2P,17
17.7C,4
77.08,39
15.5C,11
33.3Z,15
63.4B,3
71.2E,2
10.13B,70
66.30Z,182
01.21Z,24
55.2C,49
41.10,1
55.20,2
13.91Z,4
92.11,1
64.45,41
95.22Z,73
45.4D,89
"",44
60.04,3
94.21,1
35.23Z,11
54.07,2
14.20Z,1
17.19,1
70.2B,70
18.2D,14
55.5A,14
20.14Z,5
84.01,1
23.20Z,1
85.1G,221
33.11Z,26
17.21B,17
29.5L,3
29.32Z,27
77.14,80
17.3Z,11
89.07,2
92.1J,11
01.3Z,486
43.39Z,212
96.16,3
22.29B,16
01.4A,23
43.12B,43
34.3Z,5
10.52Z,1
17.2C,1
64.2D,1
55.20Z,801
02.10,7
87.01,38
94.11Z,83
93.12Z,1281
29.4A,8
43.22B,561
43.29B,67
26.51B,3
03.30,5
25.2H,16
87.02,1
69.22,6
72.11Z,4
11.01,1
43.32A,1009
46.42Z,36
15.11Z,2
01.2G,19
11.02B,2
65.1E,36
46.24Z,1
00.10,174
56.29B,75
15.8M,2
28.1C,12
58.10,1
44.42,6
00.30,3
58.12,14
25.62B,164
93.11Z,72
85.3H,7
60.07,5
59.12,3
29.1C,1
29.31Z,3
47.01,37
74.1G,146
72.19Z,23
72.5Z,17
67.09,26
91.3C,2
58.06,14
46.22Z,15
69.25,8
28.93Z,8
85.3E,1
21.14,1
74.30Z,130
57.11,15
51.1A,1
21.11,5
36.1G,134
70.1F,55
38.32Z,270
96.03Z,143
47.11B,273
79.11Z,60
63.4A,12
47.11C,24
84.30B,8
20.13B,1
57.02,36
47.61Z,46
30.02,2
46.66Z,14
92.3B,30
52.2A,36
52.2P,30
27.33Z,7
20.5C,2
65.06,111
86.10,16
64.19Z,274
46.41Z,55
59.20Z,33
45.2L,30
84.30A,35
30.30Z,1
71.1Z,18
63.01,1
51.8N,5
53.04,1
77.13,4
80.02,3
32.1D,3
26.6E,6
31.5A,4
00.12,2
87.06,41
43.32C,40
51.5H,9
32.1B,1
55.70,118
01.24Z,93
23.63Z,19
65.2E,38
13.92Z,131
21.07,7
59.13B,4
75.2J,12
02.20Z,720
86.23Z,516
46.38B,21
49.39A,59
17.1A,18
39.00Z,13
46.62Z,16
51.8H,8
57.07,2
37.00Z,49
55.4B,390
20.53Z,4
36.6A,7
84.06,2
67.13,23
22.2J,22
71.12A,55
46.17B,21
62.42,28
37.01,1
52.6E,300
26.20Z,7
86.08,9
25.03,6
96.25,18
29.5E,2
32.91Z,3
35.3B,1
47.74Z,89
97.22,79
26.7Z,47
10.85Z,11
25.1C,1
21.2L,3
55.11,1
74.1J,773
43.33Z,492
68.32B,6
20.41Z,9
45.5Z,2
15.9S,3
73.07,2
51.4Q,4
64.12,59
47.22Z,297
74.20Z,346
17.2A,35
37.2Z,25
14.1A,20
51.1C,5
16.10B,21
67.1E,18
01.80,23
44.21,5
85.3B,2
56.10A,1254
47.11D,178
64.30Z,167
46.72Z,23
51.3T,9
86.01,3
96.02A,1220
86.90D,1611
82.19Z,348
51.1R,226
24.5A,2
85.32Z,64
36.1E,11
55.90Z,14
51.4R,4
00.31,3
17.6Z,7
65.2F,1
51.8E,1
46.19B,671
71.2A,13
29.5P,1
78.02,159
31.09B,315
01.25Z,23
77.31Z,72
55.3B,190
47.23Z,15
28.4A,1
87.10C,1
48.05,13
57.04,6
69.12,77
46.69B,151
85.20Z,20
45.3A,184
63.05,29
85.42Z,37
73.12Z,56
30.91Z,6
21.05,1
33.19Z,12
29.11,8
51.5N,11
23.32Z,2
47.11E,1
55.1E,1
26.8A,1
52.4E,65
64.24,121
77.04,11
46.76Z,41
70.1C,41
01.00,40
51.3C,6
58.11,3
60.05,3
38.12Z,8
55.30Z,111
94.12Z,40
24.42Z,2
61.20Z,14
59.07,12
10.89Z,13
51.3N,4
52.7D,14
50.30Z,3
29.5N,4
61.01,5
86.11,4
43.91B,475
87.04,33
47.05,13
46.64Z,7
47.53Z,22
36.10,11
18.3Z,2
29.4D,3
72.2A,1
26.51A,1
67.2Z,221
94.99Z,2653
81.11,205
60.08,6
92.18,3
62.45,18
70.10Z,277
01.4D,4
47.76Z,385
77.05,45
14.13Z,153
49.31Z,13
21.1C,11
77.29Z,40
10.71A,7
31.5C,5
08.11Z,17
85.60Z,17
24.10Z,3
15.09,2
82.06,34
91.02Z,8
10.51A,1
45.2F,6
88.91B,1
31.4Z,3
02.20,388
82.99Z,319
47.21Z,61
47.59A,277
66.12Z,6
32.20Z,48
48.03,3
79.90Z,100
41.10C,25
01.57,2
46.37Z,3
28.99B,25
80.4A,58
01.63,12
85.1A,12
23.41Z,41
22.2A,1
48.02,11
47.19A,3
36.1K,65
79.05,2
78.10Z,4
17.27,1
86.06,118
45.3F,114
63.12Z,35
52.7A,28
15.12Z,43
79.06,41
75.3C,14
75.1G,14
18.11,2
11.07A,4
56.29A,82
14.12Z,20
20.1A,139
51.6N,16
28.12Z,11
93.21Z,150
46.16Z,21
33.15Z,7
92.21,8
47.03,2
95.22,6
51.4N,10
26.1J,1
39.02,2
15.8A,1
94.20Z,117
49.10Z,96
90.04Z,79
91.1C,2
38.50,27
61.2Z,1
53.03,2
20.59Z,2
24.03,3
00.99,1
32.1A,2
25.50B,23
51.1T,81
23.70Z,105
74.1A,63
01.30Z,49
59.11B,55
02.0D,39
50.3B,35
71.01,1
51.3S,1
28.7H,1
58.29B,2
22.1A,6
51.9A,2
34.02,1
28.7P,4
96.18,1
26.52Z,2
86.22C,344
47.52B,71
96.15,10
58.21Z,3
59.02,2
47.43Z,22
66.0E,2
67.01,487
52.2J,33
24.54Z,4
01.28Z,24
13.10Z,19
15.8F,3
87.30B,23
02.0B,434
47.78C,561
66.19B,106
46.63Z,23
92.3H,54
92.2B,1
52.10A,4
28.18,1
74.8D,2
71.4B,72
67.03,5
64.14,40
78.01,4
17.22Z,8
27.90Z,5
31.3Z,1
47.72A,157
74.8A,31
75.1E,9
63.11Z,41
84.05,1
15.08,5
87.03,138
51.6J,9
64.47,47
00.00Z,219
86.12,28
45.4M,26
25.71Z,11
28.16,4
64.2B,1
01.1G,1
46.34Z,76
82.30Z,57
69.23,72
74.7Z,69
47.78A,189
45.4A,97
60.10Z,28
28.29B,16
29.2J,2
51.12,5
60.2C,10
26.1E,4
70.3E,13
92.12,3
24.02,1
62.43,172
22.3A,3
47.64Z,189
90.12,10
46.21Z,95
45.2P,10
70.1A,9
28.7N,3
40.11,1
55.73,348
77.21Z,45
23.03,6
85.3J,25
77.03,20
85.04,6
72.3Z,20
26.40Z,5
84.08,4
62.01Z,348
52.2L,79
85.1H,11
66.03,9
01.70,9
49.03,5
44.14,4
42.99Z,325
55.71,317
51.3G,6
43.29A,172
31.02Z,40
10.82Z,32
24.53Z,3
63.4C,7
55.12,9
25.92Z,3
41.10B,1
01.50Z,452
10.71B,23
91.2Z,6
46.18Z,167
62.41,64
23.69Z,12
36.1H,3
66.29Z,12
46.17A,5
51.2G,1
21.2G,1
84.13,19
46.19A,10
59.10,16
70.01,1
43.21B,6
84.12Z,164
13.96Z,10
29.20Z,24
35.01,10
49.41C,13
28.1A,12
46.33Z,29
24.51Z,1
21.2B,3
15.6A,1
87.20B,1
81.21,491
52.3E,43
01.45Z,331
64.30,45
95.23Z,46
62.12,34
77.12,25
59.14Z,18
52.7F,1
43.02,1
15.10,1
87.90A,72
49.04,6
36.1J,9
46.74B,41
55.2E,71
77.40Z,15
01.1C,30
01.27Z,4
50.04,1
27.51Z,6
91.3E,144
47.26Z,140
43.31Z,593
85.53Z,217
47.62Z,181
51.4S,94
51.1P,6
45.2T,8
25.99A,4
75.3A,4
19.20Z,1
27.2C,1
17.21A,3
43.99D,171
45.4C,217
47.54Z,106
87.09,8
28.3C,41
23.13Z,17
60.03,9
22.22Z,11
03.12Z,2
48.06,2
70.2C,1137
47.24Z,63
41.02,42
27.40Z,24
11.05Z,32
92.3K,11
36.1C,11
92.1B,2
69.21,1
02.40Z,429
57.01,25
95.24Z,80
17.25,2
81.29A,17
24.34Z,7
55.2A,2
47.71Z,912
77.06,21
30.03,1
62.22,2
90.03A,487
22.21Z,11
51.1L,12
82.05,15
51.5L,4
66.0G,19
51.3E,8
45.2E,7
77.15,3
26.2J,1
74.6Z,39
45.1A,55
67.06,28
51.7Z,13
25.29Z,3
28.99A,1
89.02,1
16.29Z,161
18.2C,35
46.39B,20
51.01,19
77.39Z,61
31.1C,6
57.06,3
77.35Z,4
74.03,3
81.10Z,238
46.61Z,81
86.07,31
77.11,11
13.95Z,3
61.90Z,39
28.29A,4
46.90Z,127
65.11Z,15
60.2B,10
46.15Z,19
15.7A,3
35.14Z,22
52.1E,1
58.09,14
87.08,33
28.49Z,6
87.10,2
36.20,2
01.2A,333
47.78B,163
67.07,84
45.31Z,82
49.39B,23
55.10,25
86.21Z,1187
96.02B,718
47.19B,105
92.1D,2
67.1A,1
85.3D,3
52.24B,14
70.1B,2
63.1D,2
24.43Z,1
95.23,2
48.01,159
85.52Z,237
85.3K,46
34.06,14
49.39C,17
15.3A,3
28.21,2
42.13A,2
45.2A,60
91.01Z,10
64.48,69
50.3A,12
45.23,14
73.06,1
26.8C,1
85.1K,14
93.0E,51
62.21,8
40.32,3
44.31,1
62.2Z,5
46.32C,1
28.25Z,25
71.11Z,319
52.2C,191
08.01,6
20.60Z,3
55.2F,1
28.23,1
79.01,25
47.73Z,260
45.32Z,172
01.2C,41
80.06,19
74.8K,109
51.10Z,6
52.1A,25
46.75Z,11
77.02,6
90.01,1
38.21Z,54
28.13Z,3
51.8M,13
87.07,39
51.1E,8
52.3C,3
24.6L,2
15.1E,17
20.5A,38
10.71D,87
47.81Z,478
86.90A,138
74.4B,63
57.08,26
49.50Z,5
23.2Z,3
77.33Z,2
24.4D,1
46.69C,71
52.6B,6
46.14Z,16
87.10B,9
20.2Z,5
85.03,4
01.41Z,1663
68.31Z,763
84.25Z,15
25.11Z,74
51.6G,30
45.2U,17
51.4H,1
25.93Z,9
60.02,3
01.42Z,915
88.10A,215
46.69A,27
64.22,58
29.5G,7
10.13A,14
56.10B,13
15.9D,3
01.16Z,3
22.1J,2
85.59A,373
85.59B,382
93.0H,32
57.10,9
15.9A,33
19.2Z,10
17.4B,2
37.1Z,41
22.29A,36
60.06,7
29.7C,1
29.3A,1
62.44,15
22.02,38
33.14Z,22
51.4F,8
34.1Z,3
80.08,10
40.37,1
43.99C,1368
51.5E,53
36.1M,11
92.1G,5
01.2J,44
44.39,3
26.11Z,2
02.30Z,9
19.3Z,6
23.52Z,1
52.5Z,81
49.41B,295
64.92Z,21
51.8C,6
55.5C,8
41.01,2
70.21Z,143
02.0A,21
17.4C,9
46.32B,18
30.92Z,4
72.4Z,5
19.02,1
10.71C,682
15.1F,44
51.20,16
75.1A,16
