activitePrincipaleUniteLegale,count
47.99A,3153
33.20A,124
58.19Z,46
45.20B,66
48.04,2
25.73B,18
71.3E,3
31.03Z,7
64.11,767
70.3A,411
63.99Z,14
34.2A,10
61.10Z,78
87.30A,37
15.8P,6
45.3H,7
93.0A,6
10.31Z,1
55.3A,1290
46.45Z,77
65.12Z,338
45.1B,9
01.56,5
92.14,2
93.21,4
43.22A,1134
95.12Z,20
47.04,203
74.09,6
26.3Z,1
15.5A,1
90.0E,4
51.9B,34
22.1E,34
31.01Z,29
25.62A,4
71.1A,10
32.2B,5
24.01,1
67.05,199
41.10A,257
64.40,45
26.2A,8
16.01,5
28.11,4
93.0D,406
58.01,7
89.05,9
92.13,1
02.10Z,286
01.1F,88
60.2N,18
43.11Z,34
14.39Z,7
11.01Z,7
01.44Z,1
01.11Z,4743
00.97,190
84.11,133
52.3A,113
47.79Z,375
38.22Z,5
28.30Z,16
23.19Z,18
67.12,5
01.60,5
27.4D,1
77.01,170
49.41A,491
65.02,175
46.23Z,34
23.99Z,16
24.3Z,4
24.06,7
09.90Z,4
29.4C,2
23.01,1
26.4B,1
28.15,8
99.00Z,2
21.09,1
64.23,101
92.3A,210
52.4Z,445
43.99A,223
95.29Z,573
25.2A,11
47.65Z,95
85.02,4
90.13,2
46.36Z,6
44.23,2
44.18,9
29.4B,3
60.01,8
64.49,702
68.20A,2159
55.40,198
85.1E,129
60.11,5
51.3J,40
01.50,11
51.3A,38
14.2A,24
60.20B,2
05.0A,1
60.2E,189
49.32Z,952
45.3E,240
46.46Z,79
80.04,16
84.24Z,13
53.05,11
18.1Z,3
55.60,924
45.2J,130
36.6E,50
52.22Z,5
45.2R,4
55.31,2
56.30Z,860
64.1C,14
22.19Z,20
15.8D,49
86.22A,129
80.30Z,12
31.2B,3
75.04,6
18.20Z,4
74.5A,44
32.99Z,135
36.2C,18
72.2Z,70
21.08,79
99.0Z,1
15.8B,22
01.2E,10
46.11Z,13
92.15,2
49.01,109
36.00Z,102
29.1D,4
52.21Z,107
91.02,1
56.21Z,424
95.11Z,404
52.29A,67
17.29Z,23
45.2C,2
85.3A,1
54.05,7
96.21,1
62.11,489
85.1C,391
22.01,4
20.4Z,19
23.49Z,9
30.99Z,1
46.49Z,271
50.2Z,274
64.44,20
47.77Z,135
54.04,23
58.05,6
92.3J,8
64.11Z,2
01.47Z,193
45.4J,406
47.52A,167
78.20Z,663
18.2G,17
13.30Z,20
11.07B,6
80.2C,2
86.90C,4
77.32Z,114
73.20Z,73
51.1G,9
70.02,3
15.13,3
81.22Z,223
52.4V,56
52.4Y,24
27.5G,2
43.34Z,1710
22.1G,12
80.4D,123
88.99A,8
95.21Z,57
93.19Z,350
80.20Z,84
81.29B,45
36.4Z,7
15.9J,6
28.10,1
21.02,4
17.4A,5
93.0N,264
52.4X,227
54.08,27
47.02,60
72.20Z,46
79.02,15
46.74A,42
92.5C,7
25.61Z,60
28.11Z,16
42.91Z,6
49.20Z,5
11.04Z,1
87.10A,77
52.7H,64
64.20Z,1506
20.1B,14
46.13Z,57
25.12Z,26
24.20Z,3
24.44Z,1
13.10,1
86.90E,2954
90.01Z,1491
01.43Z,206
52.29B,187
74.3B,21
01.74,4
85.31Z,133
03.22Z,18
51.5C,10
46.71Z,103
48.07,6
17.5G,3
71.3G,25
58.08,1
77.10,76
71.20A,154
46.73B,76
29.3C,29
82.20Z,91
59.13,13
25.01,2
66.0A,3
38.11Z,74
44.41,2
31.13,6
51.5A,12
80.4C,188
43.32B,492
47.82Z,883
01.07,47
17.12Z,12
40.1Z,1
52.2G,36
94.92Z,15
94.91Z,250
47.75Z,193
77.12Z,59
38.31Z,15
42.22Z,48
40.33,2
15.8T,4
