activitePrincipaleUniteLegale,count
33.20A,52
47.99A,1125
58.19Z,36
45.20B,46
14.31Z,2
10.62Z,2
25.73B,13
48.04,3
71.3E,1
31.03Z,8
64.11,446
70.3A,295
61.10Z,41
15.8P,2
87.30A,7
34.2A,9
35.4A,1
45.3H,2
63.99Z,2
93.0A,1
55.3A,837
65.12Z,240
92.14,6
01.56,12
46.45Z,33
45.1B,1
93.21,1
43.22A,586
47.04,103
95.12Z,17
74.09,5
90.0E,1
01.63Z,1
15.5A,1
51.9B,14
71.1A,8
32.2B,6
22.1E,17
51.3Q,4
31.01Z,5
41.10A,94
67.05,92
26.2A,154
64.40,22
16.01,4
93.0D,306
58.01,7
92.13,3
89.05,2
14.39Z,12
02.10Z,475
43.11Z,12
01.1F,30
60.2N,1
11.01Z,21
01.44Z,2
01.11Z,796
00.97,180
47.79Z,333
52.3A,79
23.19Z,17
84.11,49
28.30Z,12
67.12,12
01.60,3
49.41A,166
65.02,89
46.23Z,66
23.01,1
77.01,39
23.99Z,8
26.4B,2
21.09,4
28.15,2
09.90Z,1
44.22,2
52.4Z,200
95.29Z,859
60.01,19
92.3A,149
64.23,35
46.36Z,7
47.65Z,31
43.99A,46
85.02,2
29.4B,2
44.23,3
44.18,2
90.13,2
55.40,147
68.20A,1748
85.1E,93
64.49,119
01.50,48
51.3A,18
51.3J,48
60.20B,5
14.2A,6
60.11,2
05.0A,3
49.32Z,412
60.2E,127
46.46Z,38
45.3E,171
80.04,13
18.1Z,3
53.05,5
84.24Z,20
44.25,2
55.60,517
45.2J,34
36.6E,19
52.22Z,1
55.31,2
45.2R,1
15.8D,79
64.1C,33
86.22A,116
56.30Z,627
18.20Z,6
75.04,1
22.19Z,7
80.30Z,17
32.99Z,98
36.2C,11
74.5A,49
15.8B,20
72.2Z,27
46.11Z,29
21.08,33
92.15,3
01.2E,13
49.01,71
36.00Z,49
52.21Z,63
91.02,1
29.1D,2
26.6J,1
56.21Z,143
95.11Z,259
52.29A,42
17.29Z,26
54.05,2
85.3A,3
28.12,1
62.11,265
85.1C,438
20.4Z,8
23.49Z,7
22.01,3
50.2Z,218
47.77Z,78
46.49Z,116
54.04,43
64.11Z,1
58.05,2
92.3J,2
64.44,9
45.4J,335
01.47Z,134
47.52A,114
78.20Z,131
11.07B,5
18.2G,9
13.30Z,5
86.90C,5
80.2C,2
55.13,1
51.1G,12
77.32Z,42
73.20Z,38
15.13,28
52.4V,40
81.22Z,130
52.4Y,10
43.34Z,1050
80.4D,58
