categorieJuridiqueUniteLegale,count
3210,1211
2110,95656
7362,9629
6558,62
7378,233
3200,288
2700,2583
7364,14813
5543,95
3299,4
5498,1223213
7353,24432
2200,28560
5306,7070
6300,1577
5426,16
5458,6076
5546,1089
5520,3761
7160,1001
7352,1
9221,1956
6538,1484
6571,3479
6533,74593
5642,12
5193,204
5415,40
4130,31933
7343,165
8110,4135
7351,1700
2100,2145
8490,2105
2385,1583
5654,9
5599,476379
5553,495
9110,169214
5632,128
5653,16
8300,11
5515,5729
5615,179
6100,1797
7490,484
7323,11654
7313,1217
5195,1496
5525,18
8150,65
8290,326
5600,1
5192,4040
5510,14014
7300,3
6568,306
6544,8
9300,4628
5308,6064
8160,272
5443,25
6567,115
"",5
3110,377
5647,5
6577,649
4150,1270
5499,4388884
7171,8186
7379,443
5432,431
5660,3237
2210,103407
6573,4345
5669,94
6536,12310
6210,987
8200,816
4160,269
6588,7
7382,46
6200,2763
7321,12577
9220,1433281
5196,2381
8420,7662
4140,3246
2300,1379
5699,30244
7312,724
7373,157
6500,8734
5307,47
6521,890
2900,34385
5191,382
3208,1
8170,1259
7349,31
6317,19403
5710,1299453
5453,1404
5770,1473
5651,793
6575,974
5454,39
5630,24
5400,12245
5643,1
7385,2389
5194,2294
7361,46119
5554,359
1000,14437737
7363,158
7348,2691
5551,1253
9240,2224
7220,7089
5658,65
7345,6738
7450,770
5532,942
5203,110
5555,52
9230,14790
6901,868
7356,272
6572,1456
7354,6419
8410,6568
9200,1358
7179,2220
5558,2445
6332,7
7341,3
9260,34983
6220,39491
3220,150061
6565,4570
7383,4924
5542,20
6537,364
4110,1073
5720,798673
6574,1274
5300,118
5200,3400
7120,1573
6599,391511
6578,1333
5552,385
7229,3017
8450,3560
5648,1
7331,11699
7366,4877
6589,78898
8250,4057
4100,692
5100,179
6596,14286
6318,1856
9900,23411
8470,350
5410,3332
8140,369
6595,5545
5620,279
7342,95
7113,231
7111,12
2400,2
7365,181
6411,5949
4120,12636
9150,3832
6562,478
7112,119
7230,208
6560,1400
5370,6
7346,14321
5585,945
5442,141
6542,2504
5659,18
8210,20125
8120,1980
5785,10299
6543,1579
5560,7351
7210,174668
7225,51
5646,200
5631,1
5451,88
5505,87
5530,201
5610,797
8100,105
6412,9
6551,64
6511,953
6566,241
5455,169
6598,123186
7430,1851
7355,2990
5460,5410
7389,10716
7200,23
5652,24
5470,4947
5385,423
6414,3
5431,12
6561,6194
7314,21
5622,8
5685,299
5422,6
7410,1818
5202,212045
6569,130
2120,1793
6554,26
2220,1958
5531,7
3100,27
6532,1065
5670,1
7130,88
7520,936
6585,4168
5605,8
6539,623
6316,25515
5547,303
6540,2168056
9222,1462
5800,1275
9100,522
9224,1312
2320,399
5459,85
7381,4009
3205,178
5559,304
7190,18
7510,9246
5500,5217
5485,71435
7344,321
8510,103
5522,50
8311,3548
6564,2384
5625,1
7384,653
6597,50313
6400,1
9210,2686
5655,5
6563,268
5548,15
8520,6
3290,4068
6541,113841
7172,29663
2310,2221
8130,1562
6535,468
9970,473
7371,217
7372,586
7322,510
8400,595
5309,12
7367,1356
8310,7593
7357,191
9223,11640
5570,19
7100,73
6534,40745
7470,598
6576,2566
8190,35
3120,72025
7340,35
