categorieJuridiqueUniteLegale,count
3210,5
7362,58
2110,525
7378,7
2700,9
7364,157
2200,219
5498,9803
7353,398
5306,27
6300,54
5458,24
5546,28
7160,6
6538,37
9221,36
6571,31
6533,1545
4130,316
7343,2
8110,41
7351,10
8490,19
2385,23
2100,12
5599,2828
5553,1
9110,1309
5632,1
8300,1
5515,46
7490,5
6100,2
7323,376
7313,1
5195,2
5192,4
5510,130
6568,3
9300,36
5308,12
8160,3
6577,3
4150,7
7171,110
5499,21459
7379,6
5660,43
2210,906
6573,33
6536,281
8200,10
6210,3
4160,3
7382,2
7321,137
6200,32
9220,11336
8420,60
5699,240
4140,21
2300,5
7312,43
7373,1
6500,62
5307,1
2900,263
5191,5
8170,14
6317,455
5710,7229
5453,21
5770,1
6575,4
5630,1
5400,95
7385,47
5194,1
7361,766
1000,97181
7363,1
5551,8
7348,14
9240,23
7220,38
7345,99
7450,9
5532,2
5203,6
9230,184
7356,11
6572,8
8410,69
7354,63
9200,4
7179,15
5558,20
9260,13
6565,38
3220,132
6220,276
7383,48
4110,18
6537,1
5720,3641
6574,9
5200,25
7120,13
6599,1515
5552,1
6578,6
8450,41
6589,578
7331,106
4100,26
7366,46
5100,5
8250,32
6318,8
6596,119
9900,150
8470,1
5410,1
8140,5
6595,68
7342,1
4120,113
6411,60
9150,23
6562,2
7230,3
6560,3
7346,131
5585,4
6542,7
8210,225
5785,42
8120,9
6543,1
7210,3056
5560,88
5530,2
5451,1
5610,5
8100,3
6511,10
5455,1
6598,645
7355,42
5460,21
7389,102
5470,38
6561,53
5685,1
7410,16
5202,645
2120,4
2220,6
6532,10
7130,2
6585,39
7520,6
6316,166
6540,16348
9222,8
5800,14
9224,1
2320,2
7381,37
7510,108
5485,392
5500,58
8510,2
5522,1
8311,26
6564,19
7384,5
6597,88
9210,13
6563,2
3290,5
6541,723
7172,314
2310,21
8130,4
9970,3
7372,2
7322,6
8400,3
8310,61
7367,4
7357,3
9223,104
7100,17
6534,159
7470,9
6576,18
3120,116
7340,3
