activitePrincipaleUniteLegale,count
47.99A,926
45.20B,21
33.20A,32
58.19Z,14
25.73B,7
31.03Z,1
64.11,393
70.3A,67
87.30A,35
61.10Z,22
15.8P,4
63.99Z,11
34.2A,6
45.3H,1
93.0A,1
55.3A,579
65.12Z,144
46.45Z,13
01.56,8
45.1B,1
92.14,1
43.22A,383
47.04,177
74.09,2
95.12Z,10
15.5A,1
01.63Z,1
90.0E,3
26.3Z,3
25.62A,5
31.01Z,6
22.1E,2
24.01,1
51.9B,3
71.1A,3
67.05,108
26.2A,7
64.40,32
41.10A,30
16.01,1
93.0D,167
89.05,4
58.01,3
92.13,1
02.10Z,237
11.01Z,21
60.2N,5
01.1F,33
14.39Z,11
43.11Z,1
52.3A,28
01.11Z,3577
00.97,80
47.79Z,189
84.11,59
23.19Z,14
67.12,6
01.60,9
28.30Z,6
27.4D,1
49.41A,116
77.01,45
65.02,88
28.15,3
46.23Z,59
23.99Z,7
99.00Z,1
21.09,2
26.4B,6
24.3Z,4
52.4Z,130
64.23,53
95.29Z,154
92.3A,104
43.99A,13
47.65Z,28
60.01,13
44.18,1
46.36Z,2
68.20A,650
64.49,142
85.1E,28
55.40,136
14.2A,9
51.3J,16
60.11,3
51.3A,6
05.0A,3
01.50,18
60.20B,1
45.3E,142
49.32Z,218
46.46Z,20
60.2E,52
80.04,10
18.1Z,2
53.05,2
84.24Z,2
45.2J,75
55.60,501
36.6E,13
55.31,1
64.1C,11
56.30Z,543
80.30Z,2
15.8D,27
86.22A,34
22.19Z,5
18.20Z,3
75.04,1
32.99Z,50
74.5A,26
36.2C,2
21.08,53
15.8B,19
95.24,3
46.11Z,7
01.2E,7
72.2Z,9
36.00Z,62
49.01,36
52.21Z,15
56.21Z,94
95.11Z,120
17.29Z,9
52.29A,15
96.21,3
54.05,5
85.1C,141
62.11,309
23.49Z,5
22.01,1
20.4Z,5
50.2Z,114
46.49Z,79
64.44,7
47.77Z,47
58.05,7
64.11Z,2
92.3J,3
54.04,4
45.4J,190
47.52A,60
78.20Z,74
01.47Z,62
18.2G,27
80.2C,4
13.30Z,11
86.90C,2
77.32Z,35
73.20Z,17
51.1G,2
15.13,10
52.4V,26
81.22Z,39
52.4Y,7
27.5G,1
43.34Z,509
80.4D,35
95.21Z,13
22.1G,2
88.99A,34
93.19Z,206
81.29B,28
17.4A,2
21.02,1
80.20Z,13
92.5A,2
15.9J,1
36.4Z,1
93.0N,73
72.20Z,4
52.4X,87
47.02,44
54.08,46
46.74A,14
79.02,6
25.61Z,26
11.04Z,4
49.20Z,2
92.5C,10
42.91Z,1
28.11Z,1
64.20Z,367
87.10A,20
20.1B,1
52.7H,22
46.13Z,14
25.12Z,8
24.20Z,2
86.90E,701
90.01Z,464
01.43Z,273
48.07,6
03.22Z,90
52.29B,28
71.3G,10
85.31Z,52
46.71Z,43
17.5G,7
74.3B,3
51.5C,4
01.74,1
58.08,2
59.13,12
46.73B,31
29.3C,25
38.11Z,32
82.20Z,24
77.10,25
71.20A,47
31.13,3
44.41,2
51.5A,4
25.01,1
66.0A,1
47.82Z,169
01.07,76
43.32B,118
80.4C,38
40.1Z,4
17.7A,1
17.12Z,2
15.07,1
94.91Z,75
47.75Z,42
52.2G,16
94.92Z,10
77.12Z,19
42.22Z,21
51.8P,9
38.31Z,5
50.03,3
74.90A,42
56.10C,554
74.10Z,164
33.20C,15
52.4R,91
88.04,1
54.02,2
01.16,3
40.34,1
15.9G,1
43.91A,124
82.11Z,91
87.20A,12
22.3C,1
10.32Z,1
60.20A,5
06.01,2
51.8L,2
93.13Z,13
55.4C,5
27.5C,1
46.44Z,4
14.03,1
81.30Z,355
64.41,63
86.10Z,104
49.05,40
28.5A,6
25.72Z,1
20.16Z,1
58.07,1
45.4L,2
84.11Z,1396
50.4Z,25
43.99B,15
64.42,21
29.3D,14
01.4B,41
23.31Z,5
59.11,9
42.21Z,1
22.23Z,5
52.1F,3
52.02,4
20.42Z,8
80.2A,1
50.1Z,139
46.12B,3
63.3Z,19
52.7C,11
36.5Z,5
79.12Z,13
90.0A,7
35.13Z,12
25.2G,4
20.15Z,4
60.2P,8
26.12Z,2
17.7C,2
85.01,1
15.5C,7
33.3Z,10
77.08,75
63.4B,1
28.6C,3
01.21Z,99
10.13B,81
66.30Z,69
55.2C,12
64.45,45
45.4D,43
"",295
95.22Z,28
60.04,5
54.07,3
35.23Z,9
17.19,1
70.2B,140
23.20Z,3
18.2D,13
55.5A,54
95.11,2
16.0Z,1
20.14Z,8
51.30,1
85.1G,160
17.21B,4
77.14,66
89.07,1
29.32Z,13
29.5L,2
17.3Z,3
33.11Z,3
92.1J,4
01.3Z,836
43.39Z,204
01.4A,175
43.12B,7
22.29B,4
10.52Z,2
37.02,1
34.3Z,1
96.16,1
55.20Z,321
87.01,40
02.10,1
93.12Z,972
94.11Z,65
43.29B,32
43.22B,181
26.51B,8
69.22,7
17.5A,5
03.30,5
87.02,1
25.2H,2
29.1F,2
43.32A,431
01.2G,26
46.42Z,38
11.02B,2
