categorieJuridiqueUniteLegale,count
2110,883
7362,165
7378,7
2700,9
5543,2
7364,79
7353,142
5498,4928
2200,212
5306,16
6300,3
5458,17
5546,6
7160,2
9221,7
6538,6
6571,28
6533,2908
5642,2
5415,1
4130,276
8110,37
7351,8
8490,6
2100,7
2385,23
5599,1201
5553,3
9110,542
5632,1
5515,29
6100,6
7490,2
7313,22
7323,13
8290,1
5192,39
5510,100
5308,19
8160,1
9300,3
3110,1
6577,13
4150,4
7379,12
5499,12114
5432,5
7171,40
2210,968
6573,40
6536,161
8200,2
4160,2
7321,157
6200,13
9220,7430
8420,34
5699,165
4140,15
2300,1
7373,1
6500,23
2900,693
5191,3
8170,6
6317,148
5710,4278
5453,9
5770,2
5651,7
6575,8
5400,13
7385,6
5194,7
7361,364
1000,77627
5551,3
7348,11
9240,22
7220,42
7345,77
5532,13
7450,4
9230,92
6572,6
8410,26
7354,56
7179,8
5558,2
9260,4
6565,27
6220,134
3220,25
7383,15
6537,2
4110,2
6574,16
5720,1995
7120,4
5200,14
6599,1221
5552,4
6578,15
8450,14
7366,37
6589,405
7331,57
8250,54
4100,1
6318,16
6596,210
9900,86
5410,8
8140,4
6595,7
4120,86
6411,22
7365,1
9150,9
6560,6
7346,166
5585,3
6542,7
8210,204
6543,2
8120,17
5785,29
7210,1507
5560,58
5505,2
5530,1
6511,10
6598,1547
5460,24
7355,39
7389,54
5470,11
6561,29
5685,1
7410,5
5202,1013
2120,2
2220,9
6532,7
6585,25
7520,24
6316,382
5547,1
6540,8390
9222,8
5800,6
9224,1
9100,1
2320,1
7381,32
7510,3
5485,198
5500,16
5522,1
8311,6
6564,9
7384,1
6597,177
9210,20
3290,2
6541,402
7172,252
2310,22
6535,4
9970,1
7372,8
7322,1
8400,3
8310,30
7367,11
7357,4
9223,145
6534,374
6576,28
7470,4
3120,66
