activitePrincipaleUniteLegale,count
47.99A,3182
45.20B,72
33.20A,147
58.19Z,28
48.04,5
31.03Z,9
14.31Z,11
25.73B,17
64.11,756
34.2A,15
70.3A,296
61.10Z,69
63.99Z,10
87.30A,37
45.3H,3
15.8P,4
93.0A,6
33.03,2
55.3A,1449
65.12Z,354
01.56,27
46.45Z,29
92.14,3
45.1B,5
93.21,1
43.22A,832
47.04,115
26.3Z,1
95.12Z,24
74.09,3
15.5A,4
01.63Z,1
71.1A,3
22.1E,10
51.9B,10
31.01Z,23
24.01,3
32.2B,2
67.05,89
64.40,52
26.2A,23
41.10A,121
16.01,4
93.0D,406
58.01,9
89.05,7
23.65Z,1
02.10Z,1066
43.11Z,16
14.39Z,20
11.01Z,23
01.1F,19
01.44Z,1
60.2N,7
73.08,1
25.91Z,2
01.11Z,1283
47.79Z,455
00.97,213
84.11,54
27.4D,1
52.3A,88
01.60,6
67.12,9
23.19Z,29
28.30Z,10
38.22Z,1
65.02,154
46.23Z,165
49.41A,356
23.99Z,14
77.01,86
44.22,8
24.3Z,11
24.06,4
28.15,3
21.09,3
23.01,3
26.4B,1
64.23,91
52.4Z,365
25.2A,6
92.3A,208
95.29Z,378
47.65Z,70
44.18,6
43.99A,44
46.36Z,10
60.01,19
85.02,1
29.4B,4
44.23,4
90.13,5
44.20,3
68.20A,3040
55.40,170
64.49,289
51.3J,145
85.1E,110
01.50,76
14.2A,16
51.3A,42
05.0A,12
60.20B,2
60.11,2
49.32Z,478
45.3E,288
60.2E,118
53.05,6
46.46Z,42
84.24Z,8
24.11,1
80.04,8
44.25,5
45.2J,79
55.60,657
36.6E,31
52.22Z,3
45.2R,1
55.31,2
56.30Z,924
15.8D,81
86.22A,99
22.19Z,11
64.1C,33
75.04,1
31.2B,1
80.30Z,8
85.10Z,4
18.20Z,4
74.5A,56
32.99Z,95
36.2C,9
72.2Z,24
46.11Z,45
21.08,68
01.2E,21
15.8B,31
95.24,3
92.15,2
49.01,111
52.21Z,110
36.00Z,71
29.1D,1
91.02,1
95.11Z,314
56.21Z,309
17.29Z,13
45.2C,1
52.29A,54
85.3A,4
96.21,1
62.11,575
85.1C,360
22.01,5
23.49Z,9
20.4Z,16
30.99Z,3
46.49Z,193
50.2Z,325
47.77Z,126
64.44,10
64.11Z,3
58.05,3
54.04,4
92.3J,3
01.47Z,275
45.4J,483
47.52A,159
78.20Z,280
18.2G,12
13.30Z,9
80.2C,8
11.07B,1
86.90C,6
73.20Z,41
77.32Z,66
51.1G,18
70.02,57
15.13,10
89.06,1
81.22Z,127
52.4Y,20
52.4V,75
27.5G,2
43.34Z,873
80.4D,125
95.21Z,62
88.99A,11
44.32,10
22.1G,5
93.19Z,413
80.20Z,32
81.29B,38
36.4Z,2
17.4A,6
21.02,2
28.10,2
52.4X,222
93.0N,172
46.74A,44
72.20Z,28
25.61Z,38
54.08,11
47.02,16
49.20Z,9
42.91Z,8
17.5C,1
79.02,2
92.5C,6
11.04Z,1
87.10A,117
64.20Z,1226
25.12Z,21
52.7H,50
46.13Z,41
20.1B,8
24.20Z,2
01.43Z,666
71.3G,25
90.01Z,1318
86.90E,2252
85.31Z,124
17.5G,5
03.22Z,37
46.71Z,161
52.29B,96
48.07,22
74.3B,26
51.5C,5
58.08,2
38.11Z,81
71.20A,139
46.73B,88
29.3C,59
77.10,54
82.20Z,60
25.01,5
51.5A,29
59.13,18
31.13,4
44.41,2
66.0A,2
43.32B,390
47.82Z,463
01.07,19
80.4C,88
17.7A,15
38.31Z,34
42.22Z,42
94.91Z,225
77.12Z,39
47.75Z,144
52.2G,28
94.92Z,21
51.8P,9
15.07,5
15.8T,2
52.4R,281
74.90A,125
56.10C,1662
74.10Z,458
33.20C,40
88.04,10
15.9G,12
54.02,8
32.03,1
43.91A,295
82.11Z,240
51.8L,16
87.20A,48
22.3C,2
10.32Z,4
60.20A,4
93.13Z,56
55.4C,16
46.44Z,32
45.4L,10
81.30Z,845
49.05,60
64.41,114
86.10Z,185
10.73Z,6
28.5A,17
20.16Z,2
25.72Z,7
58.07,1
32.05,1
84.11Z,2952
64.42,35
01.4B,88
29.3D,20
42.21Z,43
50.4Z,57
43.99B,52
23.31Z,3
59.11,14
28.21Z,2
20.42Z,19
22.23Z,16
52.02,2
80.2A,3
52.1F,1
90.0A,261
50.1Z,341
52.7C,36
79.12Z,42
63.3Z,23
20.15Z,4
36.5Z,10
29.13,2
35.13Z,20
25.2G,12
46.12B,13
31.6C,6
36.6C,2
17.7C,15
60.2P,14
85.01,11
26.12Z,9
77.08,76
33.3Z,14
15.5C,22
71.2E,1
28.6C,4
83.01,1
63.4B,1
75.2G,1
01.21Z,4327
10.13B,94
66.30Z,278
55.2C,28
13.91Z,5
55.20,1
18.07,1
41.10,1
45.4D,107
60.04,14
"",81
95.22Z,89
54.07,10
64.45,59
35.23Z,20
17.19,1
24.41Z,1
70.2B,183
55.5A,101
95.11,3
23.20Z,4
20.14Z,9
18.2D,11
71.2C,4
51.30,4
77.14,150
85.1G,446
33.11Z,62
17.3Z,7
17.21B,10
97.11,1
89.07,3
29.32Z,15
92.1J,4
59.05,1
01.3Z,1259
43.39Z,303
01.4A,343
96.16,4
34.3Z,10
43.12B,23
10.52Z,1
22.29B,19
25.1E,3
87.01,74
55.20Z,849
02.10,2
93.12Z,1654
25.2H,23
43.29B,74
43.22B,638
94.11Z,97
29.1F,3
69.22,8
03.30,4
29.4A,4
26.51B,11
72.11Z,7
17.5A,1
43.32A,1092
46.42Z,63
11.02B,55
01.2G,79
46.35Z,1
65.1E,1
28.1C,14
00.10,301
56.29B,256
44.42,2
58.10,4
15.8M,3
00.30,1
