categorieJuridiqueUniteLegale,count
3210,49
2110,3379
7362,51
6558,3
3200,6
2700,43
7378,2
7364,361
5543,2
7353,242
5498,50707
2200,983
5306,226
6300,32
5426,1
5458,268
5546,50
5520,8
7160,35
9221,25
6538,18
6571,42
6533,862
4130,603
7343,16
8110,87
7351,3
2100,55
8490,50
2385,34
5599,20965
5553,10
9110,6944
5632,2
5515,162
5615,6
6100,6
7490,10
5525,4
7323,37
5195,6
8150,1
8290,9
5192,112
5510,276
7300,1
6568,2
9300,353
5308,206
8160,3
3110,6
4150,17
6577,11
5499,135025
7171,269
7379,3
5432,3
5660,251
2210,2584
6573,70
5669,10
6210,28
6536,236
8200,13
4160,7
7382,3
6200,86
7321,101
9220,43576
5196,244
8420,213
5699,1362
2300,75
4140,51
7373,1
7312,1
6500,464
5307,3
6521,10
2900,621
5191,8
8170,23
6317,216
5710,54487
5770,86
5453,22
5651,6
6575,33
5400,1083
7385,83
5194,4
7361,585
5554,1
1000,408620
7363,2
5551,20
7348,33
7220,171
9240,94
5658,1
7345,51
5532,10
7450,9
5555,1
9230,389
6901,17
6572,21
8410,188
7354,56
9200,88
7179,51
5558,96
9260,18
6220,1431
3220,1055
6565,115
7383,135
4110,30
5720,37849
6574,12
5300,10
5200,100
7120,26
6599,13091
6578,44
7229,7
5552,10
8450,140
7331,234
7366,43
6589,2652
4100,9
8250,45
5100,1
6318,15
6596,326
9900,642
8470,13
5410,8
8140,3
6595,88
7342,1
4120,342
6411,190
7365,3
9150,293
6562,14
7230,4
7112,2
6560,10
5585,49
7346,125
5442,1
6542,75
8210,600
6543,27
5785,456
8120,6
7210,2321
5560,239
5530,7
6551,1
5610,22
8100,2
6412,1
6511,12
6566,3
5455,7
6598,939
5460,320
7355,42
7389,320
5652,1
5470,273
5385,6
6561,217
5685,14
7410,43
5202,6108
6569,7
2120,50
2220,77
3100,9
6532,16
7130,2
6585,97
7520,1
6316,235
5547,8
6540,68982
9222,29
5800,59
9224,33
9100,30
2320,13
5459,6
7381,63
3205,3
7510,2
5485,3404
5500,437
8510,1
5522,1
8311,129
6564,61
7384,15
6597,302
9210,36
6563,6
5548,1
3290,31
6541,5502
7172,449
2310,38
8130,85
6535,9
9970,11
7372,5
7371,3
8400,6
8310,183
7367,4
9223,92
6534,919
6576,41
7470,17
3120,1528
7340,1
