categorieJuridiqueUniteLegale,count
3210,6
2110,1372
7362,55
6558,1
2700,46
3200,2
7378,6
7364,168
5498,21369
2200,304
7353,94
5306,74
6300,4
5458,88
5546,19
5520,3
7160,32
9221,35
6538,3
6571,15
6533,1
4130,370
8110,32
7351,14
2100,37
2385,8
8490,20
5599,11697
5553,1
9110,6228
5515,78
7490,9
6100,62
5615,3
5195,3
8290,4
5192,39
5510,155
6568,1
9300,80
5308,121
8160,1
3110,2
4150,12
6577,16
7171,60
5499,114145
7379,1
5660,8
2210,1247
6573,22
5669,1
6536,35
6210,16
8200,3
4160,4
6200,36
7321,7
9220,21803
8420,57
5699,543
2300,42
4140,66
6500,95
5307,1
6521,8
2900,819
5191,2
8170,14
6317,23
5710,29232
5770,35
5453,4
6575,13
5400,283
5194,50
7385,30
7361,162
1000,249180
5551,18
7348,19
9240,39
7220,167
5658,1
7450,4
7345,11
5532,9
9230,378
6572,20
7356,1
8410,124
9200,3
7354,8
7179,26
5558,49
9260,19
3220,637
6220,673
6565,26
7383,98
4110,10
5720,22679
6574,12
5300,2
5200,47
7120,17
6599,5835
5552,11
6578,16
7229,32
8450,38
6589,1061
7331,221
4100,3
7366,60
5100,6
8250,4
6596,53
6318,1
9900,395
5410,5
8470,5
8140,2
6595,20
5620,1
4120,245
6411,75
7365,3
9150,84
7112,1
7230,2
6560,12
5585,11
7346,3
6542,23
8210,104
5785,218
6543,43
8120,5
5560,137
7210,1208
5646,4
5530,3
5610,15
8100,1
6511,7
6566,2
6598,43
7355,26
5460,76
7389,195
5652,2
5470,70
5385,4
6561,27
5685,2
7410,29
5202,2741
6569,1
2120,22
2220,18
5531,1
6532,2
7130,2
6585,56
6539,5
6316,1
5547,15
6540,41583
9222,34
5800,3
9224,14
2320,2
5459,2
5559,4
7381,8
3205,2
7510,3
5485,1064
5500,83
8510,2
5522,2
8311,76
6564,33
7384,11
6597,27
9210,46
3290,49
6541,1620
7172,380
8130,26
2310,8
9970,5
7371,5
7372,1
7322,1
8400,5
8310,153
9223,3
5570,1
6534,38
6576,34
7470,7
3120,854
