activitePrincipaleUniteLegale,count
47.99A,1679
45.20B,48
33.20A,60
31.03Z,10
14.31Z,38
58.19Z,15
48.04,7
25.73B,7
71.3E,1
10.62Z,1
64.11,501
70.3A,96
61.10Z,31
63.99Z,10
34.2A,4
87.30A,11
45.3H,1
10.31Z,2
01.12Z,1
55.3A,548
65.12Z,162
45.1B,5
46.45Z,35
01.56,4
92.14,1
43.22A,516
47.04,101
95.12Z,19
01.63Z,2
74.09,11
15.5A,1
51.9B,18
22.1E,17
32.2B,5
71.1A,1
31.01Z,7
51.3Q,2
41.10A,86
64.40,35
67.05,136
26.2A,7
16.01,2
92.13,1
93.0D,188
89.05,6
58.01,2
02.10Z,406
01.1F,81
14.39Z,25
60.2N,7
11.01Z,15
43.11Z,16
01.11Z,4325
47.79Z,200
84.11,32
52.3A,39
01.60,4
23.19Z,20
28.30Z,20
00.97,21
67.12,8
38.22Z,2
65.02,100
77.01,84
49.41A,259
44.22,42
23.99Z,5
46.23Z,21
21.09,3
09.90Z,3
28.15,1
26.4B,3
64.23,55
52.4Z,159
92.3A,91
95.29Z,233
44.23,18
60.01,10
43.99A,42
47.65Z,53
44.18,12
46.36Z,6
44.20,21
25.2A,4
85.02,1
90.13,1
64.49,216
68.20A,1064
55.40,121
51.3J,31
85.1E,47
60.11,3
51.3A,9
14.2A,12
01.50,5
60.20B,1
60.2E,38
49.32Z,303
45.3E,137
53.05,7
44.25,61
84.24Z,6
80.04,2
46.46Z,38
24.11,1
55.60,431
45.2J,78
55.31,4
36.6E,12
45.2R,2
52.22Z,1
56.30Z,426
22.19Z,3
86.22A,71
64.1C,7
18.20Z,9
15.8D,19
80.30Z,12
36.2C,4
32.99Z,90
74.5A,7
72.2Z,29
01.2E,10
21.08,33
46.11Z,15
15.8B,8
36.00Z,119
52.21Z,44
49.01,65
91.02,1
56.21Z,167
17.29Z,9
95.11Z,171
52.29A,36
28.12,4
45.2C,2
96.21,1
85.1C,182
62.11,159
23.49Z,3
20.4Z,12
30.99Z,3
22.01,4
46.49Z,134
50.2Z,117
64.44,15
47.77Z,48
92.3J,3
58.05,11
64.11Z,1
54.04,11
01.47Z,47
47.52A,64
45.4J,166
78.20Z,105
13.30Z,18
18.2G,51
11.07B,1
86.90C,1
80.2C,2
77.32Z,40
73.20Z,16
51.1G,5
70.02,1
15.13,2
81.22Z,83
52.4V,37
52.4Y,8
27.5G,2
43.34Z,688
80.4D,58
88.99A,30
95.21Z,19
44.32,1
22.1G,4
81.29B,35
93.19Z,136
80.20Z,38
17.4A,4
15.9J,5
92.5A,4
36.4Z,4
93.0N,102
52.4X,89
25.61Z,27
47.02,21
54.08,25
46.74A,21
11.04Z,4
79.02,8
92.5C,2
72.20Z,13
49.20Z,4
42.91Z,3
64.20Z,1013
52.7H,36
24.20Z,4
87.10A,55
20.1B,5
25.12Z,19
46.13Z,20
29.16,1
86.90E,1257
90.01Z,551
85.31Z,67
71.3G,29
01.43Z,60
52.29B,69
48.07,3
03.22Z,14
46.71Z,49
01.74,3
58.08,2
74.3B,7
17.5G,10
51.5C,2
77.10,57
71.20A,74
82.20Z,51
46.73B,46
38.11Z,27
59.13,6
29.3C,35
31.13,4
25.01,3
51.5A,5
62.1Z,1
44.41,2
66.0A,4
00.11,1
01.07,26
47.82Z,292
80.4C,46
43.32B,227
17.7A,32
17.12Z,3
40.1Z,5
94.92Z,18
94.91Z,87
77.12Z,25
47.75Z,67
52.2G,14
38.31Z,6
42.22Z,36
15.07,3
51.8P,9
50.03,1
56.10C,927
88.04,17
