categorieJuridiqueUniteLegale,count
3210,612
2110,5519
7362,24
6558,1
2700,78
3200,24
7378,22
7364,376
5543,4
5498,99506
2200,1272
5306,1285
6300,49
5458,333
5546,81
5520,3318
7160,184
9221,39
6538,50
6571,114
6533,2
5193,5
4130,780
8110,173
7351,4
2100,134
8490,308
2385,68
5599,80816
5553,13
9110,44214
5632,1
5653,1
5515,152
6100,172
7490,64
5615,3
5525,5
5195,16
7323,1
8150,3
8290,60
5192,125
5510,398
7300,1
6568,81
6544,1
9300,1151
5308,828
8160,28
5443,3
6567,1
3110,60
6577,10
4150,13
5499,624701
7171,461
7379,6
5432,5
5660,32
2210,5070
5669,13
6573,49
6536,1124
6210,206
8200,30
4160,11
7382,1
7321,92
6200,284
9220,110656
8420,1479
2300,229
5699,3751
4140,64
7373,1
6500,722
5307,10
6521,641
2900,4439
5191,69
8170,55
6317,52
5710,176745
5770,250
5453,15
5651,6
6575,33
5400,1569
5194,82
7385,157
5554,4
7361,381
1000,908725
7363,12
5551,64
9240,190
7220,339
5658,4
7345,4
7450,22
5532,9
5203,2
9230,865
6901,53
6572,83
8410,1222
9200,12
7354,12
7179,102
5558,142
9260,89
6220,5651
3220,6341
6565,197
7383,539
5542,1
4110,149
5720,109149
6574,14
5300,5
7120,601
5200,427
6599,56156
6578,206
5552,34
7229,2808
8450,555
7331,331
6589,5059
4100,11
7366,7
8250,16
5100,8
6318,39
6596,132
9900,4552
5410,119
8470,44
8140,13
5620,241
6595,36
7113,215
7111,9
2400,2
6411,438
4120,576
7365,7
9150,142
6562,68
7112,84
7230,16
6560,81
5370,1
5585,183
6542,239
5659,4
8210,1259
5785,1289
6543,72
8120,59
5560,536
7225,5
7210,12
5646,13
5505,7
5530,7
5451,6
8100,11
5610,106
6551,1
6511,14
6566,74
5455,1
6598,32
5460,404
7355,15
7389,882
5652,5
5470,235
5385,17
5431,1
6561,1300
7314,10
5622,1
5685,18
7410,185
5202,37171
6569,26
2120,336
6554,1
2220,262
6532,9
7130,18
6585,296
7520,1
6539,61
6316,1
5547,28
6540,150025
9222,55
5800,212
9224,854
9100,4
5459,18
2320,70
5559,24
3205,101
7381,106
7190,2
5500,436
5485,7881
8510,27
7344,2
5522,23
8311,265
6564,114
7384,46
6597,194
6400,1
9210,351
6563,47
8520,3
5548,2
3290,233
6541,9984
7172,664
2310,132
8130,469
9970,33
6535,15
7322,45
8400,71
5309,1
8310,823
9223,17
7100,3
6534,1321
6576,24
7470,4
8190,5
3120,12299
