categorieJuridiqueUniteLegale,count
7362,72
2110,851
2700,25
7378,1
7364,279
2200,258
5498,14423
7353,397
5306,99
6300,12
5426,1
5458,145
5546,34
5520,7
7160,9
9221,131
6538,5
6571,95
6533,1346
5193,7
4130,505
7343,13
8110,102
7351,17
2100,42
2385,43
8490,32
5599,5934
5553,6
9110,1022
5653,1
5632,5
5515,68
6100,13
5615,3
7323,456
8290,4
5192,46
5510,286
6568,7
5308,188
9300,27
5443,1
8160,3
6567,3
4150,13
6577,7
5499,50937
7171,77
7379,3
5432,2
5660,8
2210,1504
6573,78
6536,160
8200,1
6210,10
4160,7
7321,76
6200,28
9220,20292
5196,179
8420,54
2300,60
5699,480
4140,41
7312,8
7373,4
6500,45
2900,283
5191,1
8170,16
6317,389
5710,16453
5453,38
5770,14
5651,1
6575,15
5630,4
5400,138
7385,32
5194,2
7361,1153
5554,18
1000,215422
7363,8
5551,14
7348,97
9240,45
7220,163
5658,1
7345,208
5532,16
9230,148
6901,2
6572,17
7356,1
8410,102
7354,150
9200,1
7179,41
5558,85
9260,2
6220,514
3220,300
6565,101
7383,65
4110,15
5720,7701
6574,29
5300,2
5200,37
7120,8
6599,3398
6578,17
5552,3
8450,30
6589,1344
7331,284
7366,136
8250,37
6318,30
6596,176
9900,430
5410,13
8470,3
8140,3
6595,108
7342,3
4120,235
6411,83
9150,22
6562,8
6560,2
7346,222
5585,2
6542,5
8210,350
8120,618
5785,86
6543,6
7210,3605
5560,56
5646,11
5451,1
5610,7
6412,1
6511,23
6566,3
6598,2051
5460,62
7355,54
7389,172
5652,1
5470,102
5385,6
6561,77
5685,3
5422,2
7410,29
5202,1946
6569,1
2120,13
2220,20
6532,18
6585,24
7520,5
6539,3
6316,273
5547,3
6540,35733
9222,78
5800,20
9100,15
9224,4
2320,8
5459,1
7381,126
5559,79
7510,226
5485,1234
5500,145
8311,57
6564,43
7384,5
6597,685
9210,29
3290,16
6541,620
7172,683
2310,27
8130,16
9970,6
6535,2
7372,8
7371,1
7322,7
8400,5
8310,149
7367,19
7357,3
9223,121
6534,324
6576,40
7470,14
3120,293
7340,2
