categorieJuridiqueUniteLegale,count
3210,7
2110,863
7362,58
2700,29
7378,9
7364,57
2200,366
5498,8768
7353,181
5306,69
6300,28
5458,34
5546,7
7160,5
9221,2
6571,67
6533,316
5193,2
4130,247
7343,12
8110,31
7351,4
8490,26
2100,37
2385,25
5599,1946
5553,1
5632,3
9110,1606
5515,37
5615,1
7490,3
6100,1
7323,13
7313,1
8150,3
5192,86
5510,152
6568,5
5308,26
8160,5
5443,2
9300,19
6567,1
4150,41
6577,6
5499,36816
7379,5
7171,23
5432,10
5660,2
2210,1680
6573,71
8200,85
6536,33
6210,8
4160,1
7321,507
6200,17
9220,13274
5196,46
8420,109
2300,22
5699,138
4140,56
7373,8
6500,282
2900,243
5191,3
8170,7
6317,323
5710,8576
5453,20
5770,4
6575,8
5400,179
5194,1
7385,20
7361,251
5554,2
1000,150445
7363,1
5551,2
7348,39
9240,4
7220,46
7345,56
5532,12
7450,5
9230,81
6901,7
6572,29
7356,2
8410,46
7354,62
9200,3
7179,19
5558,6
9260,9
6220,324
6565,38
3220,174
7383,44
6537,43
4110,3
5720,5481
6574,35
5300,3
5200,47
7120,7
6599,1715
6578,9
5552,2
8450,21
6589,909
7331,69
7366,32
8250,38
5100,2
4100,1
6596,134
6318,21
9900,162
5410,29
8470,1
8140,3
6595,7
7342,1
4120,93
6411,25
9150,29
6562,5
6560,13
7346,112
5585,2
5442,54
6542,33
8210,167
5785,83
6543,3
8120,3
7210,1164
5560,25
5646,2
5530,3
6511,6
6566,1
6598,952
5460,71
7355,53
7389,71
5470,19
6561,73
5685,2
7410,12
5202,1196
2120,13
2220,8
6532,16
6585,54
7520,23
6539,4
6316,140
5547,1
6540,23063
9222,9
5800,4
9100,7
9224,2
2320,5
7381,32
7510,106
5485,407
5500,37
8510,1
8311,20
6564,37
7384,1
6597,566
9210,31
3290,95
6541,820
7172,229
2310,21
8130,7
9970,14
7371,6
7372,1
7322,3
8400,1
8310,51
9223,233
6534,399
6576,29
7470,8
3120,342
