activitePrincipaleUniteLegale,count
47.99A,1794
33.20A,47
25.73B,11
48.04,4
45.20B,40
31.03Z,6
58.19Z,15
70.3A,171
64.11,340
34.2A,3
61.10Z,33
87.30A,23
15.8P,2
93.0A,4
63.99Z,7
35.4A,1
45.3H,3
55.3A,682
01.56,11
65.12Z,219
46.45Z,21
33.03,3
45.1B,1
93.21,1
47.04,93
43.22A,566
95.12Z,4
90.0E,3
01.63Z,6
74.09,3
22.1E,14
31.01Z,28
51.9B,15
71.1A,10
25.62A,14
67.05,97
41.10A,73
64.40,22
26.2A,10
16.01,2
93.0D,198
58.01,2
89.05,3
92.13,2
02.10Z,281
01.1F,34
60.2N,2
11.01Z,16
14.39Z,14
43.11Z,6
01.44Z,1
01.11Z,3816
00.97,112
47.79Z,249
84.11,58
52.3A,49
38.22Z,4
67.12,13
28.30Z,4
23.19Z,8
01.60,7
77.01,85
49.41A,151
23.99Z,11
65.02,89
21.09,3
46.23Z,17
24.06,1
23.01,2
28.15,2
29.4C,2
44.22,1
24.3Z,1
52.4Z,204
95.29Z,302
47.65Z,37
92.3A,135
64.23,54
43.99A,69
60.01,8
25.2A,5
90.13,3
46.36Z,10
85.02,4
44.18,1
64.49,191
01.50,24
68.20A,2178
55.40,120
85.1E,66
51.3J,35
14.2A,9
51.3A,20
45.3E,142
49.32Z,314
60.2E,88
46.46Z,33
80.04,21
53.05,4
80.07,1
18.1Z,1
84.24Z,4
55.60,500
36.6E,13
45.2J,87
55.31,3
73.09,1
56.30Z,611
15.8D,28
86.22A,61
75.04,4
80.30Z,9
64.1C,5
22.19Z,1
18.20Z,4
31.2B,1
32.99Z,112
36.2C,8
74.5A,18
46.11Z,19
21.08,47
01.2E,18
72.2Z,31
15.8B,15
82.04,1
95.24,1
36.00Z,127
29.1D,4
91.02,7
49.01,37
52.21Z,50
56.21Z,169
95.11Z,195
17.29Z,16
52.29A,45
96.21,4
28.12,2
85.3A,5
54.05,4
62.11,304
85.1C,207
20.4Z,11
23.49Z,1
22.01,1
46.49Z,96
47.77Z,54
50.2Z,134
64.44,9
92.3J,3
64.11Z,1
54.04,12
47.52A,101
01.47Z,147
45.4J,243
78.20Z,175
18.2G,5
13.30Z,9
80.2C,1
86.90C,2
73.20Z,37
77.32Z,39
15.13,4
51.1G,5
70.02,1
52.4V,31
81.22Z,84
52.4Y,16
27.5G,1
43.34Z,794
22.1G,9
80.4D,62
88.99A,11
95.21Z,44
44.32,1
93.19Z,255
80.20Z,39
36.4Z,9
21.02,6
81.29B,24
17.4A,2
15.9J,1
52.4X,113
93.0N,109
54.08,47
79.02,7
25.61Z,40
46.74A,26
47.02,26
28.11Z,4
92.5C,7
72.20Z,14
49.20Z,1
17.5C,1
64.20Z,745
52.7H,36
25.12Z,28
87.10A,39
46.13Z,16
20.1B,1
24.44Z,1
24.20Z,1
86.90E,1295
01.74,5
90.01Z,661
01.43Z,179
03.22Z,50
85.31Z,68
52.29B,48
74.3B,19
71.3G,20
48.07,7
46.71Z,59
58.08,7
17.5G,5
51.5C,2
77.10,45
71.20A,77
59.13,7
82.20Z,39
38.11Z,45
46.73B,44
66.0A,2
31.13,2
29.3C,21
44.41,2
51.5A,13
25.01,1
47.82Z,425
43.32B,259
01.07,122
80.4C,54
17.12Z,2
40.1Z,1
94.91Z,83
47.75Z,70
38.31Z,20
77.12Z,20
52.2G,24
42.22Z,19
15.07,1
51.8P,15
94.92Z,7
74.10Z,271
56.10C,928
52.4R,132
74.90A,74
15.9G,4
88.04,7
33.20C,10
01.16,8
54.02,3
32.03,1
82.11Z,160
43.91A,330
51.8L,7
87.20A,10
10.32Z,2
60.20A,2
24.05,1
22.3C,1
93.13Z,24
55.4C,22
27.5C,1
46.44Z,13
