categorieJuridiqueUniteLegale,count
2110,288
7362,48
2700,1
7364,59
5498,989
7353,62
2200,76
5306,1
6300,2
5546,2
5458,5
7160,1
9221,6
6538,5
6571,3
6533,747
4130,118
8110,9
7351,3
2100,8
8490,7
2385,2
5599,287
5553,3
9110,78
5515,49
7490,1
6100,1
7313,138
7323,15
8150,2
5192,13
5510,48
8160,1
9300,4
5308,3
4150,7
6577,5
5499,3426
7379,4
7171,20
5432,1
5660,2
2210,231
6573,16
6536,101
8200,18
6210,1
4160,2
7321,43
6200,5
9220,3913
5196,24
8420,15
4140,6
5699,19
2300,4
6500,9
2900,22
8170,1
6317,38
5710,977
5453,3
6575,4
5400,9
7385,4
7361,209
1000,24278
5551,1
9240,8
7220,13
7345,40
9230,38
6572,7
7354,34
8410,16
9200,7
7179,2
5558,5
9260,2
6220,55
3220,2
6565,8
7383,14
6537,7
4110,1
5720,461
6574,2
5300,1
7120,6
5200,4
6599,152
6578,1
5552,4
8450,15
6589,38
7331,35
8250,12
7366,13
6318,5
6596,52
9900,28
5410,14
8140,3
6595,2
4120,32
6411,15
7365,1
9150,17
6562,1
6560,5
7346,93
6542,3
8210,28
6543,12
5785,7
7210,956
5560,2
5530,3
8100,1
6511,6
5455,1
6598,130
5460,8
7355,24
7389,19
5470,3
7410,4
5202,141
2120,3
2220,2
6532,3
7520,6
6585,15
6539,2
6316,63
5547,1
6540,2243
9100,4
2320,2
7381,12
7510,149
5485,59
5500,8
8311,3
7384,4
6597,19
9210,21
6541,35
7172,128
2310,1
7372,1
6535,1
8400,1
8310,9
7367,6
7357,2
9223,52
6534,82
6576,9
3120,3
