activitePrincipaleUniteLegale,count
47.99A,3177
58.19Z,60
33.20A,150
48.04,24
45.20B,78
25.73B,12
71.3E,1
31.03Z,4
64.11,987
70.3A,730
45.3H,8
63.99Z,11
87.30A,80
93.0A,7
10.31Z,1
61.10Z,71
15.8P,9
03.40,3
34.2A,18
35.4A,1
55.3A,1662
65.12Z,322
46.45Z,49
45.1B,10
01.56,5
93.21,1
47.04,171
43.22A,1597
01.63Z,1
95.12Z,22
74.09,17
26.3Z,2
90.0E,4
15.5A,1
25.62A,3
32.2B,9
22.1E,31
31.01Z,10
51.9B,10
71.1A,6
51.3Q,6
67.05,124
64.40,55
41.10A,520
16.01,9
26.2A,19
28.11,1
93.0D,474
58.01,11
89.05,6
02.10Z,166
11.01Z,130
43.11Z,39
14.39Z,15
01.1F,8
60.2N,19
73.08,6
01.44Z,3
01.11Z,5881
47.79Z,750
67.12,23
84.11,80
52.3A,114
23.19Z,27
01.60,10
28.30Z,34
00.97,75
38.22Z,3
65.02,232
49.41A,313
77.01,171
46.23Z,43
21.09,5
23.99Z,7
28.15,6
23.01,2
24.3Z,6
09.90Z,4
24.06,4
99.00Z,1
95.29Z,1235
64.23,116
52.4Z,672
92.3A,313
47.65Z,89
43.99A,91
46.36Z,9
25.2A,5
60.01,19
85.02,4
90.13,4
44.18,3
29.4B,1
05.0A,740
68.20A,11834
64.49,487
55.40,275
85.1E,116
51.3J,122
51.3A,48
14.2A,18
01.50,8
60.20B,3
60.11,3
45.3E,396
49.32Z,711
60.2E,150
46.46Z,50
80.04,8
18.1Z,2
53.05,13
84.24Z,17
90.0G,2
55.60,1535
36.6E,52
45.2J,69
52.22Z,61
55.31,2
73.09,1
45.2R,2
75.04,4
56.30Z,1243
86.22A,250
22.19Z,9
15.8D,77
80.30Z,17
64.1C,42
18.20Z,8
74.5A,50
32.99Z,239
36.2C,19
72.2Z,52
15.8B,107
46.11Z,19
21.08,89
01.2E,20
82.04,2
49.01,104
52.21Z,66
36.00Z,102
29.1D,9
26.6J,1
91.02,1
56.21Z,432
95.11Z,471
52.29A,48
17.29Z,27
96.21,3
54.05,1
28.12,5
85.1C,442
62.11,712
20.4Z,17
30.99Z,1
23.49Z,3
22.01,3
50.2Z,450
46.49Z,401
47.77Z,160
54.04,14
64.44,18
58.05,7
64.11Z,3
92.3J,2
01.47Z,115
45.4J,522
47.52A,259
78.20Z,212
13.30Z,26
11.07B,5
18.2G,4
80.2C,10
55.13,1
86.90C,4
73.20Z,63
77.32Z,93
51.1G,10
15.13,3
70.02,1
81.22Z,195
52.4V,52
52.4Y,37
27.5G,3
43.34Z,2440
80.4D,135
95.21Z,81
88.99A,24
44.32,1
22.1G,5
93.19Z,908
81.29B,152
28.10,2
80.20Z,61
36.4Z,8
17.4A,7
92.5A,2
21.02,2
52.4X,204
72.20Z,26
93.0N,314
25.61Z,36
46.74A,64
92.5C,14
79.02,12
54.08,10
28.11Z,8
33.1A,2
49.20Z,2
47.02,9
42.91Z,10
52.7H,113
64.20Z,2609
87.10A,149
25.12Z,39
46.13Z,61
24.20Z,3
20.1B,20
24.44Z,1
29.16,1
13.10,1
85.31Z,113
86.90E,4215
90.01Z,1871
52.29B,84
01.43Z,320
03.22Z,24
46.71Z,104
71.3G,26
74.3B,35
58.08,6
17.5G,7
51.5C,6
48.07,18
01.74,1
71.20A,139
00.11,104
38.11Z,67
