categorieJuridiqueUniteLegale,count
3210,1
2110,282
7362,29
7378,1
7364,34
5543,1
2200,157
5498,2345
7353,97
5306,4
6300,2
5458,47
5546,4
7160,1
9221,3
6571,8
6533,154
4130,136
8110,13
7351,7
2100,3
8490,19
2385,2
5599,550
9110,387
5515,41
7490,7
5615,6
7323,5
5192,8
5510,86
9300,7
5308,2
4150,7
6577,2
5499,14535
7171,27
5432,4
7379,2
5660,2
2210,357
6573,29
8200,1
6210,2
6536,1
4160,1
7321,35
6200,12
9220,4576
8420,9
4140,24
5699,37
2300,1
6500,40
2900,74
5191,1
8170,5
6317,42
5710,3622
5770,4
6575,4
5400,31
7385,7
7361,71
1000,53478
7363,1
7348,7
5551,1
9240,1
7220,32
7345,42
7450,5
5532,8
9230,27
7356,5
6572,3
9200,15
7354,11
8410,8
7179,13
9260,11
6220,59
3220,12
6565,12
7383,24
4110,6
5720,2422
6574,6
5300,1
5200,10
7120,2
6599,1308
7229,19
5552,2
6578,1
8450,16
6589,158
7331,59
4100,2
7366,1
8250,7
6318,2
6596,18
9900,26
5410,22
8470,1
8140,1
6595,4
4120,7
6411,18
9150,25
6560,8
7346,44
5585,3
6542,10
8210,85
5785,42
8120,3
6543,2
7210,697
5560,11
5505,3
5530,1
8100,2
6511,3
6598,220
5460,12
7355,11
7389,52
5385,6
5470,7
6561,3
5685,2
7410,5
5202,315
2120,2
6554,1
2220,6
6532,14
6585,18
6539,1
6316,145
5547,2
6540,7123
9224,2
9100,2
7381,14
7510,4
5485,158
5500,11
5522,1
8311,4
6564,17
7384,6
6597,133
9210,25
6563,3
3290,2
6541,480
7172,169
2310,3
8130,3
7372,2
6535,2
9970,1
8400,1
8310,28
7367,7
7357,1
9223,18
6534,81
7470,2
6576,7
3120,27
