activitePrincipaleUniteLegale,count
47.99A,1
64.11,1
46.45Z,1
43.22A,1
22.1E,1
92.13,2
11.01Z,1
49.41A,1
68.20A,17
55.40,1
84.24Z,3
46.46Z,1
46.11Z,1
36.00Z,3
64.11Z,3
46.49Z,8
47.77Z,2
22.1G,1
81.29B,1
93.19Z,2
64.20Z,12
85.31Z,96
86.90E,2
52.29B,1
03.22Z,1
38.11Z,4
74.10Z,3
32.05,1
86.10Z,12
84.11Z,706
20.42Z,1
"",1
77.14,1
93.12Z,8
43.22B,1
94.11Z,1
46.42Z,1
93.11Z,1
72.19Z,4
74.1G,1
74.30Z,1
79.11Z,2
47.11B,1
63.4A,1
84.30B,1
47.61Z,1
84.30A,2
59.20Z,1
64.19Z,2
49.39A,2
37.00Z,1
03.21Z,1
46.17B,1
86.08,1
20.41Z,1
74.1J,1
56.10A,2
85.32Z,14
86.90D,4
46.19B,7
85.42Z,12
46.69B,1
73.12Z,1
45.3A,1
50.10Z,7
26.51A,1
94.99Z,17
49.31Z,1
77.29Z,3
70.10Z,3
82.99Z,4
46.37Z,1
79.90Z,1
18.11,1
92.1F,1
90.04Z,1
51.1T,2
74.1A,1
86.22C,3
47.78C,2
63.11Z,1
60.10Z,1
51.12,1
47.64Z,1
62.01Z,2
46.18Z,1
77.34Z,1
84.12Z,20
59.14Z,1
61.1B,1
90.03A,3
77.35Z,1
46.39B,1
77.39Z,4
61.90Z,2
46.90Z,5
61.30Z,1
86.21Z,8
96.02B,1
85.52Z,1
50.3A,1
91.01Z,1
71.11Z,1
51.10Z,2
77.02,1
87.10B,1
68.31Z,3
85.59A,2
85.59B,2
64.92Z,1
82.92Z,1
60.09,1
96.09Z,2
91.04Z,1
80.10Z,2
03.11Z,2
47.41Z,1
47.91A,1
30.11Z,1
41.10D,1
45.11Z,2
90.03B,2
59.11C,1
47.99B,2
77.22Z,1
41.20B,1
84.21Z,1
68.32A,5
50.20Z,1
68.10Z,1
84.13Z,29
70.22Z,5
71.20B,3
58.14Z,1
66.22Z,1
58.11Z,1
58.29C,1
47.59B,1
69.20Z,1
88.99B,26
49.42Z,1
35.12Z,1
24.5C,1
93.29Z,1
51.5F,1
69.10Z,2
73.11Z,2
85.51Z,4
59.11A,1
32.12Z,2
71.12B,3
68.20B,176
84.23Z,29
