activitePrincipaleUniteLegale,count
33.20A,205
47.99A,2729
45.20B,77
25.73B,21
58.19Z,39
48.04,4
31.03Z,4
14.31Z,1
64.11,693
70.3A,345
61.10Z,70
34.2A,14
45.3H,14
15.8P,7
87.30A,15
63.99Z,9
35.4A,1
10.31Z,1
93.0A,1
55.3A,1006
46.45Z,40
65.12Z,194
92.14,2
45.1B,12
01.56,5
43.22A,1140
47.04,53
95.12Z,12
74.09,4
90.0E,2
01.63Z,1
22.1E,37
32.2B,6
31.01Z,34
25.62A,6
71.1A,8
51.9B,7
24.01,2
51.3Q,1
67.05,265
41.10A,173
64.40,32
26.2A,9
28.11,2
16.01,3
93.0D,308
89.05,10
23.65Z,1
58.01,1
92.13,1
02.10Z,317
01.1F,15
43.11Z,20
60.2N,22
11.01Z,19
14.39Z,13
01.44Z,1
25.91Z,3
01.11Z,4513
47.79Z,511
23.19Z,21
52.3A,83
00.97,51
28.30Z,15
84.11,42
38.22Z,3
01.60,4
67.12,6
77.01,95
65.02,109
49.41A,469
46.23Z,38
23.99Z,11
21.09,4
28.15,13
24.3Z,8
23.01,2
24.06,2
99.00Z,1
95.29Z,668
52.4Z,334
92.3A,197
64.23,88
47.65Z,64
43.99A,56
25.2A,9
46.36Z,14
44.18,2
90.13,3
60.01,24
29.4B,2
68.20A,7363
55.40,175
51.3A,9
64.49,341
85.1E,80
14.2A,11
01.50,13
51.3J,20
60.11,1
05.0A,4
60.2E,192
46.46Z,61
49.32Z,795
45.3E,286
53.05,10
80.04,7
84.24Z,7
90.0G,2
55.60,818
45.2J,227
36.6E,51
55.31,4
52.22Z,7
45.2R,2
56.30Z,1077
18.20Z,11
86.22A,79
15.8D,44
22.19Z,22
80.30Z,14
75.04,2
64.1C,10
31.2B,2
85.10Z,4
32.99Z,189
74.5A,26
36.2C,9
21.08,92
72.2Z,45
15.8B,24
01.2E,13
46.11Z,33
82.04,2
49.01,65
52.21Z,79
36.00Z,123
91.02,9
29.1D,3
95.11Z,354
56.21Z,391
52.29A,38
54.05,3
17.29Z,18
28.12,3
96.21,1
45.2C,1
85.3A,1
85.1C,290
62.11,280
20.4Z,10
23.49Z,6
22.01,2
46.49Z,193
50.2Z,288
47.77Z,123
64.44,15
54.04,10
64.11Z,3
58.05,4
92.3J,1
45.4J,387
78.20Z,315
47.52A,138
01.47Z,102
18.2G,2
86.90C,4
13.30Z,7
11.07B,2
80.2C,2
55.13,1
73.20Z,44
77.32Z,95
70.02,17
51.1G,11
15.13,1
81.22Z,247
52.4V,69
52.4Y,37
27.5G,7
43.34Z,1600
95.21Z,30
80.4D,77
88.99A,8
22.1G,10
29.5M,3
81.29B,56
15.9J,15
93.19Z,316
21.02,9
80.20Z,54
17.4A,8
92.5A,1
36.4Z,1
28.10,1
72.20Z,15
52.4X,197
93.0N,215
92.5C,7
25.61Z,61
79.02,5
46.74A,30
47.02,14
33.1A,2
42.91Z,6
49.20Z,2
54.08,2
28.11Z,1
64.20Z,1584
87.10A,60
25.12Z,40
46.13Z,31
52.7H,41
20.1B,10
24.44Z,1
24.20Z,4
90.01Z,930
86.90E,1848
01.43Z,528
85.31Z,102
74.3B,17
46.71Z,83
71.3G,18
51.5C,13
52.29B,62
03.22Z,28
48.07,9
17.5G,7
58.08,1
01.74,1
82.20Z,58
46.73B,53
77.10,58
29.3C,32
71.20A,138
38.11Z,70
59.13,13
25.01,2
66.0A,1
44.41,2
31.13,2
51.5A,1
62.1Z,1
80.4C,92
47.82Z,542
43.32B,474
01.07,24
40.1Z,9
17.12Z,7
52.2G,28
47.75Z,101
77.12Z,36
94.91Z,230
38.31Z,17
51.8P,12
94.92Z,12
42.22Z,23
50.03,2
52.4R,176
56.10C,1560
74.10Z,554
74.90A,164
33.20C,46
54.02,3
88.04,3
28.2A,1
01.16,2
26.5C,1
43.91A,288
82.11Z,296
06.01,9
87.20A,21
24.05,2
22.3C,3
10.32Z,1
60.20A,2
51.8L,6
40.2C,1
93.13Z,38
46.44Z,38
55.4C,12
35.3A,1
61.1A,2
64.41,68
81.30Z,1262
28.5A,28
49.05,56
45.4L,24
86.10Z,227
25.72Z,12
20.16Z,12
58.07,5
10.73Z,3
84.11Z,2827
50.4Z,57
01.4B,172
42.21Z,28
43.99B,54
64.42,32
17.24Z,1
29.3D,8
28.21Z,5
59.11,10
80.2A,3
52.1F,6
20.42Z,33
22.23Z,16
52.02,5
50.1Z,399
25.2G,11
63.3Z,23
90.0A,68
52.7C,36
79.12Z,22
20.15Z,5
35.13Z,17
36.5Z,5
46.12B,17
36.6C,1
31.6C,1
60.2P,24
26.12Z,19
17.7C,3
85.01,6
77.08,65
71.2E,5
33.3Z,20
63.4B,5
83.01,2
28.6C,2
15.5C,4
55.2C,21
10.13B,143
66.30Z,154
13.91Z,3
41.10,1
01.21Z,12
18.07,1
55.20,1
45.4D,169
95.22Z,86
54.07,7
"",128
60.04,16
64.45,30
35.23Z,9
14.20Z,1
17.19,1
70.2B,208
20.14Z,7
95.11,10
55.5A,58
18.2D,16
51.30,7
23.20Z,1
71.2C,1
77.14,208
85.1G,380
33.11Z,39
59.05,1
29.32Z,16
17.21B,9
89.07,2
92.1J,3
60.3Z,1
97.11,1
01.3Z,739
43.39Z,438
34.3Z,7
22.29B,23
01.4A,162
43.12B,43
25.1E,9
10.52Z,5
37.02,1
96.16,1
55.20Z,465
87.01,73
93.12Z,1536
94.11Z,131
43.22B,447
43.29B,133
69.22,7
25.2H,36
26.51B,25
03.30,11
29.4A,7
29.1F,2
11.01,1
72.11Z,17
87.02,1
43.32A,1572
01.2G,47
46.42Z,75
30.0A,1
46.24Z,1
46.35Z,1
00.10,120
28.1C,25
56.29B,171
44.42,3
00.30,2
58.10,1
15.8M,1
25.62B,290
60.07,17
58.12,28
93.11Z,98
85.3H,3
