categorieJuridiqueUniteLegale,count
3210,5
7362,125
2110,530
2700,28
7378,2
7364,181
5543,1
7353,375
5498,9143
2200,216
5306,49
6300,9
5458,61
5546,18
5520,4
7160,12
9221,31
6538,13
6571,82
6533,598
4130,413
8110,83
7351,40
2385,12
2100,11
8490,12
5599,4520
5553,3
9110,794
5653,2
5515,56
7490,4
6100,8
7323,313
5195,3
8150,2
8290,1
5192,37
5510,157
6544,1
6568,3
5308,83
9300,30
8160,4
6567,1
3110,4
4150,13
6577,7
7171,124
5499,29097
5432,3
7379,5
5660,43
2210,896
6573,76
5669,4
6536,185
6210,3
4160,4
7382,2
7321,178
6200,23
9220,14004
5196,70
8420,79
5699,284
4140,31
2300,2
6500,55
6521,3
2900,130
5191,2
8170,32
7349,3
6317,106
5710,9479
5453,22
5770,9
5651,1
6575,9
5400,61
7385,48
5194,5
7361,716
1000,125272
7363,1
5551,5
7348,8
9240,18
7220,213
5658,2
7345,123
5532,6
7450,16
5203,2
9230,214
6901,1
6572,35
7354,86
8410,86
9200,6
7179,25
5558,5
9260,197
6220,357
3220,349
6565,59
7383,203
4110,22
5720,4923
6574,5
5300,1
5200,25
7120,16
6599,1736
5552,3
6578,12
8450,55
6589,850
7331,155
7366,56
8250,25
4100,1
6318,15
6596,142
9900,291
8470,10
5410,11
8140,6
6595,56
7342,3
4120,243
6411,68
6562,11
9150,8
7230,1
7112,1
6560,1
7346,176
5585,8
6542,11
8210,268
5785,80
8120,43
7210,2646
5560,48
5646,4
5530,1
5451,1
8100,4
5610,10
6551,1
6511,17
6566,5
6598,825
5460,47
7355,28
7389,203
5652,2
5470,34
5385,38
6561,78
5685,6
7410,29
5202,1032
2120,8
2220,13
5531,1
6532,7
7130,2
7520,9
6585,57
6539,1
6316,159
5547,5
6540,21446
9222,7
5800,8
9100,108
9224,8
2320,4
7381,46
7190,1
7510,217
5485,624
5500,35
8510,1
7344,10
8311,114
6564,21
7384,12
6597,326
9210,8
6563,9
3290,3
6541,554
7172,389
2310,18
8130,16
7372,3
6535,4
9970,6
7371,3
7322,9
8400,5
8310,36
7367,13
7357,5
9223,69
6534,446
6576,27
7470,7
3120,196
7340,3
