categorieJuridiqueUniteLegale,count
7362,47
2110,179
2700,4
7378,2
7364,93
7353,150
2200,162
5498,2202
5306,7
6300,1
5458,29
5546,1
9221,11
6538,5
6571,5
6533,581
4130,146
8110,23
7351,6
8490,13
2385,10
2100,6
5599,673
5553,2
9110,178
5515,13
5615,11
6100,5
7323,41
8290,1
5192,19
5510,73
9300,5
5308,7
8160,1
6567,2
4150,7
5499,6722
7379,5
7171,25
5660,1
2210,403
6573,18
6536,83
6210,1
4160,1
7321,89
6200,4
9220,5516
8420,29
5699,59
4140,9
2300,2
6500,11
2900,42
5191,1
8170,5
6317,43
5710,2018
5453,6
5651,6
6575,7
5400,13
7385,7
7361,346
1000,43302
5551,2
7348,4
9240,2
7220,78
7345,60
5532,5
7450,2
9230,42
7356,5
6572,6
7354,48
8410,9
9200,1
7179,3
5558,8
9260,2
3220,35
6220,73
6565,15
7383,6
4110,1
5720,1323
6574,18
7120,4
5200,10
6599,209
6578,4
8450,17
6589,215
7331,39
7366,25
8250,17
6596,48
6318,2
9900,32
8470,2
8140,2
6595,12
7342,5
4120,35
6411,10
7365,1
9150,26
6560,4
7346,124
5585,1
6542,1
8210,78
5785,11
6543,4
7210,1141
5560,21
5530,2
5451,1
6511,8
6598,357
7355,36
5460,28
7389,39
5470,10
6561,23
5685,1
7410,16
5202,286
6554,1
2120,2
2220,4
6532,3
7520,28
6585,14
6539,1
6316,134
5547,1
6540,5115
9222,17
5800,1
2320,3
5459,1
7381,9
7510,78
5500,5
5485,95
8311,5
6564,5
7384,1
6597,161
9210,6
3290,4
6541,91
7172,165
2310,2
8130,1
7371,2
7372,9
6535,1
8400,6
8310,23
7367,15
7357,3
9223,36
6534,147
6576,10
7470,4
3120,26
