activitePrincipaleUniteLegale,count
47.99A,6562
48.04,48
33.20A,448
45.20B,190
58.19Z,184
31.03Z,7
25.73B,26
71.3E,8
14.31Z,3
70.3A,1818
64.11,1862
93.0A,44
61.10Z,217
63.99Z,57
87.30A,212
34.2A,21
15.8P,23
03.40,1
45.3H,18
35.4A,2
10.31Z,2
55.3A,3562
65.12Z,749
46.45Z,211
93.21,7
45.1B,42
01.56,7
92.14,3
33.03,2
43.22A,3864
47.04,492
95.12Z,92
74.09,20
01.63Z,3
15.5A,5
90.0E,2
26.3Z,5
22.1E,136
31.01Z,43
51.9B,103
32.2B,24
71.1A,26
25.62A,4
51.3Q,6
24.01,2
64.40,158
41.10A,1148
67.05,159
26.2A,35
16.01,13
93.0D,1146
89.05,7
92.13,5
58.01,30
23.65Z,1
02.10Z,3693
60.2N,72
43.11Z,195
11.01Z,60
14.39Z,35
01.1F,23
73.08,4
01.44Z,3
47.79Z,1194
01.11Z,1199
00.97,2105
84.11,236
52.3A,316
67.12,29
01.60,2
38.22Z,10
23.19Z,50
28.30Z,43
27.4D,3
65.02,513
77.01,402
49.41A,1015
46.23Z,53
99.00Z,26
23.01,6
21.09,16
28.15,11
26.4B,8
64.50,7
23.99Z,21
24.3Z,12
24.06,7
44.22,3
09.90Z,2
29.4C,3
92.3A,645
95.29Z,4658
52.4Z,1228
47.65Z,190
64.23,195
43.99A,575
60.01,44
44.18,11
29.4B,5
44.23,2
46.36Z,48
85.02,4
25.2A,8
90.13,8
44.20,1
51.3J,859
68.20A,29165
64.49,859
55.40,557
85.1E,412
05.0A,134
51.3A,103
14.2A,41
01.50,27
60.20B,7
60.11,4
45.3E,900
60.2E,541
49.32Z,3434
46.46Z,278
18.1Z,7
53.05,25
80.04,32
44.25,3
24.11,4
84.24Z,70
90.0G,1
80.07,1
45.2J,290
55.60,2282
36.6E,70
55.31,19
52.22Z,51
45.2R,4
73.09,1
86.22A,551
64.1C,86
15.8D,252
56.30Z,1966
22.19Z,32
80.30Z,73
75.04,17
85.10Z,7
18.20Z,19
32.99Z,506
36.2C,85
74.5A,84
72.2Z,231
46.11Z,44
21.08,178
15.8B,251
92.15,3
01.2E,9
82.04,3
95.24,4
99.0Z,1
49.01,218
52.21Z,307
36.00Z,191
26.6J,4
91.02,17
29.1D,8
56.21Z,1486
95.11Z,1108
52.29A,247
54.05,7
17.29Z,83
28.12,5
96.21,1
85.3A,6
45.2C,2
85.1C,1305
62.11,1326
20.4Z,61
30.99Z,3
23.49Z,4
22.01,8
47.77Z,358
46.49Z,981
50.2Z,1136
54.04,71
58.05,39
64.44,73
64.11Z,3
92.3J,14
45.4J,1331
47.52A,593
01.47Z,284
13.30Z,51
78.20Z,881
18.2G,20
80.2C,10
11.07B,14
55.13,6
86.90C,10
73.20Z,288
70.02,34
77.32Z,306
51.1G,72
15.13,3
81.22Z,860
52.4Y,71
52.4V,163
27.5G,3
43.34Z,6965
80.4D,322
95.21Z,494
88.99A,54
22.1G,25
29.5M,1
93.19Z,963
81.29B,349
80.20Z,240
28.10,4
21.02,9
17.4A,18
36.4Z,24
92.5A,1
92.5C,26
52.4X,560
93.0N,612
46.74A,157
72.20Z,279
25.61Z,116
54.08,58
11.04Z,9
47.02,33
33.1A,12
42.91Z,19
79.02,30
28.11Z,15
49.20Z,9
17.5C,2
64.20Z,8025
87.10A,396
46.13Z,180
52.7H,181
25.12Z,146
20.1B,56
24.20Z,9
11.04,1
24.44Z,4
85.31Z,241
86.90E,12896
01.43Z,386
58.08,23
74.3B,103
90.01Z,5853
71.3G,71
48.07,38
52.29B,411
51.5C,38
46.71Z,202
03.22Z,63
17.5G,14
73.03,1
01.74,4
29.3C,99
82.20Z,333
77.10,355
71.20A,303
00.11,7
59.13,106
46.73B,256
51.5A,47
66.0A,14
25.01,9
62.1Z,5
38.11Z,139
31.13,33
44.41,10
43.32B,1367
47.82Z,2369
80.4C,489
17.12Z,21
40.1Z,18
01.07,13
52.2G,236
47.75Z,571
77.12Z,147
94.91Z,556
94.92Z,35
42.22Z,126
15.8T,12
51.8P,34
38.31Z,50
15.07,11
50.03,4
15.4C,1
52.4R,848
56.10C,9072
74.90A,830
74.10Z,3462
33.20C,96
32.03,18
15.9G,46
54.02,29
88.04,26
01.16,9
40.34,1
28.2A,4
43.91A,1711
82.11Z,1800
60.20A,7
87.20A,19
10.32Z,34
29.1A,13
06.01,13
51.8L,39
22.3C,4
24.05,4
46.44Z,97
93.13Z,255
55.4C,58
61.1A,13
35.3A,3
49.05,198
86.10Z,355
81.30Z,2325
45.4L,90
10.73Z,18
32.05,21
28.5A,39
25.72Z,19
64.41,218
58.07,7
20.16Z,13
84.11Z,3596
64.42,109
59.11,115
43.99B,175
01.4B,313
50.4Z,115
23.31Z,13
42.21Z,144
29.3D,40
17.24Z,7
28.21Z,15
20.42Z,72
52.02,14
74.06,11
22.23Z,65
52.1F,10
80.2A,4
50.1Z,723
52.7C,137
63.3Z,155
79.12Z,161
25.2G,31
90.0A,50
29.13,27
36.5Z,20
35.13Z,39
20.15Z,22
46.12B,30
31.6C,1
60.2P,91
85.01,12
26.12Z,39
17.7C,14
77.08,238
33.3Z,54
63.4B,20
71.2E,7
15.5C,3
83.01,8
28.6C,12
99.01,1
01.21Z,15802
66.30Z,1031
55.2C,120
10.13B,241
55.20,6
13.91Z,15
41.10,2
18.07,10
92.11,1
64.45,167
60.04,60
45.4D,407
95.22Z,234
"",579
35.23Z,26
54.07,28
24.41Z,1
17.19,2
14.20Z,1
70.2B,431
95.11,30
20.14Z,24
23.20Z,5
55.5A,94
71.2C,14
18.2D,26
51.30,20
17.11Z,3
84.01,1
85.1G,1707
77.14,641
29.32Z,53
33.11Z,101
92.1J,17
17.21B,15
60.3Z,2
89.07,8
59.05,7
17.3Z,5
41.08,1
29.5L,6
01.3Z,686
96.16,18
01.4A,670
43.39Z,1790
43.12B,78
10.52Z,53
22.29B,49
34.3Z,24
25.1E,7
29.2L,3
64.2D,4
37.02,1
55.20Z,1375
87.01,365
02.10,8
24.6G,1
93.12Z,4868
94.11Z,363
43.22B,1931
72.11Z,135
03.20,35
69.22,34
43.29B,303
29.4A,19
26.51B,85
03.30,86
25.2H,54
29.1F,6
87.02,9
11.01,2
17.5A,3
43.32A,4392
46.42Z,569
11.02B,166
46.35Z,4
01.2G,70
65.1E,4
15.11Z,3
46.24Z,3
56.29B,546
00.10,335
44.42,14
28.1C,70
00.30,16
58.10,16
15.8M,11
59.12,32
60.07,273
93.11Z,248
25.62B,301
58.12,178
33.4A,6
85.3H,22
29.1C,13
29.31Z,2
46.22Z,77
74.1G,1592
72.19Z,553
47.01,57
67.09,221
72.5Z,137
69.25,89
58.06,98
28.93Z,53
91.3C,18
95.12,1
85.3E,9
21.14,3
74.30Z,1326
57.11,73
51.1A,25
21.11,18
47.11B,1527
79.11Z,547
36.1G,141
47.11C,289
96.03Z,399
70.1F,436
63.4A,130
38.32Z,456
84.30B,69
20.13B,22
52.2A,303
52.2P,303
47.61Z,280
92.3B,176
46.66Z,125
57.02,73
24.4A,3
20.5C,31
27.33Z,3
47.06,1
27.4J,1
30.02,1
65.06,875
86.10,73
64.19Z,1460
46.41Z,114
45.2L,223
59.20Z,292
71.1Z,57
30.30Z,39
51.8N,72
53.04,10
84.30A,75
74.07,2
80.02,37
77.13,37
32.1D,8
26.6E,25
31.5A,1
00.12,1
87.06,158
43.32C,280
51.5H,34
32.1B,7
71.4A,1
28.7C,2
29.1J,3
55.70,267
01.24Z,153
65.2E,89
59.13B,36
13.92Z,293
23.63Z,91
21.07,29
75.02,3
86.23Z,3853
02.20Z,984
39.00Z,26
46.38B,276
46.62Z,51
75.2J,6
49.39A,117
57.07,64
51.8H,26
74.04,4
22.3E,1
55.4B,975
03.21Z,674
37.00Z,176
36.6A,32
20.53Z,9
84.06,3
46.17B,617
62.42,249
67.13,63
22.2J,115
71.12A,272
17.13,1
37.01,2
52.6E,1985
86.08,43
96.25,61
29.5E,34
35.3B,12
26.20Z,37
25.03,18
28.7E,5
32.91Z,3
26.7Z,83
47.74Z,556
10.85Z,133
97.22,39
11.02A,16
27.3E,4
21.2L,8
25.1C,9
74.1J,4069
43.33Z,2749
51.4Q,40
20.41Z,53
68.32B,176
15.9S,2
73.07,6
65.2A,4
45.5Z,3
47.22Z,1014
74.20Z,2186
67.1E,138
01.80,223
37.2Z,70
64.12,214
51.1C,18
16.10B,121
44.21,20
17.2A,2
14.1A,9
24.2Z,4
85.3B,6
74.08,3
56.10A,7730
51.3T,141
64.30Z,611
47.11D,528
46.72Z,137
86.01,11
24.52Z,1
85.32Z,315
96.02A,5542
51.1R,1291
86.90D,13003
82.19Z,2250
55.90Z,61
36.1E,25
51.8E,6
51.4R,9
24.5A,10
17.6Z,2
65.2F,2
00.31,1
46.19B,7785
71.2A,87
29.5P,5
07.01,1
78.02,504
55.3B,1236
31.09B,948
47.23Z,361
77.31Z,86
01.25Z,61
87.10C,5
28.4A,9
85.42Z,628
45.3A,989
69.12,525
73.12Z,534
46.69B,852
57.04,51
48.05,63
85.20Z,76
63.05,34
30.91Z,4
31.16,1
21.05,1
47.11E,17
29.11,39
33.19Z,38
51.5N,44
55.1E,20
23.32Z,13
24.1A,2
52.4E,205
64.24,354
38.12Z,20
58.11,25
01.00,60
51.3C,18
70.1C,153
77.04,63
60.05,54
46.76Z,220
45.2D,1
89.04,5
94.12Z,510
55.30Z,307
61.20Z,51
10.89Z,57
59.07,57
50.30Z,49
61.01,30
52.7D,98
51.3N,14
29.2C,9
29.5N,6
90.25,1
24.42Z,3
72.2A,73
43.91B,1654
50.10Z,162
87.04,321
26.51A,18
36.10,11
15.5F,12
47.53Z,85
18.3Z,13
46.64Z,11
47.05,11
29.4D,2
67.2Z,797
81.11,267
94.99Z,13123
21.20Z,34
92.18,6
60.08,5
28.96Z,1
62.45,278
77.05,289
14.13Z,1144
47.76Z,1265
70.10Z,1509
85.60Z,152
77.29Z,318
10.71A,111
49.31Z,115
24.10Z,2
15.09,19
28.2D,8
01.4D,17
08.11Z,10
31.5C,18
24.4C,10
21.1C,5
82.06,201
45.2F,18
91.02Z,18
31.4Z,5
10.51A,9
88.91B,31
11.2Z,1
47.21Z,570
48.03,12
82.99Z,3345
47.59A,1242
79.90Z,439
32.20Z,66
66.12Z,136
01.57,13
02.20,184
41.10C,177
28.99B,48
46.37Z,44
17.16,3
80.4A,296
23.41Z,153
85.1A,30
01.63,19
18.10,1
15.02,4
22.2A,8
36.1K,172
78.10Z,114
48.02,40
79.05,7
17.27,6
47.19A,11
79.06,720
15.12Z,258
52.7A,122
86.06,390
63.12Z,449
45.3F,318
75.3C,2
18.11,9
75.1G,7
11.07A,4
32.11Z,1
20.1A,88
