categorieJuridiqueUniteLegale,count
3210,1
7362,174
2110,865
6558,1
2700,32
3200,2
7378,2
7364,197
2200,214
5498,15456
7353,260
5306,68
6300,9
5458,54
5546,7
5520,1
7160,13
9221,21
6538,6
6571,20
6533,89
4130,289
5415,3
8110,17
7351,22
2385,18
2100,16
8490,14
5599,9054
9110,1694
5515,74
6100,102
7490,5
5615,1
7323,24
8290,1
5192,92
5510,214
6568,9
5308,65
9300,72
5443,1
6567,2
3110,2
6577,6
4150,6
5499,84257
7171,46
7379,5
5432,2
5660,3
2210,755
6573,26
6210,13
6536,45
8200,1
4160,2
7321,22
6200,21
9220,18789
8420,19
5699,474
4140,12
2300,23
7373,2
6500,52
6521,11
2900,613
8170,30
7349,1
6317,55
5710,24370
5770,12
5453,3
5651,3
6575,16
5400,21
5194,33
7385,34
7361,330
1000,186771
7363,1
5551,13
7348,62
9240,22
7220,45
5658,1
7345,40
7450,7
9230,249
6572,18
8410,48
7354,81
9200,2
7179,27
5558,37
9260,5
6565,40
3220,583
6220,437
7383,76
4110,9
5720,17053
6574,3
5200,24
7120,6
6599,7217
5552,10
7229,7
6578,17
8450,19
5648,1
7331,175
6589,997
4100,3
7366,37
5100,5
8250,5
6596,85
6318,2
9900,162
5410,80
8470,3
6595,40
7342,7
4120,209
6411,63
7365,3
9150,87
6562,2
7230,1
6560,6
5585,5
7346,21
6542,34
8210,87
5785,164
6543,8
8120,2
5560,46
7210,1678
5646,3
5610,18
6551,1
6511,19
5455,1
6566,6
6598,363
7355,13
5460,84
7389,183
5470,47
6561,33
7410,30
5202,2541
2120,9
2220,43
6532,1
6585,61
5605,1
7520,2
6539,5
6316,17
6540,29502
9222,11
5800,13
9224,2
2320,6
5459,1
3205,1
7381,6
5559,1
7190,1
7510,2
5485,939
5500,6
8311,65
6564,27
7384,7
6597,170
9210,30
3290,63
6541,1660
7172,382
2310,11
8130,4
7372,4
9970,2
6535,9
7371,1
7322,7
8400,7
5309,1
8310,121
7367,4
9223,29
6534,124
6576,29
7470,4
3120,587
