activitePrincipaleUniteLegale,count
47.99A,2973
58.19Z,211
14.31Z,4
33.20A,92
45.20B,43
71.3E,8
25.73B,31
48.04,7
31.03Z,4
64.11,2305
70.3A,1415
15.8P,8
61.10Z,247
87.30A,93
95.13,2
63.99Z,122
45.3H,58
93.0A,37
10.31Z,4
35.4A,1
34.2A,4
55.3A,2643
46.45Z,320
65.12Z,290
92.14,5
45.1B,16
93.21,22
33.03,2
43.22A,3357
47.04,145
95.12Z,74
74.09,14
15.5A,3
90.0E,2
22.1E,193
31.01Z,50
71.1A,30
51.9B,143
32.2B,54
25.62A,8
51.3Q,7
24.01,3
26.1K,1
28.11,4
41.10A,366
67.05,158
16.01,32
26.2A,13
64.40,125
93.0D,830
58.01,33
92.13,6
01.1F,3
43.11Z,80
60.2N,110
14.39Z,67
02.10Z,46
11.01Z,23
73.08,2
52.3A,293
47.79Z,461
00.97,1644
01.11Z,72
84.11,176
23.19Z,38
01.60,6
28.30Z,3
67.12,12
38.22Z,4
27.4D,2
65.02,293
77.01,650
49.41A,1531
23.99Z,21
24.06,7
21.09,14
46.23Z,14
99.00Z,6
44.22,4
23.01,15
28.15,17
29.4C,2
64.50,2
24.3Z,5
43.99A,469
52.4Z,784
95.29Z,767
92.3A,758
47.65Z,117
64.23,204
44.18,5
46.36Z,30
60.01,9
25.2A,10
44.23,2
44.20,4
90.13,2
64.49,1219
55.40,481
85.1E,341
51.3A,380
68.20A,8783
51.3J,114
60.20B,20
60.11,10
14.2A,11
01.50,1
45.3E,985
60.2E,1682
80.04,122
49.32Z,13663
46.46Z,487
24.11,10
53.05,37
84.24Z,39
18.1Z,17
44.25,1
80.07,1
90.0G,1
55.60,1183
45.2J,201
73.09,4
36.6E,60
55.31,11
52.22Z,9
45.2R,1
15.8D,85
56.30Z,1096
18.20Z,38
80.30Z,62
64.1C,139
86.22A,482
22.19Z,16
85.10Z,9
75.04,4
32.99Z,231
74.5A,78
36.2C,37
21.08,301
72.2Z,365
15.8B,78
01.2E,3
46.11Z,67
92.15,4
95.24,3
82.04,3
52.21Z,368
49.01,117
29.1D,7
93.11,7
36.00Z,35
95.11Z,684
56.21Z,1017
17.29Z,39
52.29A,141
28.12,6
54.05,8
45.2C,7
85.1C,1208
62.11,1096
20.4Z,17
23.49Z,3
30.99Z,7
50.2Z,653
46.49Z,1320
64.44,72
47.77Z,279
54.04,82
58.05,38
64.11Z,4
92.3J,8
45.4J,1707
47.52A,193
13.30Z,38
78.20Z,368
80.2C,12
01.47Z,7
55.13,5
11.07B,11
18.2G,16
86.90C,15
51.1G,120
77.32Z,246
73.20Z,458
70.02,10
15.13,1
89.06,1
81.22Z,830
52.4V,124
52.4Y,25
27.5G,4
43.34Z,5674
80.4D,233
95.21Z,112
88.99A,64
22.1G,117
93.19Z,559
81.29B,96
80.20Z,308
17.4A,11
21.02,34
92.5A,6
28.10,13
36.4Z,16
93.0N,353
52.4X,367
72.20Z,293
46.74A,116
47.02,236
25.61Z,93
28.11Z,2
79.02,10
42.91Z,9
33.1A,17
49.20Z,9
54.08,7
92.5C,3
11.04Z,1
52.7H,186
64.20Z,4057
46.13Z,120
87.10A,121
25.12Z,67
24.20Z,7
20.1B,5
13.10,1
24.44Z,2
29.16,1
86.90E,7505
90.01Z,5423
74.3B,68
52.29B,652
85.31Z,245
01.43Z,69
71.3G,80
51.5C,34
46.71Z,121
17.5G,22
48.07,10
58.08,21
03.22Z,5
77.10,431
46.73B,207
38.11Z,141
82.20Z,315
25.01,5
71.20A,164
59.13,69
31.13,26
62.1Z,6
44.41,5
51.5A,10
66.0A,6
29.3C,1
43.32B,1350
80.4C,428
47.82Z,1923
17.12Z,9
17.7A,2
40.1Z,2
52.2G,111
77.12Z,146
94.91Z,532
47.75Z,426
94.92Z,25
38.31Z,18
15.4C,1
15.07,8
50.03,6
42.22Z,44
15.8T,4
51.8P,3
40.33,1
52.4R,631
74.10Z,3421
56.10C,5184
74.90A,598
40.34,4
33.20C,65
54.02,31
88.04,5
26.5C,1
28.2A,1
32.03,2
15.9G,1
51.8L,48
43.91A,98
87.20A,103
82.11Z,538
60.20A,3
10.32Z,9
24.05,3
22.3C,12
29.1A,1
46.44Z,85
93.13Z,147
35.3A,1
61.1A,1
55.4C,4
15.11,1
14.03,1
49.05,202
45.4L,155
81.30Z,652
86.10Z,288
64.41,109
28.5A,96
25.72Z,26
10.73Z,17
58.07,10
20.16Z,7
17.15,1
13.2Z,1
84.11Z,1730
50.4Z,100
59.11,102
01.4B,138
43.99B,210
42.21Z,67
64.42,63
23.31Z,1
28.21Z,6
17.24Z,3
29.3D,3
20.42Z,66
22.23Z,33
52.1F,8
74.06,2
80.2A,13
52.02,3
27.4F,1
29.13,29
50.1Z,851
52.7C,97
79.12Z,235
46.12B,36
63.3Z,165
36.5Z,29
25.2G,34
35.13Z,15
90.0A,6
36.6C,1
31.6C,5
60.2P,206
44.12,1
17.7C,128
26.12Z,31
85.01,3
77.08,90
29.21,15
63.4B,32
83.01,27
33.3Z,36
28.6C,6
71.2E,5
15.5C,3
01.21Z,57
66.30Z,595
10.13B,111
55.2C,4
92.11,2
13.91Z,7
55.20,1
18.07,8
41.10,1
64.45,163
45.4D,505
95.22Z,88
"",231
60.04,40
54.07,38
14.20Z,7
35.23Z,25
24.41Z,3
18.2D,217
55.5A,97
84.01,5
20.14Z,15
70.2B,6
71.2C,19
51.30,49
23.20Z,1
95.11,1
77.14,503
29.32Z,26
85.1G,1030
89.07,15
17.21B,21
92.1J,2
33.11Z,25
59.05,27
29.5L,14
17.3Z,14
43.39Z,1159
43.12B,36
34.3Z,15
96.16,10
22.29B,50
25.1E,7
10.52Z,16
01.4A,4
01.3Z,3
64.2D,1
55.20Z,257
87.01,387
24.6G,3
02.10,1
94.11Z,113
93.12Z,2200
43.22B,1458
43.29B,413
26.51B,90
11.01,2
69.22,26
29.4A,18
29.1F,10
72.11Z,83
25.2H,27
13.11,1
17.5A,1
87.02,7
03.30,2
43.32A,2105
46.42Z,654
46.24Z,3
10.42Z,2
01.2G,2
46.35Z,6
30.0A,3
56.29B,404
00.30,1
28.1C,63
