categorieJuridiqueUniteLegale,count
3210,4
7362,222
2110,808
6558,1
2700,18
7378,1
7364,144
7353,481
5498,5212
2200,270
5306,37
6300,15
5458,16
5546,3
7160,3
9221,8
6538,9
6571,25
6533,478
4130,337
8110,46
7351,65
2100,23
2385,11
8490,25
5599,2764
5553,1
9110,255
5632,1
5515,13
6100,8
7490,1
5615,1
7323,102
5195,1
8290,2
5192,6
5510,134
5308,99
9300,32
8160,2
3110,1
4150,11
6577,28
5499,19164
7171,60
7379,3
5660,6
2210,510
6573,20
6536,184
6210,7
4160,4
7321,121
6200,16
9220,8590
8420,31
5699,189
2300,13
4140,11
7312,7
6500,38
5307,1
2900,219
7349,1
8170,12
6317,363
5710,5586
5770,6
5453,7
6575,6
5400,78
7385,9
7361,878
1000,88722
7363,1
5551,28
7348,30
9240,13
7220,46
7450,3
7345,60
5532,12
9230,240
7356,3
6572,8
7354,33
9200,16
8410,41
7179,20
5558,13
9260,11
6220,199
3220,116
6565,42
7383,13
4110,8
5720,2787
6574,5
5200,17
7120,7
6599,3568
6578,4
7229,3
5552,3
8450,8
7331,118
7366,83
6589,503
5100,6
4100,2
8250,36
6596,40
6318,43
9900,111
5410,50
8140,6
6595,17
7342,1
4120,148
6411,45
6562,4
9150,5
6560,95
7346,179
5585,1
6542,49
8210,102
8120,6
5785,30
6543,2
7210,2284
5560,53
5646,3
5530,1
5610,2
8100,1
6511,10
6566,3
5455,1
6598,1627
7355,25
5460,7
7389,69
5470,33
5385,1
6561,35
5685,1
7410,7
5202,842
2120,10
2220,9
6532,9
6585,12
7520,12
6539,1
6316,173
6540,12064
9222,25
5800,23
9224,2
2320,5
7381,32
5559,9
7510,161
5485,400
5500,61
8311,27
6564,18
7384,4
6597,1081
9210,19
6563,1
3290,3
6541,381
7172,315
2310,18
8130,6
7371,5
9970,2
6535,6
7372,16
8400,3
8310,42
7367,8
7357,4
9223,176
6534,872
6576,24
3120,63
