activitePrincipaleUniteLegale,count
47.99A,1097
33.20A,66
58.19Z,17
45.20B,39
48.04,7
25.73B,5
14.31Z,1
31.03Z,4
71.3E,1
64.11,628
70.3A,134
93.0A,6
61.10Z,34
45.3H,2
34.2A,10
15.8P,7
87.30A,32
63.99Z,7
95.13,1
35.4A,2
92.14,3
55.3A,954
01.56,26
65.12Z,228
46.45Z,26
33.03,1
45.1B,4
47.04,101
43.22A,607
15.5A,2
95.12Z,33
74.09,3
22.1E,12
32.2B,6
51.9B,3
71.1A,4
25.62A,1
31.01Z,14
51.3Q,1
67.05,82
41.10A,64
26.2A,8
64.40,44
16.01,6
93.0D,309
89.05,3
92.13,2
58.01,4
02.10Z,500
01.1F,6
60.2N,4
14.39Z,7
43.11Z,8
11.01Z,7
01.44Z,6
73.08,2
01.11Z,1765
00.97,303
84.11,53
23.19Z,27
52.3A,84
47.79Z,313
01.60,5
28.30Z,15
38.22Z,1
67.12,4
27.4D,1
49.41A,215
65.02,137
46.23Z,91
23.99Z,8
28.15,5
77.01,82
21.09,1
24.06,2
64.50,2
26.4B,1
24.3Z,5
99.00Z,1
23.01,2
64.23,65
92.3A,158
95.29Z,316
52.4Z,265
60.01,18
43.99A,27
85.02,4
25.2A,4
47.65Z,48
44.23,1
46.36Z,5
29.4B,2
44.18,5
68.20A,2638
85.1E,79
64.49,226
01.50,38
55.40,170
05.0A,1
51.3J,26
14.2A,18
51.3A,11
60.20B,3
60.11,2
49.32Z,333
45.3E,196
60.2E,120
46.46Z,41
53.05,10
44.25,1
84.24Z,6
80.04,1
55.60,579
45.2J,56
36.6E,22
55.31,6
45.2R,1
56.30Z,771
15.8D,78
86.22A,66
64.1C,6
80.30Z,8
75.04,3
22.19Z,10
36.2C,14
32.99Z,93
74.5A,17
21.08,63
46.11Z,13
15.8B,14
72.2Z,16
01.2E,18
49.01,64
52.21Z,64
36.00Z,28
91.02,1
29.1D,3
56.21Z,105
95.11Z,172
52.29A,23
17.29Z,7
54.05,2
45.2C,2
28.12,1
85.1C,270
62.11,378
20.4Z,7
22.01,1
23.49Z,5
47.77Z,95
50.2Z,236
46.49Z,100
64.44,6
64.11Z,3
54.04,13
58.05,4
92.3J,1
45.4J,307
01.47Z,261
78.20Z,117
47.52A,107
80.2C,3
18.2G,5
13.30Z,6
11.07B,2
86.90C,3
73.20Z,24
77.32Z,39
15.13,6
51.1G,3
81.22Z,80
52.4Y,20
52.4V,62
27.5G,2
95.21Z,41
43.34Z,693
80.4D,57
44.32,1
88.99A,3
29.5M,3
22.1G,1
93.19Z,245
36.4Z,6
81.29B,24
80.20Z,11
17.4A,4
21.02,5
15.9J,2
93.0N,198
92.5C,7
52.4X,128
