categorieJuridiqueUniteLegale,count
3210,63
7362,125
2110,2231
6558,3
2700,64
7378,8
5543,12
7364,278
5498,43608
2200,1437
7353,135
5306,236
6300,44
5458,460
5546,28
5520,6
7160,37
6538,14
9221,97
6571,193
6533,205
5193,4
4130,656
7343,15
8110,99
7351,9
2385,30
8490,55
2100,38
5599,14804
5553,11
9110,3811
5653,1
8300,1
5515,214
7490,12
5615,9
7323,4
5195,4
8150,1
8290,13
5192,98
5510,334
6568,6
9300,88
5308,258
8160,5
5443,1
6567,2
3110,4
6577,18
4150,34
5499,179749
5432,25
7171,296
7379,3
5660,4
2210,3341
6573,161
5669,1
8200,10
6536,42
6210,25
4160,4
7382,2
6200,88
7321,287
9220,57493
8420,144
5699,1214
4140,40
2300,35
7373,3
6500,434
5307,2
6521,7
2900,801
5191,3
8170,32
7349,7
6317,222
5710,50477
5770,73
5453,34
5651,7
6575,59
5454,3
5630,2
5400,907
5194,40
7385,88
5554,7
7361,263
1000,498726
7363,5
5551,52
7348,35
9240,60
7220,185
5658,2
7450,24
5532,16
7345,19
5555,4
9230,233
6901,10
6572,64
7356,1
8410,203
7354,50
9200,3
7179,62
5558,88
9260,11
6220,1163
3220,689
6565,92
7383,245
5542,6
4110,35
6537,1
5720,34723
6574,48
5300,3
5200,144
7120,33
6599,12816
5552,6
6578,40
8450,71
7331,291
6589,3079
7366,79
4100,30
8250,51
6596,330
6318,7
9900,602
8470,9
5410,8
8140,3
6595,49
5620,3
7342,1
4120,262
6411,186
7365,2
9150,120
6562,21
7230,5
7112,1
6560,42
5585,63
7346,19
6542,108
5659,3
8210,748
5785,470
6543,44
8120,23
7210,2051
5560,155
5646,12
5631,1
5530,3
5451,5
5505,4
5610,28
8100,2
6551,4
6511,5
5455,9
6566,5
6598,1362
5460,241
7355,57
7389,336
5652,1
5470,167
5385,16
5431,1
6561,208
7314,1
5685,9
7410,52
5202,5600
6569,2
2120,40
6554,1
2220,107
6532,16
7130,2
6585,211
5605,3
7520,9
6539,38
6316,97
5547,9
6540,88867
9222,12
5800,31
9100,16
9224,41
2320,14
5459,4
7381,73
3205,3
5559,1
7510,11
5500,244
5485,3704
7344,21
8510,1
8311,70
6564,106
7384,25
6597,751
9210,91
6563,21
3290,77
6541,3981
7172,450
2310,59
8130,26
6535,9
7372,4
9970,12
7371,2
7322,2
8400,10
8310,153
7367,3
7357,1
9223,66
6534,801
6576,73
7470,6
3120,1168
