categorieJuridiqueUniteLegale,count
3210,10
2110,2038
7362,54
6558,1
2700,93
7364,331
5543,2
5498,34902
2200,368
7353,236
5306,145
6300,38
5458,147
5546,36
5520,6
7160,20
6538,9
9221,37
6571,32
6533,1828
5193,8
4130,567
8110,60
7351,17
8490,39
2385,12
2100,64
5599,7599
5553,37
9110,1654
5632,2
8300,3
5515,121
6100,7
7490,6
7323,85
5195,6
8150,2
8290,7
5192,4
5510,248
6568,3
9300,53
5308,130
8160,5
6567,3
6577,19
4150,2
5499,65739
7171,241
5432,10
7379,1
2210,1672
6573,32
5669,5
8200,16
6536,84
6210,12
4160,2
7382,2
7321,377
6200,65
9220,31519
8420,170
5699,502
4140,66
2300,11
7312,3
7373,5
6500,98
5307,2
6521,6
2900,608
5191,10
8170,35
7349,1
6317,223
5710,24944
5453,31
5770,32
6575,11
5454,3
5400,157
7385,54
5194,218
7361,441
5554,19
1000,251843
7363,4
5551,8
7348,22
9240,56
7220,312
5658,1
7345,71
5532,5
7450,3
5203,2
5555,4
9230,268
6901,134
6572,23
7356,2
8410,120
9200,143
7354,73
7179,28
5558,89
9260,12
6220,897
3220,379
6565,82
7383,72
4110,22
5720,13151
6574,8
5300,2
5200,56
7120,32
6599,6809
6578,30
5552,18
8450,80
7331,174
6589,1486
5100,31
7366,127
8250,15
6318,13
6596,168
9900,498
5410,492
8470,9
8140,5
6595,301
4120,180
6411,151
9150,95
6562,9
7230,4
6560,19
5370,1
7346,193
5585,31
5442,10
6542,35
8210,568
5785,146
6543,37
8120,10
7210,1924
5560,172
5530,2
5451,2
8100,3
5610,12
6511,17
5455,6
6566,4
6598,2292
5460,182
7355,45
7389,181
5652,1
5470,113
5385,1
6561,98
7314,1
5622,1
5685,5
7410,42
5202,2973
6569,1
2120,19
2220,38
3100,1
6532,17
7130,4
6585,53
7520,6
6539,5
6316,387
5547,7
6540,39899
9222,55
5800,54
9224,2
9100,4
2320,8
5459,1
7381,84
7510,81
5500,71
5485,1378
7344,21
8510,1
8311,61
6564,58
7384,15
6597,850
9210,18
5548,1
3290,37
6541,2979
7172,344
2310,20
8130,23
6535,4
7371,2
9970,13
7372,1
7322,1
8400,12
8310,166
7367,1
7357,2
9223,321
6534,920
6576,33
7470,21
3120,477
7340,2
