categorieJuridiqueUniteLegale,count
3210,1
2110,302
7362,152
7378,1
2700,5
7364,64
7353,95
2200,194
5498,2977
5306,22
6300,3
5458,30
7160,1
6538,22
9221,3
6571,18
6533,403
4130,189
8110,24
7351,6
2385,6
2100,9
8490,11
5599,740
9110,357
5515,25
6100,6
7490,1
5615,2
7323,30
8290,1
5192,1
5510,74
6568,1
9300,4
5308,16
6567,1
4150,12
6577,2
5499,10472
5432,13
7171,29
7379,4
2210,725
6573,12
5669,1
6536,17
8200,1
4160,2
7321,217
6200,10
9220,6017
8420,27
2300,7
5699,91
4140,11
6500,39
6521,1
2900,139
5191,1
8170,5
6317,127
5710,2606
5453,3
5770,3
6575,2
5400,52
7385,5
5194,1
7361,218
1000,52424
7363,3
7348,12
5551,4
7220,36
9240,9
5658,1
7345,27
5532,4
7450,1
9230,34
7356,1
6572,3
8410,20
7354,28
7179,3
5558,4
9260,10
6220,89
6565,18
3220,25
7383,9
6537,38
4110,7
5720,2055
6574,11
5300,2
7120,6
5200,4
6599,864
8450,11
6589,208
7366,39
7331,38
4100,7
8250,21
6318,2
6596,58
9900,72
5410,1
6595,27
4120,18
6411,18
7365,6
9150,38
6562,2
7230,1
6560,2
7346,99
5585,1
6542,6
8210,73
6543,1
5785,29
8120,3
7210,1013
5560,21
5505,2
5530,1
5451,3
8100,1
6511,4
5455,3
6598,262
5460,32
7355,31
7389,34
5470,5
6561,13
5685,6
7410,4
5202,389
2120,1
2220,6
6532,5
7520,3
6585,16
6539,2
6316,160
6540,6711
5459,1
2320,5
7381,14
7510,27
5485,158
5500,15
8311,5
6564,4
7384,3
6597,125
9210,21
3290,3
6541,330
7172,177
2310,12
8130,1
6535,3
7372,2
7322,1
8400,2
7367,3
8310,20
9223,24
6534,192
6576,7
7470,3
3120,35
