categorieJuridiqueUniteLegale,count
2110,540
7362,58
2700,12
7364,134
7353,235
5498,4938
2200,191
5306,11
6300,8
5458,77
5546,7
9221,11
6538,7
6571,12
6533,539
4130,236
8110,15
7351,4
2100,16
2385,14
8490,24
5599,1264
9110,289
5515,16
7490,2
6100,7
7313,13
7323,20
8290,1
5192,20
5510,96
8160,3
9300,12
5308,17
6567,1
4150,5
6577,3
5499,13804
7171,25
5432,1
7379,2
5660,2
2210,878
6573,15
6536,102
8200,1
4160,2
7321,136
6200,21
9220,8434
8420,40
5699,184
4140,25
2300,1
7312,7
6500,26
6521,1
2900,89
5191,1
8170,4
6317,158
5710,3856
5770,8
5453,2
5651,28
6575,5
5400,48
7385,7
5194,19
7361,403
1000,80073
5551,5
7348,17
9240,17
7220,19
7345,60
5532,3
9230,100
6901,1
6572,5
7356,1
7354,69
8410,26
9200,8
7179,4
5558,18
9260,1
6220,135
3220,83
6565,30
7383,6
6537,5
4110,1
5720,2226
6574,9
5300,1
7120,3
5200,6
6599,1089
6578,6
5552,2
8450,14
6589,375
7331,57
7366,22
8250,33
4100,4
6596,67
6318,7
9900,114
5410,5
8470,2
8140,4
6595,8
7342,6
4120,33
6411,25
9150,40
6562,3
6560,3
7346,152
5585,16
6542,12
8210,169
5785,38
8120,2
7210,1399
5560,35
5530,1
5610,1
6511,9
6598,435
5460,21
7355,29
7389,42
5470,12
5385,5
5431,1
6561,29
5685,1
7410,4
5202,431
6569,2
2120,2
6554,1
2220,10
3100,1
6532,3
7520,57
6585,13
6316,190
6540,9851
5800,3
9100,1
7381,27
7510,87
5485,255
5500,25
8311,6
6564,17
7384,5
6597,144
9210,7
3290,5
6541,158
7172,194
8130,2
2310,10
7372,1
9970,1
7371,2
8310,34
7367,24
9223,41
5570,1
7100,3
6534,138
6576,22
7470,3
3120,43
