categorieJuridiqueUniteLegale,count
3210,3
7362,91
2110,793
6558,3
2700,73
7364,112
5543,5
7353,328
2200,169
5498,11906
5306,88
6300,25
5458,26
5546,6
5520,1
7160,4
6538,63
9221,18
6571,13
6533,452
4130,358
8110,42
7351,38
8490,28
2385,9
2100,38
5599,3648
5553,11
9110,812
5515,51
7490,1
6100,6
5615,6
7323,174
5525,1
8290,3
5192,48
5510,155
9300,30
5308,94
8160,4
6567,1
3110,1
4150,2
6577,6
7171,30
5499,27582
5432,2
7379,5
5660,63
2210,562
6573,27
6536,131
6210,2
8200,2
4160,1
6200,32
7321,46
9220,13556
5196,55
8420,76
5699,221
4140,47
2300,10
7373,2
7312,1
6500,49
5307,1
2900,290
5191,5
8170,7
6317,264
5710,8917
5770,31
5453,2
5651,12
6575,5
5400,101
5194,3
7385,25
7361,321
1000,119241
7363,3
5551,5
9240,17
7220,111
7345,101
7450,10
5532,4
5555,2
9230,174
6572,5
7354,76
8410,47
9200,4
7179,18
5558,25
6220,339
3220,137
6565,39
7383,36
4110,2
5720,4892
6574,17
5200,18
7120,9
6599,1789
7229,1
6578,12
5552,5
8450,13
6589,892
7331,100
7366,48
8250,1
4100,1
6318,20
6596,166
9900,173
8470,9
5410,4
8140,3
6595,81
7342,1
4120,158
6411,98
7365,1
9150,19
6562,1
6560,4
7346,161
5585,1
6542,2
8210,224
6543,1
5785,64
8120,4
7210,1394
5560,56
5530,1
5505,1
5610,9
8100,1
6511,18
6566,2
6598,1609
7355,37
5460,46
7389,82
5470,58
5385,30
6561,79
5685,1
7410,10
5202,902
6569,1
2120,9
6554,1
2220,18
6532,15
7520,3
6585,13
6539,5
6316,455
6540,19959
9222,31
5800,5
9100,1
5559,1
7381,9
7510,1
5485,870
5500,66
7344,6
8510,1
8311,29
6564,14
7384,2
6597,483
9210,9
3290,8
6541,824
7172,278
2310,16
8130,11
6535,5
7372,8
9970,4
7371,1
7322,3
8400,9
8310,67
7367,8
9223,79
6534,466
7470,9
6576,20
3120,142
