activitePrincipaleUniteLegale,count
47.99A,756
33.20A,27
48.04,10
58.19Z,8
45.20B,34
10.62Z,1
25.73B,6
31.03Z,3
71.3E,1
64.11,355
70.3A,99
34.2A,5
87.30A,11
61.10Z,27
93.0A,7
15.8P,3
45.3H,2
63.99Z,1
35.4A,1
55.3A,623
65.12Z,171
01.56,26
92.14,5
45.1B,4
46.45Z,34
43.22A,454
47.04,62
95.12Z,13
74.09,4
90.0E,1
01.63Z,2
31.01Z,8
71.1A,14
32.2B,6
22.1E,15
51.9B,3
25.62A,2
26.1K,1
41.10A,44
67.05,55
64.40,18
26.2A,9
16.01,3
93.0D,202
92.13,1
89.05,4
58.01,2
01.1F,124
02.10Z,1864
11.01Z,32
60.2N,6
14.39Z,15
01.44Z,6
43.11Z,8
01.11Z,1438
67.12,8
00.97,294
47.79Z,158
84.11,36
01.60,2
52.3A,45
28.30Z,14
23.19Z,6
38.22Z,2
49.41A,194
65.02,57
46.23Z,117
77.01,31
24.3Z,1
23.99Z,5
28.15,1
23.01,1
52.4Z,152
95.29Z,354
92.3A,73
64.23,25
43.99A,23
90.13,1
60.01,18
47.65Z,27
46.36Z,8
85.02,3
29.4B,3
25.2A,1
44.18,1
44.23,2
64.49,92
68.20A,970
51.3A,69
55.40,105
01.50,36
51.3J,46
85.1E,44
05.0A,2
14.2A,4
60.20B,1
60.2E,78
49.32Z,257
45.3E,136
80.04,8
46.46Z,16
84.24Z,5
55.60,416
45.2J,86
45.2R,1
36.6E,16
56.30Z,511
80.30Z,13
15.8D,50
86.22A,35
64.1C,4
22.19Z,10
85.10Z,1
31.2B,1
18.20Z,6
32.99Z,74
74.5A,24
36.2C,4
46.11Z,19
01.2E,22
21.08,43
15.8B,26
72.2Z,9
49.01,73
36.00Z,38
52.21Z,32
91.02,2
29.1D,1
56.21Z,138
95.11Z,155
52.29A,53
17.29Z,11
45.2C,2
28.12,2
62.11,286
85.1C,202
20.4Z,13
23.49Z,4
22.01,2
50.2Z,182
47.77Z,50
46.49Z,63
58.05,4
64.44,11
64.11Z,3
54.04,2
92.3J,1
45.4J,267
01.47Z,110
47.52A,76
78.20Z,99
11.07B,5
13.30Z,12
18.2G,7
55.13,4
80.2C,1
86.90C,2
77.32Z,49
73.20Z,8
51.1G,7
15.13,2
81.22Z,71
52.4Y,14
52.4V,29
80.4D,41
43.34Z,905
95.21Z,17
88.99A,7
22.1G,3
81.29B,29
93.19Z,183
80.20Z,19
15.9J,4
