categorieJuridiqueUniteLegale,count
3210,12
7362,70
2110,830
2700,85
3200,5
7378,3
7364,323
5543,1
2200,421
5498,15044
7353,413
5306,166
6300,17
5458,91
5546,42
5520,1
7160,17
9221,44
6538,9
6571,33
6533,959
5193,6
4130,469
7343,1
8110,79
7351,16
8490,22
2385,29
2100,26
5599,8237
5553,9
9110,2345
5653,2
5632,1
5515,137
6100,137
5615,1
7490,5
7323,135
8150,1
8290,9
5192,10
5510,211
5308,101
8160,4
9300,41
3110,1
4150,17
6577,9
5499,51085
7171,267
7379,3
5432,1
5660,6
2210,1651
6573,60
5669,3
6536,146
8200,15
6210,12
4160,3
7382,2
7321,61
6200,27
9220,22592
5196,2
8420,102
5699,628
4140,41
2300,29
7312,4
7373,5
6500,114
6521,3
2900,913
5191,6
8170,32
6317,229
5710,18249
5770,19
5453,10
5454,3
6575,16
5400,85
5194,52
7385,107
7361,1025
5554,8
1000,205799
7363,2
5551,133
7348,66
9240,24
7220,210
7345,356
5532,7
7450,3
5203,2
9230,408
6901,5
6572,9
9200,90
8410,143
7354,165
7179,35
5558,39
9260,8
6220,660
6565,96
3220,197
7383,69
4110,37
5720,9330
6574,16
5300,3
5200,44
7120,11
6599,6848
6578,37
8450,67
6589,1391
7331,273
7366,122
4100,36
8250,26
5100,2
6318,36
6596,278
9900,186
5410,14
8470,2
8140,3
6595,65
4120,246
6411,177
7365,2
9150,48
6562,8
7230,8
6560,20
5370,1
7346,199
5585,18
6542,47
5659,2
8210,336
5785,188
6543,23
8120,6
7210,3166
5560,96
5646,12
5530,1
5610,6
8100,1
6511,16
6566,8
5455,4
6598,1413
5460,86
7355,52
7389,199
5470,143
5385,6
6561,118
5685,1
7410,46
5202,2386
2120,15
2220,17
3100,2
6532,8
7130,2
6585,75
7520,77
6539,1
6316,362
5547,16
6540,28272
9222,45
5800,25
9224,7
9100,7
2320,10
5459,3
7381,169
5559,1
7510,123
5485,1056
5500,65
7344,7
8510,3
8311,88
6564,59
7384,7
6597,698
9210,19
6563,7
3290,19
6541,834
7172,493
2310,48
8130,32
6535,17
9970,11
7371,3
7372,25
7322,1
8400,5
8310,150
7367,9
7357,6
9223,260
6534,322
6576,51
7470,9
3120,291
7340,3
