activitePrincipaleUniteLegale,count
47.99A,883
33.20A,19
48.04,1
45.20B,8
58.19Z,6
25.73B,3
71.3E,1
64.11,219
61.10Z,15
70.3A,64
87.30A,1
15.8P,1
93.0A,3
55.3A,332
65.12Z,101
46.45Z,5
92.14,1
43.22A,80
47.04,42
95.12Z,6
74.09,1
71.1A,2
51.9B,2
22.1E,3
51.3Q,2
25.62A,7
32.2B,5
31.01Z,2
64.40,11
41.10A,48
67.05,23
16.01,1
93.0D,99
58.01,3
89.05,2
23.65Z,1
43.11Z,13
01.1F,19
60.2N,10
02.10Z,24
14.39Z,3
00.97,126
01.11Z,107
52.3A,20
84.11,14
47.79Z,73
28.30Z,3
23.19Z,5
77.01,25
21.09,1
65.02,45
49.41A,103
46.23Z,5
24.3Z,6
28.15,2
23.01,1
44.22,1
24.06,1
23.99Z,1
92.3A,72
95.29Z,114
43.99A,37
52.4Z,84
44.23,3
64.23,40
47.65Z,21
60.01,1
44.18,1
46.36Z,2
68.20A,836
64.49,83
55.40,49
85.1E,27
51.3J,11
01.50,2
51.3A,2
60.20B,2
14.2A,1
49.32Z,96
46.46Z,12
60.2E,35
53.05,4
45.3E,29
84.24Z,2
55.60,160
45.2J,23
36.6E,8
55.31,1
56.30Z,193
86.22A,38
64.1C,16
15.8D,15
80.30Z,2
22.19Z,4
18.20Z,1
32.99Z,22
74.5A,5
36.2C,3
72.2Z,17
15.8B,18
21.08,23
82.04,4
46.11Z,1
52.21Z,17
49.01,14
56.21Z,64
95.11Z,120
52.29A,22
17.29Z,3
54.05,2
28.12,1
62.11,92
85.1C,104
30.99Z,2
22.01,1
20.4Z,2
47.77Z,33
50.2Z,84
46.49Z,46
58.05,2
64.11Z,2
54.04,2
64.44,3
45.4J,94
78.20Z,76
01.47Z,19
47.52A,35
13.30Z,2
18.2G,4
80.2C,2
86.90C,3
11.07B,2
77.32Z,14
73.20Z,1
51.1G,4
81.22Z,44
52.4V,22
52.4Y,7
43.34Z,357
80.4D,39
95.21Z,19
88.99A,2
93.19Z,78
81.29B,17
21.02,6
80.20Z,7
36.4Z,3
93.0N,64
28.11Z,12
46.74A,9
52.4X,55
47.02,6
25.61Z,20
72.20Z,13
92.5C,3
54.08,4
49.20Z,1
64.20Z,227
52.7H,13
46.13Z,14
25.12Z,8
87.10A,14
24.44Z,1
24.20Z,1
20.1B,1
86.90E,510
90.01Z,212
85.31Z,26
52.29B,37
01.43Z,53
46.71Z,21
03.22Z,19
51.5C,8
48.07,2
71.3G,3
74.3B,6
17.5G,1
82.20Z,24
29.3C,6
71.20A,31
77.10,19
46.73B,22
59.13,7
38.11Z,11
51.5A,3
44.41,1
66.0A,1
25.01,1
80.4C,21
47.82Z,104
43.32B,88
47.75Z,40
94.91Z,82
77.12Z,17
52.2G,13
94.92Z,6
38.31Z,9
42.22Z,5
56.10C,517
74.10Z,110
74.90A,27
52.4R,66
88.04,5
33.20C,22
54.02,2
43.91A,42
82.11Z,49
10.32Z,1
29.1A,4
87.20A,3
51.8L,2
93.13Z,22
55.4C,2
46.44Z,6
81.30Z,172
64.41,24
49.05,8
28.5A,12
86.10Z,28
25.72Z,5
45.4L,5
20.16Z,1
84.11Z,593
43.99B,9
64.42,9
01.4B,21
28.21Z,2
42.21Z,2
59.11,3
50.4Z,8
29.3D,1
22.23Z,7
52.1F,1
20.42Z,2
50.1Z,94
90.0A,18
63.3Z,7
79.12Z,11
52.7C,10
35.13Z,2
29.13,1
46.12B,3
25.2G,2
26.12Z,6
85.01,1
60.2P,7
33.3Z,18
77.08,22
63.4B,3
15.5C,1
66.30Z,40
10.13B,6
55.2C,3
01.21Z,1
64.45,17
"",70
45.4D,34
60.04,3
95.22Z,13
35.23Z,2
54.07,1
55.5A,6
70.2B,9
18.2D,1
51.30,2
85.1G,82
29.32Z,10
33.11Z,8
77.14,28
97.11,1
92.1J,1
59.05,1
17.21B,2
89.07,1
34.3Z,3
43.39Z,91
37.02,4
