categorieJuridiqueUniteLegale,count
2110,469
7362,45
2700,14
7378,1
7364,102
7353,185
5498,3193
2200,133
5306,7
6300,6
5458,13
9221,6
6538,8
6571,26
6533,577
4130,178
8110,12
7351,6
2385,22
2100,2
8490,9
5599,807
5553,1
9110,233
5632,4
5653,1
5515,9
7490,1
6100,5
7323,48
8290,1
5192,21
5510,62
5308,23
9300,3
8160,1
6567,2
4150,9
6577,4
5499,9060
5432,3
7171,27
7379,5
2210,302
6573,33
5669,1
6536,30
6210,3
4160,1
7321,199
6200,8
9220,5672
8420,49
4140,14
2300,6
5699,79
6500,28
2900,181
5191,2
8170,4
6317,245
5710,2861
5453,8
6575,4
5400,7
7385,6
5194,1
7361,517
1000,60032
7348,10
5551,1
7220,95
9240,5
7345,48
5532,13
7450,1
9230,49
6572,9
8410,11
7354,65
9200,1
7179,2
5558,7
9260,1
6565,21
6220,126
3220,41
7383,4
5720,1664
6574,9
5200,12
7120,3
6599,661
6578,6
8450,19
6589,265
7331,54
7366,24
8250,529
6318,37
6596,93
9900,35
8470,3
5410,6
8140,4
6595,6
4120,34
6411,10
9150,3
6562,4
6560,15
7346,103
5585,1
6542,3
8210,50
6543,2
5785,8
7210,1075
5560,11
5530,3
6551,2
6511,2
5455,1
6598,2132
7355,20
5460,29
7389,32
7200,1
5470,13
6561,17
7410,11
5202,419
6569,3
2120,3
2220,3
6532,12
6585,28
7520,3
6539,1
6316,545
6540,6759
9222,15
5800,2
9224,1
9100,2
2320,3
7381,20
7510,82
5500,4
5485,148
8311,3
6564,4
7384,1
6597,712
9210,23
3290,7
6541,92
7172,220
2310,9
7372,10
6535,2
8400,1
7367,50
8310,8
7357,3
9223,126
6534,442
6576,14
7470,8
3120,27
