categorieJuridiqueUniteLegale,count
3210,1
7362,91
2110,1936
6558,2
7378,2
2700,22
7364,313
5543,5
7353,250
2200,348
5498,16991
5306,60
6300,22
5458,171
5546,27
5520,1
7160,12
6538,12
9221,16
6571,42
6533,2025
5193,60
4130,426
5415,4
8110,61
7351,23
2100,46
8490,20
2385,26
5599,4169
5553,10
9110,1931
5632,1
5515,70
6100,11
7490,15
7323,53
8290,1
5192,31
5510,189
6568,2
5308,45
8160,4
9300,96
6567,4
3110,1
5647,1
4150,9
6577,2
5499,32389
5432,6
7171,49
7379,3
5660,3
2210,1965
6573,170
6210,24
6536,81
8200,2
4160,5
7321,86
6200,59
9220,19244
5196,99
8420,67
5699,320
2300,24
4140,111
7373,8
6500,78
2900,207
5191,1
8170,13
6317,319
5710,11735
5453,13
5770,2
5651,15
6575,13
5454,2
5630,1
5400,68
5194,74
7385,16
7361,461
5554,82
1000,189684
7363,2
5551,6
7348,65
9240,18
7220,79
5658,1
7345,65
5532,94
7450,36
5203,3
9230,150
6901,67
6572,16
8410,70
7354,55
9200,3
7179,29
5558,63
6332,1
9260,2
3220,152
6220,523
6565,72
7383,55
4110,4
5720,5748
6574,8
5300,1
5200,27
7120,7
6599,2893
6578,7
5552,35
8450,27
6589,1208
8250,291
7331,128
4100,25
5100,1
7366,49
6318,21
6596,247
9900,217
5410,2
8470,4
8140,6
6595,199
5620,1
4120,91
6411,88
7365,1
9150,11
6562,6
7230,1
6560,10
7346,230
5585,9
6542,24
8210,238
5785,102
6543,53
8120,4
7210,2092
5560,358
5505,3
5530,2
5610,14
8100,2
6551,2
6511,11
6566,3
5455,3
6598,3891
5460,110
7355,42
7389,132
5470,93
5385,17
6561,41
5622,1
5685,1
7410,40
5202,1745
6569,3
2120,57
2220,38
6532,8
7130,1
6585,97
7520,1
6539,1
6316,388
5547,7
6540,28044
9222,19
5800,12
2320,4
5459,2
7381,100
5559,4
7190,1
7510,232
5485,860
5500,35
7344,20
8311,39
6564,24
7384,6
6597,673
9210,21
5548,2
3290,10
6541,1018
7172,425
2310,52
8130,12
9970,7
6535,2
7372,9
7371,3
7322,3
7367,42
8310,112
7357,1
9223,575
6534,611
8190,1
7470,13
6576,18
3120,223
7340,4
